memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18686822.589	0	kafka-001	2018-08-18T22:23:38.71267899Z	2.5	nan	15.95	18168258.873
15.95	88.91	3	1.424	2.5	kafka-001	2018-08-18T22:23:45.722912795Z	1.89	nan	15.95	2.49
15.95	88.91	6	1.318	1.89	kafka-001	2018-08-18T22:23:52.733667766Z	1.61	nan	15.95	2.209
15.95	88.91	10	1.352	1.61	kafka-001	2018-08-18T22:23:59.744934829Z	1.48	nan	15.95	2.339
15.95	88.91	14	1.424	1.48	kafka-001	2018-08-18T22:24:06.756607268Z	1.72	nan	15.95	2.49
15.95	88.91	17	1.44	1.72	kafka-001	2018-08-18T22:24:13.767750053Z	1.97	1.53	15.95	2.607
15.95	88.91	21	2.806	1.97	kafka-001	2018-08-18T22:24:20.778506986Z	2.29	1.86	15.95	4.734
15.95	88.91	24	1.6	2.29	kafka-001	2018-08-18T22:24:27.792979649Z	1.61	1.83	15.95	2.471
15.95	88.91	27	1.548	1.61	kafka-001	2018-08-18T22:24:34.805522902Z	1.55	1.78	15.95	2.715
15.95	88.91	29	2.192	1.55	kafka-001	2018-08-18T22:24:41.816335668Z	1.67	1.77	15.95	4.062
15.95	88.91	32	1.224	1.67	kafka-001	2018-08-18T22:24:48.829206628Z	2.42	1.8	15.95	2.153
15.95	88.91	34	1.632	2.42	kafka-001	2018-08-18T22:24:55.841075193Z	1.78	1.92	15.95	3.032
15.95	88.91	37	1.318	1.78	kafka-001	2018-08-18T22:25:02.852523048Z	1.63	1.89	15.95	2.209
15.95	88.91	39	1.74	1.63	kafka-001	2018-08-18T22:25:09.86350788Z	1.45	1.78	15.95	3.081
15.95	88.91	41	1.424	1.45	kafka-001	2018-08-18T22:25:16.875034047Z	1.85	1.75	15.95	2.49
15.95	88.91	43	1.052	1.85	kafka-001	2018-08-18T22:25:23.888009501Z	2.31	1.8	15.95	1.865
15.95	88.91	45	1.814	2.31	kafka-001	2018-08-18T22:25:30.900776206Z	1.97	1.91	15.95	3.054
15.95	88.91	47	1.846	1.97	kafka-001	2018-08-18T22:25:37.913657292Z	1.54	1.83	15.95	2.737
15.95	88.91	49	1.49	1.54	kafka-001	2018-08-18T22:25:44.925684501Z	1.53	1.79	15.95	2.303
15.95	88.91	51	1.674	1.53	kafka-001	2018-08-18T22:25:51.937973879Z	1.62	1.78	15.95	2.778
15.95	88.91	53	1.404	1.62	kafka-001	2018-08-18T22:25:58.950509832Z	2.46	1.8	15.95	2.353
15.95	88.91	55	1.424	2.46	kafka-001	2018-08-18T22:26:05.962506747Z	1.95	1.91	15.95	2.49
15.95	88.91	56	1.138	1.95	kafka-001	2018-08-18T22:26:12.97440382Z	1.62	1.85	15.95	2.009
15.95	88.91	58	1.532	1.62	kafka-001	2018-08-18T22:26:19.986982439Z	1.32	1.79	15.95	2.539
15.95	88.91	60	1.424	1.32	kafka-001	2018-08-18T22:26:26.99891576Z	1.78	1.75	15.95	2.49
15.95	88.91	61	1.052	1.78	kafka-001	2018-08-18T22:26:34.010902676Z	2.4	1.79	15.95	1.865
15.95	88.91	63	1.682	2.4	kafka-001	2018-08-18T22:26:41.022475271Z	1.72	1.92	15.95	2.922
15.95	88.91	64	1.582	1.72	kafka-001	2018-08-18T22:26:48.034561299Z	1.69	1.8	15.95	2.473
15.95	88.91	65	2.16	1.69	kafka-001	2018-08-18T22:26:55.049102576Z	2.53	1.76	15.95	3.56
15.95	88.91	66	1.53	2.53	kafka-001	2018-08-18T22:27:02.061178294Z	1.57	1.91	15.95	2.459
15.95	88.91	68	1.698	1.57	kafka-001	2018-08-18T22:27:09.074417285Z	2.4	1.95	15.95	3.039
15.95	88.91	70	1.934	2.4	kafka-001	2018-08-18T22:27:16.087215834Z	1.71	2.05	15.95	3.63
15.95	88.91	71	1.138	1.71	kafka-001	2018-08-18T22:27:23.100200355Z	1.93	1.94	15.95	2.009
15.95	88.91	73	2.278	1.93	kafka-001	2018-08-18T22:27:30.113264525Z	2.14	1.97	15.95	4.206
15.95	88.91	74	1.094	2.14	kafka-001	2018-08-18T22:27:37.125883105Z	1.81	2.05	15.95	1.907
15.95	88.91	76	1.232	1.81	kafka-001	2018-08-18T22:27:44.138350354Z	2.08	1.93	15.95	2.065
15.95	88.91	77	1.682	2.08	kafka-001	2018-08-18T22:27:51.150000893Z	1.74	2.01	15.95	2.922
15.95	88.91	78	1.138	1.74	kafka-001	2018-08-18T22:27:58.162006535Z	2.16	1.9	15.95	2.009
15.95	88.91	80	1.82	2.16	kafka-001	2018-08-18T22:28:05.175134282Z	1.81	1.98	15.95	2.886
15.95	88.91	81	1.974	1.81	kafka-001	2018-08-18T22:28:12.185126786Z	1.67	1.96	15.95	2.923
15.95	88.91	82	1.442	1.67	kafka-001	2018-08-18T22:28:19.196124322Z	2.04	1.88	15.95	2.429
15.95	88.91	84	1.338	2.04	kafka-001	2018-08-18T22:28:26.206779754Z	1.7	1.92	15.95	2.346
15.95	88.91	85	1.318	1.7	kafka-001	2018-08-18T22:28:33.217686933Z	2.09	1.85	15.95	2.209
15.95	88.91	86	1.839	2.09	kafka-001	2018-08-18T22:28:40.228229677Z	1.89	1.91	15.95	3.098
15.95	88.91	88	1.052	1.89	kafka-001	2018-08-18T22:28:47.240544559Z	1.89	1.87	15.95	1.865
15.95	88.91	89	1.232	1.89	kafka-001	2018-08-18T22:28:54.252760988Z	1.73	1.88	15.95	2.065
15.95	88.91	90	1.724	1.73	kafka-001	2018-08-18T22:29:01.265616748Z	1.7	1.89	15.95	2.964
15.95	88.91	91	1.138	1.7	kafka-001	2018-08-18T22:29:08.275373854Z	2.47	1.83	15.95	2.009
15.95	88.91	92	1.49	2.47	kafka-001	2018-08-18T22:29:15.289050433Z	1.74	1.96	15.95	2.556
15.95	88.91	93	1.866	1.74	kafka-001	2018-08-18T22:29:22.29966801Z	1.62	1.9	15.95	2.815
15.95	88.91	94	1.772	1.62	kafka-001	2018-08-18T22:29:29.31335479Z	1.54	1.86	15.95	2.759
15.95	88.91	96	1.49	1.54	kafka-001	2018-08-18T22:29:36.326759667Z	1.69	1.8	15.95	2.556
15.95	88.91	97	1.274	1.69	kafka-001	2018-08-18T22:29:43.339845377Z	2.49	1.79	15.95	2.107
15.95	88.91	98	1.682	2.49	kafka-001	2018-08-18T22:29:50.352179763Z	1.84	1.93	15.95	2.922
15.95	88.91	98	1.138	1.84	kafka-001	2018-08-18T22:29:57.36423251Z	1.73	1.82	15.95	2.009
15.95	88.91	99	1.146	1.73	kafka-001	2018-08-18T22:30:04.376004547Z	1.46	1.82	15.95	1.921
15.95	88.91	101	1.682	1.46	kafka-001	2018-08-18T22:30:11.388370353Z	1.72	1.79	15.95	2.922
15.95	88.91	102	1.224	1.72	kafka-001	2018-08-18T22:30:18.400199062Z	2.53	1.82	15.95	2.153
15.95	88.91	103	1.424	2.53	kafka-001	2018-08-18T22:30:25.41259683Z	1.99	1.96	15.95	2.49
15.95	88.91	104	1.558	1.99	kafka-001	2018-08-18T22:30:32.428741423Z	1.6	1.88	15.95	2.449
15.95	88.91	105	1.772	1.6	kafka-001	2018-08-18T22:30:39.439096312Z	1.48	1.84	15.95	2.759
15.95	88.91	106	2.638	1.48	kafka-001	2018-08-18T22:30:46.449984429Z	1.6	1.8	15.95	4.17
15.95	88.91	107	1.44	1.6	kafka-001	2018-08-18T22:30:53.461824572Z	2.27	1.82	15.95	2.607
15.95	88.91	108	2.422	2.27	kafka-001	2018-08-18T22:31:00.473540791Z	2.23	1.91	15.95	4.206
15.95	88.91	109	1.526	2.23	kafka-001	2018-08-18T22:31:07.487442008Z	1.62	1.86	15.95	2.751
15.95	88.91	110	1.052	1.62	kafka-001	2018-08-18T22:31:14.497857887Z	1.55	1.8	15.95	1.865
15.95	88.91	111	2.378	1.55	kafka-001	2018-08-18T22:31:21.511689255Z	1.75	1.79	15.95	4.104
15.95	88.91	112	1.224	1.75	kafka-001	2018-08-18T22:31:28.522361496Z	2.49	1.84	15.95	2.153
15.95	88.91	113	1.812	2.49	kafka-001	2018-08-18T22:31:35.534225273Z	2.18	1.99	15.95	3.232
15.95	88.91	114	1.138	2.18	kafka-001	2018-08-18T22:31:42.545879489Z	1.5	1.97	15.95	2.009
15.95	88.91	115	1.754	1.5	kafka-001	2018-08-18T22:31:49.557247681Z	1.54	1.85	15.95	2.761
15.95	88.91	116	1.952	1.54	kafka-001	2018-08-18T22:31:56.567326398Z	1.81	1.84	15.95	3.018
15.95	88.91	117	1.316	1.81	kafka-001	2018-08-18T22:32:03.578925782Z	2.34	1.88	15.95	2.129
15.95	88.91	117	1.724	2.34	kafka-001	2018-08-18T22:32:10.59245583Z	1.8	1.98	15.95	2.964
15.95	88.91	118	1.318	1.8	kafka-001	2018-08-18T22:32:17.608262533Z	1.6	1.86	15.95	2.209
15.95	88.91	119	1.052	1.6	kafka-001	2018-08-18T22:32:24.620587742Z	1.55	1.77	15.95	1.865
15.95	88.91	119	1.596	1.55	kafka-001	2018-08-18T22:32:31.632601989Z	1.59	1.77	15.95	2.778
15.95	88.91	120	1.404	1.59	kafka-001	2018-08-18T22:32:38.645533469Z	2.53	1.78	15.95	2.353
15.95	88.91	121	1.424	2.53	kafka-001	2018-08-18T22:32:45.657465094Z	2.08	1.9	15.95	2.49
15.95	88.91	122	1.18	2.08	kafka-001	2018-08-18T22:32:52.669330021Z	1.51	1.86	15.95	2.051
15.95	88.91	123	1.49	1.51	kafka-001	2018-08-18T22:32:59.679383725Z	1.48	1.81	15.95	2.497
15.95	88.91	124	1.886	1.48	kafka-001	2018-08-18T22:33:06.691440427Z	1.69	1.79	15.95	2.952
15.95	88.91	125	1.514	1.69	kafka-001	2018-08-18T22:33:13.703709509Z	2.3	1.81	15.95	2.327
15.95	88.91	126	1.814	2.3	kafka-001	2018-08-18T22:33:20.71563464Z	1.94	1.93	15.95	3.054
15.95	88.91	127	1.318	1.94	kafka-001	2018-08-18T22:33:27.728145789Z	1.56	1.83	15.95	2.209
