memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	128	1.052	1.56	kafka-001	2018-08-18T22:33:34.740682684Z	1.49	1.75	15.95	1.865
15.95	88.91	129	2.469	1.49	kafka-001	2018-08-18T22:33:41.751490909Z	1.61	1.74	15.95	4.28
15.95	88.91	130	1.31	1.61	kafka-001	2018-08-18T22:33:48.763500308Z	2.37	1.76	15.95	2.297
15.95	88.91	131	2.012	2.37	kafka-001	2018-08-18T22:33:55.77625497Z	2.26	1.88	15.95	3.63
15.95	88.91	131	1.138	2.26	kafka-001	2018-08-18T22:34:02.789008501Z	1.55	1.87	15.95	2.009
15.95	88.91	132	1.532	1.55	kafka-001	2018-08-18T22:34:09.800356301Z	1.4	1.81	15.95	2.539
15.95	88.91	133	1.842	1.4	kafka-001	2018-08-18T22:34:16.810930118Z	1.67	1.78	15.95	3.098
15.95	88.91	134	1.76	1.67	kafka-001	2018-08-18T22:34:23.822532825Z	2.37	1.81	15.95	2.593
15.95	88.91	134	2.186	2.37	kafka-001	2018-08-18T22:34:30.833901226Z	1.93	1.94	15.95	3.426
15.95	88.91	135	1.138	1.93	kafka-001	2018-08-18T22:34:37.845465278Z	1.55	1.86	15.95	2.009
15.95	88.91	136	1.232	1.55	kafka-001	2018-08-18T22:34:44.857952693Z	1.47	1.74	15.95	2.065
15.95	88.91	137	1.596	1.47	kafka-001	2018-08-18T22:34:51.869675655Z	1.57	1.73	15.95	2.778
15.95	88.91	138	1.352	1.57	kafka-001	2018-08-18T22:34:58.8812661Z	2.36	1.76	15.95	2.339
15.95	88.91	138	1.338	2.36	kafka-001	2018-08-18T22:35:05.890899691Z	1.34	1.88	15.95	2.346
15.95	88.91	139	1.318	1.34	kafka-001	2018-08-18T22:35:12.903272109Z	1.48	1.7	15.95	2.209
15.95	88.91	140	1.31	1.48	kafka-001	2018-08-18T22:35:19.916483545Z	1.48	1.63	15.95	2.297
15.95	88.91	141	1.466	1.48	kafka-001	2018-08-18T22:35:26.927582822Z	1.63	1.62	15.95	2.532
15.95	88.91	141	1.43	1.63	kafka-001	2018-08-18T22:35:33.938471178Z	2.42	1.64	15.95	2.263
15.95	88.91	142	2.144	2.42	kafka-001	2018-08-18T22:35:40.949509787Z	1.98	1.78	15.95	3.384
15.95	88.91	143	1.62	1.98	kafka-001	2018-08-18T22:35:47.961102319Z	1.82	1.72	15.95	2.549
15.95	88.91	144	1.274	1.82	kafka-001	2018-08-18T22:35:54.971984848Z	1.57	1.8	15.95	2.107
15.95	88.91	145	1.51	1.57	kafka-001	2018-08-18T22:36:01.982789766Z	1.56	1.82	15.95	2.634
15.95	88.91	146	1.31	1.56	kafka-001	2018-08-18T22:36:08.993748496Z	2.42	1.83	15.95	2.297
15.95	88.91	146	1.38	2.42	kafka-001	2018-08-18T22:36:16.005434054Z	1.54	1.96	15.95	2.388
15.95	88.91	147	1.404	1.54	kafka-001	2018-08-18T22:36:23.017887341Z	1.55	1.81	15.95	2.353
15.95	88.91	148	1.596	1.55	kafka-001	2018-08-18T22:36:30.029454334Z	1.89	1.74	15.95	2.778
15.95	88.91	149	1.138	1.89	kafka-001	2018-08-18T22:36:37.041415253Z	1.67	1.76	15.95	2.009
15.95	88.91	149	1.266	1.67	kafka-001	2018-08-18T22:36:44.05297602Z	2.29	1.77	15.95	1.963
15.95	88.91	150	2.098	2.29	kafka-001	2018-08-18T22:36:51.06804612Z	1.65	1.89	15.95	3.396
15.95	88.91	151	1.6	1.65	kafka-001	2018-08-18T22:36:58.08420746Z	1.98	1.76	15.95	2.471
15.95	88.91	151	1.688	1.98	kafka-001	2018-08-18T22:37:05.096118665Z	1.74	1.84	15.95	2.754
15.95	88.91	152	1.36	1.74	kafka-001	2018-08-18T22:37:12.108389713Z	1.66	1.87	15.95	2.251
15.95	88.91	152	1.31	1.66	kafka-001	2018-08-18T22:37:19.12079841Z	2.03	1.83	15.95	2.297
15.95	88.91	152	1.416	2.03	kafka-001	2018-08-18T22:37:26.133940826Z	1.71	1.89	15.95	2.346
15.95	88.91	152	1.446	1.71	kafka-001	2018-08-18T22:37:33.146265966Z	2.16	1.79	15.95	2.395
15.95	88.91	152	1.596	2.16	kafka-001	2018-08-18T22:37:40.158543693Z	1.88	1.88	15.95	2.778
15.95	88.91	152	1.138	1.88	kafka-001	2018-08-18T22:37:47.170797805Z	1.89	1.86	15.95	2.009
15.95	88.91	152	1.232	1.89	kafka-001	2018-08-18T22:37:54.182638847Z	2.11	1.89	15.95	2.065
15.95	88.91	152	1.724	2.11	kafka-001	2018-08-18T22:38:01.195464949Z	1.74	1.96	15.95	2.964
15.95	88.91	152	1.6	1.74	kafka-001	2018-08-18T22:38:08.208522427Z	2.33	1.91	15.95	2.471
15.95	88.91	152	1.952	2.33	kafka-001	2018-08-18T22:38:15.220560827Z	1.69	2.02	15.95	3.018
15.95	88.91	152	1.47	1.69	kafka-001	2018-08-18T22:38:22.240510363Z	1.52	1.94	15.95	2.419
15.95	88.91	152	1.266	1.52	kafka-001	2018-08-18T22:38:29.250497406Z	1.65	1.88	15.95	2.195
