memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18688018.66	0	kafka-001	2018-08-18T23:59:52.759628661Z	1.53	nan	15.95	18170241.41
15.95	88.91	0	1.232	1.53	kafka-001	2018-08-18T23:59:59.772586504Z	1.55	nan	15.95	2.065
15.95	88.91	0	1.466	1.55	kafka-001	2018-08-19T00:00:06.78499423Z	1.51	nan	15.95	2.532
15.95	88.91	0	1.49	1.51	kafka-001	2018-08-19T00:00:13.798589886Z	2.37	nan	15.95	2.497
15.95	88.91	0	1.69	2.37	kafka-001	2018-08-19T00:00:20.809069143Z	1.92	nan	15.95	2.834
15.95	88.91	0	1.298	1.92	kafka-001	2018-08-19T00:00:27.824661782Z	1.66	1.48	15.95	2.131
15.95	88.91	0	1.866	1.66	kafka-001	2018-08-19T00:00:34.836144797Z	1.51	1.76	15.95	2.815
15.95	88.91	0	2.432	1.51	kafka-001	2018-08-19T00:00:41.84996794Z	1.85	1.75	15.95	3.692
15.95	88.91	0	1.146	1.85	kafka-001	2018-08-19T00:00:48.863070097Z	2.51	1.8	15.95	1.921
15.95	88.91	0	1.69	2.51	kafka-001	2018-08-19T00:00:55.879459931Z	1.93	1.97	15.95	2.834
15.95	88.91	0	1.49	1.93	kafka-001	2018-08-19T00:01:02.891486575Z	1.68	1.9	15.95	2.497
15.95	88.91	0	1.232	1.68	kafka-001	2018-08-19T00:01:09.90286733Z	1.5	1.86	15.95	2.065
