memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.1	87.83	0	1207.649	0	cassandra-001	2018-08-18T22:23:38.657504645Z	1.15	nan	38.1	625.494
38.1	87.83	3	0.0	1.15	cassandra-001	2018-08-18T22:23:45.664222121Z	1.27	nan	38.1	0.0
38.1	87.83	6	0.0	1.27	cassandra-001	2018-08-18T22:23:52.671683762Z	1.08	nan	38.1	0.0
38.1	87.85	10	0.342	1.08	cassandra-001	2018-08-18T22:23:59.678314323Z	14.97	nan	38.1	0.282
38.11	87.92	14	0.0	14.97	cassandra-001	2018-08-18T22:24:06.684820084Z	23.64	nan	38.11	0.0
38.11	88.0	17	0.0	23.64	cassandra-001	2018-08-18T22:24:13.691220763Z	19.65	7.02	38.11	0.0
38.01	88.01	20	0.0	19.65	cassandra-001	2018-08-18T22:24:20.699295574Z	29.07	10.29	38.01	0.0
38.03	88.14	23	0.0	29.07	cassandra-001	2018-08-18T22:24:27.70779255Z	29.45	14.95	38.03	0.0
38.0	88.24	26	0.342	29.45	cassandra-001	2018-08-18T22:24:34.714960221Z	42.75	19.64	38.0	0.282
37.9	89.66	29	0.0	42.75	cassandra-001	2018-08-18T22:24:41.724415512Z	63.16	26.59	37.9	0.0
37.89	91.22	32	0.0	63.16	cassandra-001	2018-08-18T22:24:48.734423982Z	81.75	34.62	37.89	0.0
37.96	92.51	34	0.0	81.75	cassandra-001	2018-08-18T22:24:55.74252343Z	74.79	44.31	37.96	0.0
37.86	92.58	36	0.342	74.79	cassandra-001	2018-08-18T22:25:02.757145048Z	86.55	53.5	37.86	0.282
37.85	87.65	39	0.0	86.55	cassandra-001	2018-08-18T22:25:09.768556415Z	92.46	63.08	37.85	0.0
37.84	89.25	41	0.0	92.46	cassandra-001	2018-08-18T22:25:16.7802892Z	87.14	73.58	37.84	0.0
37.84	90.88	43	0.0	87.14	cassandra-001	2018-08-18T22:25:23.787492442Z	78.72	80.98	37.84	0.0
