memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
37.87	64.73	0	1250.189	0	cassandra-001	2018-08-18T23:25:03.793578669Z	1.25	nan	37.87	660.39
37.87	64.73	0	0.0	1.25	cassandra-001	2018-08-18T23:25:10.804782073Z	1.39	nan	37.87	0.0
37.87	64.73	0	0.0	1.39	cassandra-001	2018-08-18T23:25:17.812904989Z	1.25	nan	37.87	0.0
37.87	64.73	0	0.0	1.25	cassandra-001	2018-08-18T23:25:24.820514222Z	1.24	nan	37.87	0.0
37.87	64.73	0	0.342	1.24	cassandra-001	2018-08-18T23:25:31.831021764Z	2.96	nan	37.87	0.282
37.87	64.73	0	0.0	2.96	cassandra-001	2018-08-18T23:25:38.836926641Z	1.24	1.35	37.87	0.0
37.87	64.73	0	0.0	1.24	cassandra-001	2018-08-18T23:25:45.843266771Z	1.38	1.56	37.87	0.0
37.87	64.73	0	0.0	1.38	cassandra-001	2018-08-18T23:25:52.849808146Z	1.03	1.58	37.87	0.0
37.87	64.73	0	0.0	1.03	cassandra-001	2018-08-18T23:25:59.856462313Z	1.32	1.52	37.87	0.0
37.87	64.73	0	0.342	1.32	cassandra-001	2018-08-18T23:26:06.866622959Z	1.53	1.53	37.87	0.282
37.87	64.73	0	0.0	1.53	cassandra-001	2018-08-18T23:26:13.874675934Z	1.33	1.58	37.87	0.0
37.87	64.73	0	0.0	1.33	cassandra-001	2018-08-18T23:26:20.884424883Z	1.3	1.3	37.87	0.0
