memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.03	64.89	0	1253.609	0	cassandra-001	2018-08-18T23:30:20.95203603Z	1.2	nan	38.03	663.21
38.03	64.89	3	0.0	1.2	cassandra-001	2018-08-18T23:30:27.960276922Z	1.26	nan	38.03	0.0
38.03	64.89	6	0.342	1.26	cassandra-001	2018-08-18T23:30:34.967565133Z	1.3	nan	38.03	0.282
38.03	64.89	9	0.0	1.3	cassandra-001	2018-08-18T23:30:41.974234263Z	1.28	nan	38.03	0.0
38.04	64.94	11	0.0	1.28	cassandra-001	2018-08-18T23:30:48.98030065Z	18.0	nan	38.04	0.0
38.0	64.97	14	0.0	18.0	cassandra-001	2018-08-18T23:30:55.986939046Z	15.35	3.84	38.0	0.0
38.0	65.05	17	0.342	15.35	cassandra-001	2018-08-18T23:31:02.997462435Z	25.44	6.4	38.0	0.282
38.02	65.17	20	0.0	25.44	cassandra-001	2018-08-18T23:31:10.004230696Z	33.33	10.44	38.02	0.0
37.99	65.26	23	0.0	33.33	cassandra-001	2018-08-18T23:31:17.0107257Z	34.81	15.78	37.99	0.0
37.98	65.37	26	0.0	34.81	cassandra-001	2018-08-18T23:31:24.017182343Z	25.63	21.37	37.98	0.0
38.03	65.56	29	0.0	25.63	cassandra-001	2018-08-18T23:31:31.024590873Z	33.63	25.43	38.03	0.0
38.08	65.78	31	0.342	33.63	cassandra-001	2018-08-18T23:31:38.030640629Z	37.34	28.03	38.08	0.282
38.09	65.95	34	0.0	37.34	cassandra-001	2018-08-18T23:31:45.038256063Z	34.65	31.7	38.09	0.0
38.09	66.14	37	0.0	34.65	cassandra-001	2018-08-18T23:31:52.045174902Z	38.28	33.23	38.09	0.0
38.08	66.32	39	0.0	38.28	cassandra-001	2018-08-18T23:31:59.051490133Z	44.09	34.06	38.08	0.0
38.09	66.54	41	0.342	44.09	cassandra-001	2018-08-18T23:32:06.058478864Z	40.28	35.6	38.09	0.282
38.09	66.76	43	0.0	40.28	cassandra-001	2018-08-18T23:32:13.064728651Z	53.28	38.04	38.09	0.0
38.09	67.52	45	0.0	53.28	cassandra-001	2018-08-18T23:32:20.071247037Z	44.09	41.32	38.09	0.0
38.17	67.84	47	0.0	44.09	cassandra-001	2018-08-18T23:32:27.079532138Z	45.9	42.44	38.17	0.0
38.17	68.08	49	0.342	45.9	cassandra-001	2018-08-18T23:32:34.08635807Z	44.6	44.32	38.17	0.282
38.21	68.37	51	0.0	44.6	cassandra-001	2018-08-18T23:32:41.09298607Z	53.46	45.37	38.21	0.0
38.18	68.62	53	0.0	53.46	cassandra-001	2018-08-18T23:32:48.099724965Z	50.73	46.94	38.18	0.0
38.18	68.9	55	0.0	50.73	cassandra-001	2018-08-18T23:32:55.106516148Z	55.53	48.68	38.18	0.0
38.19	69.2	56	0.342	55.53	cassandra-001	2018-08-18T23:33:02.113920729Z	61.79	49.05	38.19	0.282
38.18	69.48	57	0.0	61.79	cassandra-001	2018-08-18T23:33:09.124773073Z	66.54	52.0	38.18	0.0
38.23	69.53	59	0.0	66.54	cassandra-001	2018-08-18T23:33:16.131663956Z	52.58	55.44	38.23	0.0
38.23	69.84	61	0.0	52.58	cassandra-001	2018-08-18T23:33:23.138680672Z	60.6	56.77	38.23	0.0
38.23	70.16	62	0.0	60.6	cassandra-001	2018-08-18T23:33:30.145106302Z	57.79	57.96	38.23	0.0
38.24	70.49	64	0.342	57.79	cassandra-001	2018-08-18T23:33:37.151312607Z	70.73	59.14	38.24	0.282
38.23	70.82	65	0.0	70.73	cassandra-001	2018-08-18T23:33:44.158385489Z	62.1	61.67	38.23	0.0
38.23	71.15	67	0.0	62.1	cassandra-001	2018-08-18T23:33:51.164818116Z	65.16	61.72	38.23	0.0
38.24	72.01	69	0.0	65.16	cassandra-001	2018-08-18T23:33:58.173314458Z	72.04	61.49	38.24	0.0
38.24	72.36	70	0.342	72.04	cassandra-001	2018-08-18T23:34:05.180642488Z	67.65	64.74	38.24	0.282
38.24	72.73	72	0.0	67.65	cassandra-001	2018-08-18T23:34:12.186478624Z	74.02	65.91	38.24	0.0
38.24	73.1	73	0.0	74.02	cassandra-001	2018-08-18T23:34:19.192936546Z	77.13	68.62	38.24	0.0
38.24	73.49	75	0.0	77.13	cassandra-001	2018-08-18T23:34:26.199662562Z	71.9	69.68	38.24	0.0
38.24	75.18	76	0.342	71.9	cassandra-001	2018-08-18T23:34:33.209500674Z	143.6	71.32	38.24	0.282
38.25	75.74	77	0.0	143.6	cassandra-001	2018-08-18T23:34:40.216824185Z	109.1	84.39	38.25	0.0
38.23	77.53	79	0.0	109.1	cassandra-001	2018-08-18T23:34:47.224791186Z	102.82	90.57	38.23	0.0
38.18	79.29	80	0.0	102.82	cassandra-001	2018-08-18T23:34:54.232493147Z	97.02	96.43	38.18	0.0
38.18	80.75	81	0.0	97.02	cassandra-001	2018-08-18T23:35:01.240033235Z	81.02	100.26	38.18	0.0
38.18	77.23	83	0.342	81.02	cassandra-001	2018-08-18T23:35:08.246928274Z	136.35	100.91	38.18	0.282
38.18	76.45	84	0.0	136.35	cassandra-001	2018-08-18T23:35:15.255780233Z	76.16	111.65	38.18	0.0
38.17	76.88	85	0.0	76.16	cassandra-001	2018-08-18T23:35:22.264229349Z	81.66	100.41	38.17	0.0
38.18	77.31	86	0.0	81.66	cassandra-001	2018-08-18T23:35:29.271437535Z	70.95	95.84	38.18	0.0
38.17	77.75	88	0.342	70.95	cassandra-001	2018-08-18T23:35:36.278019251Z	81.91	90.53	38.17	0.282
38.17	78.31	89	0.0	81.91	cassandra-001	2018-08-18T23:35:43.284562084Z	100.07	88.01	38.17	0.0
38.17	78.76	90	0.0	100.07	cassandra-001	2018-08-18T23:35:50.291370132Z	79.21	91.18	38.17	0.0
38.17	79.22	92	0.0	79.21	cassandra-001	2018-08-18T23:35:57.302820146Z	92.23	81.66	38.17	0.0
38.17	79.69	93	0.342	92.23	cassandra-001	2018-08-18T23:36:04.310296627Z	77.26	84.34	38.17	0.282
38.18	81.46	94	0.0	77.26	cassandra-001	2018-08-18T23:36:11.319555367Z	169.68	83.61	38.18	0.0
38.17	79.94	95	0.0	169.68	cassandra-001	2018-08-18T23:36:18.326266746Z	84.97	100.06	38.17	0.0
38.17	80.43	97	0.0	84.97	cassandra-001	2018-08-18T23:36:25.333854351Z	84.87	100.57	38.17	0.0
38.17	80.92	98	0.342	84.87	cassandra-001	2018-08-18T23:36:32.340021737Z	84.01	98.04	38.17	0.282
38.17	82.04	99	0.0	84.01	cassandra-001	2018-08-18T23:36:39.351161918Z	158.04	98.84	38.17	0.0
