memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	151	1.926	1.74	kafka-001	2018-08-18T23:42:30.172537924Z	1.85	1.69	15.95	3.108
15.95	88.91	152	1.052	1.85	kafka-001	2018-08-18T23:42:37.184891847Z	1.59	1.71	15.95	1.865
15.95	88.91	152	1.318	1.59	kafka-001	2018-08-18T23:42:44.200375212Z	1.96	1.7	15.95	2.209
15.95	88.91	152	1.724	1.96	kafka-001	2018-08-18T23:42:51.21573979Z	1.75	1.78	15.95	2.964
15.95	88.91	152	1.052	1.75	kafka-001	2018-08-18T23:42:58.227229606Z	2.51	1.75	15.95	1.865
15.95	88.91	152	1.424	2.51	kafka-001	2018-08-18T23:43:05.238640871Z	1.7	1.9	15.95	2.49
15.95	88.91	152	1.532	1.7	kafka-001	2018-08-18T23:43:12.2503593Z	1.68	1.89	15.95	2.539
15.95	88.91	152	1.138	1.68	kafka-001	2018-08-18T23:43:19.262515814Z	1.58	1.86	15.95	2.009
15.95	88.91	152	1.424	1.58	kafka-001	2018-08-18T23:43:26.274420463Z	1.82	1.86	15.95	2.49
15.95	88.91	152	1.842	1.82	kafka-001	2018-08-18T23:43:33.288158593Z	2.43	1.84	15.95	2.791
15.95	88.91	152	2.058	2.43	kafka-001	2018-08-18T23:43:40.299681958Z	1.85	1.95	15.95	3.24
15.95	88.91	152	1.25	1.85	kafka-001	2018-08-18T23:43:47.311156129Z	1.56	1.84	15.95	2.063
15.95	88.91	152	1.526	1.56	kafka-001	2018-08-18T23:43:54.321925124Z	1.27	1.82	15.95	2.751
15.95	88.91	152	2.464	1.27	kafka-001	2018-08-18T23:44:01.33322951Z	1.56	1.75	15.95	4.248
