memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18687641.496	0	kafka-001	2018-08-18T23:30:20.951573819Z	2.37	nan	15.95	18169613.466
15.95	88.91	3	1.662	2.37	kafka-001	2018-08-18T23:30:27.963518899Z	1.51	nan	15.95	2.607
15.95	88.91	6	1.482	1.51	kafka-001	2018-08-18T23:30:34.975872112Z	1.46	nan	15.95	2.649
15.95	88.91	9	1.89	1.46	kafka-001	2018-08-18T23:30:41.987187187Z	1.53	nan	15.95	3.464
15.95	88.91	12	1.404	1.53	kafka-001	2018-08-18T23:30:48.999996263Z	2.45	nan	15.95	2.353
15.95	88.91	14	1.404	2.45	kafka-001	2018-08-18T23:30:56.012608802Z	1.54	1.55	15.95	2.412
15.95	88.91	17	1.686	1.54	kafka-001	2018-08-18T23:31:03.024838477Z	1.78	1.81	15.95	2.615
15.95	88.91	20	2.058	1.78	kafka-001	2018-08-18T23:31:10.035937485Z	1.72	1.71	15.95	3.24
15.95	88.91	23	1.34	1.72	kafka-001	2018-08-18T23:31:17.04841712Z	1.64	1.75	15.95	2.173
15.95	88.91	26	1.138	1.64	kafka-001	2018-08-18T23:31:24.063130797Z	2.07	1.78	15.95	2.009
15.95	88.91	29	1.76	2.07	kafka-001	2018-08-18T23:31:31.074747689Z	1.77	1.87	15.95	2.922
15.95	88.91	32	1.232	1.77	kafka-001	2018-08-18T23:31:38.085585429Z	1.67	1.75	15.95	2.065
15.95	88.91	34	1.424	1.67	kafka-001	2018-08-18T23:31:45.096717326Z	1.9	1.77	15.95	2.49
15.95	88.91	37	1.31	1.9	kafka-001	2018-08-18T23:31:52.108315477Z	1.61	1.8	15.95	2.297
15.95	88.91	39	1.446	1.61	kafka-001	2018-08-18T23:31:59.122568053Z	2.3	1.78	15.95	2.395
15.95	88.91	41	1.338	2.3	kafka-001	2018-08-18T23:32:06.133420368Z	1.54	1.89	15.95	2.346
15.95	88.91	44	1.422	1.54	kafka-001	2018-08-18T23:32:13.144622791Z	1.85	1.8	15.95	2.351
15.95	88.91	46	2.058	1.85	kafka-001	2018-08-18T23:32:20.156056667Z	1.73	1.81	15.95	3.24
15.95	88.91	47	1.628	1.73	kafka-001	2018-08-18T23:32:27.167998041Z	1.74	1.82	15.95	2.461
15.95	88.91	49	1.18	1.74	kafka-001	2018-08-18T23:32:34.179452361Z	1.78	1.79	15.95	2.051
15.95	88.91	51	1.682	1.78	kafka-001	2018-08-18T23:32:41.191964197Z	1.65	1.82	15.95	2.922
15.95	88.91	53	1.232	1.65	kafka-001	2018-08-18T23:32:48.202980525Z	2.17	1.71	15.95	2.065
15.95	88.91	55	1.424	2.17	kafka-001	2018-08-18T23:32:55.213977481Z	1.89	1.82	15.95	2.49
15.95	88.91	56	1.31	1.89	kafka-001	2018-08-18T23:33:02.224604889Z	1.57	1.83	15.95	2.297
15.95	88.91	58	1.404	1.57	kafka-001	2018-08-18T23:33:09.235523017Z	1.82	1.8	15.95	2.353
15.95	88.91	59	1.38	1.82	kafka-001	2018-08-18T23:33:16.248278629Z	1.66	1.81	15.95	2.388
15.95	88.91	61	1.224	1.66	kafka-001	2018-08-18T23:33:23.258735757Z	2.4	1.79	15.95	2.153
15.95	88.91	63	2.012	2.4	kafka-001	2018-08-18T23:33:30.267440268Z	1.65	1.92	15.95	3.252
15.95	88.91	64	1.608	1.65	kafka-001	2018-08-18T23:33:37.278461245Z	1.66	1.83	15.95	2.383
15.95	88.91	66	1.488	1.66	kafka-001	2018-08-18T23:33:44.287463556Z	1.31	1.79	15.95	2.417
15.95	88.91	67	1.596	1.31	kafka-001	2018-08-18T23:33:51.300280791Z	1.59	1.75	15.95	2.778
15.95	88.91	69	1.274	1.59	kafka-001	2018-08-18T23:33:58.312667687Z	2.58	1.71	15.95	2.107
15.95	88.91	70	1.581	2.58	kafka-001	2018-08-18T23:34:05.324374944Z	2.01	1.86	15.95	2.666
15.95	88.91	72	1.31	2.01	kafka-001	2018-08-18T23:34:12.335473315Z	1.55	1.8	15.95	2.297
15.95	88.91	73	1.404	1.55	kafka-001	2018-08-18T23:34:19.347635843Z	1.58	1.78	15.95	2.353
15.95	88.91	75	1.424	1.58	kafka-001	2018-08-18T23:34:26.366428564Z	1.72	1.77	15.95	2.49
15.95	88.91	76	1.138	1.72	kafka-001	2018-08-18T23:34:33.380328106Z	2.42	1.84	15.95	2.009
15.95	88.91	78	1.724	2.42	kafka-001	2018-08-18T23:34:40.390847821Z	1.75	1.98	15.95	2.964
15.95	88.91	79	1.694	1.75	kafka-001	2018-08-18T23:34:47.401534632Z	1.54	1.84	15.95	2.527
15.95	88.91	80	1.6	1.54	kafka-001	2018-08-18T23:34:54.410947312Z	1.42	1.76	15.95	2.471
15.95	88.91	81	1.814	1.42	kafka-001	2018-08-18T23:35:01.421874458Z	1.59	1.74	15.95	3.054
15.95	88.91	83	1.146	1.59	kafka-001	2018-08-18T23:35:08.430585608Z	2.51	1.74	15.95	1.921
15.95	88.91	84	1.544	2.51	kafka-001	2018-08-18T23:35:15.442433756Z	1.89	1.87	15.95	2.532
15.95	88.91	85	1.396	1.89	kafka-001	2018-08-18T23:35:22.452978079Z	1.39	1.78	15.95	2.441
15.95	88.91	87	1.318	1.39	kafka-001	2018-08-18T23:35:29.464288075Z	1.53	1.72	15.95	2.209
15.95	88.91	88	1.424	1.53	kafka-001	2018-08-18T23:35:36.475379615Z	1.74	1.72	15.95	2.49
15.95	88.91	89	1.18	1.74	kafka-001	2018-08-18T23:35:43.489913498Z	2.41	1.77	15.95	2.051
15.95	88.91	91	1.768	2.41	kafka-001	2018-08-18T23:35:50.502783229Z	1.81	1.91	15.95	3.066
15.95	88.91	92	1.278	1.81	kafka-001	2018-08-18T23:35:57.515033832Z	1.5	1.79	15.95	2.053
15.95	88.91	93	1.6	1.5	kafka-001	2018-08-18T23:36:04.524673221Z	1.51	1.73	15.95	2.471
15.95	88.91	94	2.186	1.51	kafka-001	2018-08-18T23:36:11.537048908Z	1.56	1.75	15.95	3.426
15.95	88.91	96	1.232	1.56	kafka-001	2018-08-18T23:36:18.54630808Z	2.38	1.75	15.95	2.065
15.95	88.91	97	1.424	2.38	kafka-001	2018-08-18T23:36:25.557013608Z	1.9	1.86	15.95	2.49
15.95	88.91	98	1.31	1.9	kafka-001	2018-08-18T23:36:32.566925217Z	1.5	1.78	15.95	2.297
15.95	88.91	99	1.404	1.5	kafka-001	2018-08-18T23:36:39.577999439Z	1.54	1.72	15.95	2.353
15.95	88.91	100	1.56	1.54	kafka-001	2018-08-18T23:36:46.587208081Z	1.67	1.73	15.95	2.588
15.95	88.91	101	1.404	1.67	kafka-001	2018-08-18T23:36:53.59791188Z	2.56	1.76	15.95	2.353
15.95	88.91	103	2.278	2.56	kafka-001	2018-08-18T23:37:00.607376917Z	2.33	1.92	15.95	4.206
15.95	88.91	104	0.966	2.33	kafka-001	2018-08-18T23:37:07.619628353Z	1.42	1.92	15.95	1.799
15.95	88.91	105	1.91	1.42	kafka-001	2018-08-18T23:37:14.632932792Z	1.38	1.84	15.95	2.913
15.95	88.91	106	2.418	1.38	kafka-001	2018-08-18T23:37:21.644781945Z	1.55	1.82	15.95	3.992
15.95	88.91	107	1.648	1.55	kafka-001	2018-08-18T23:37:28.653566999Z	2.44	1.82	15.95	2.539
15.95	88.91	109	2.078	2.44	kafka-001	2018-08-18T23:37:35.66470447Z	2.21	1.95	15.95	3.63
15.95	88.91	110	1.31	2.21	kafka-001	2018-08-18T23:37:42.680132856Z	1.48	1.89	15.95	2.297
15.95	88.91	111	1.446	1.48	kafka-001	2018-08-18T23:37:49.692929569Z	1.4	1.75	15.95	2.395
15.95	88.91	112	1.424	1.4	kafka-001	2018-08-18T23:37:56.704717959Z	1.66	1.74	15.95	2.49
15.95	88.91	113	1.138	1.66	kafka-001	2018-08-18T23:38:03.717191871Z	2.22	1.79	15.95	2.009
15.95	88.91	114	1.682	2.22	kafka-001	2018-08-18T23:38:10.725773908Z	1.94	1.9	15.95	2.922
15.95	88.91	115	1.274	1.94	kafka-001	2018-08-18T23:38:17.738909307Z	1.61	1.82	15.95	2.107
15.95	88.91	117	1.052	1.61	kafka-001	2018-08-18T23:38:24.749932983Z	1.47	1.72	15.95	1.865
15.95	88.91	118	2.012	1.47	kafka-001	2018-08-18T23:38:31.76178602Z	1.51	1.72	15.95	3.252
15.95	88.91	119	1.846	1.51	kafka-001	2018-08-18T23:38:38.773698113Z	2.27	1.73	15.95	2.737
15.95	88.91	120	1.536	2.27	kafka-001	2018-08-18T23:38:45.785228342Z	2.27	1.84	15.95	2.544
15.95	88.91	121	1.352	2.27	kafka-001	2018-08-18T23:38:52.796339594Z	1.44	1.84	15.95	2.339
15.95	88.91	122	1.404	1.44	kafka-001	2018-08-18T23:38:59.810893273Z	1.52	1.76	15.95	2.353
15.95	88.91	123	1.581	1.52	kafka-001	2018-08-18T23:39:06.822829552Z	1.67	1.75	15.95	2.666
15.95	88.91	124	1.138	1.67	kafka-001	2018-08-18T23:39:13.835052055Z	2.16	1.78	15.95	2.009
15.95	88.91	125	1.724	2.16	kafka-001	2018-08-18T23:39:20.847142107Z	1.95	1.89	15.95	2.964
15.95	88.91	126	1.232	1.95	kafka-001	2018-08-18T23:39:27.859784453Z	1.5	1.83	15.95	2.065
15.95	88.91	127	1.052	1.5	kafka-001	2018-08-18T23:39:34.872523416Z	1.42	1.71	15.95	1.865
15.95	88.91	128	1.904	1.42	kafka-001	2018-08-18T23:39:41.883723769Z	1.51	1.7	15.95	3.164
15.95	88.91	130	1.846	1.51	kafka-001	2018-08-18T23:39:48.894863254Z	2.36	1.7	15.95	2.737
15.95	88.91	131	2.144	2.36	kafka-001	2018-08-18T23:39:55.90626052Z	2.08	1.82	15.95	3.152
15.95	88.91	132	1.47	2.08	kafka-001	2018-08-18T23:40:02.917484942Z	1.13	1.8	15.95	2.419
15.95	88.91	132	1.446	1.13	kafka-001	2018-08-18T23:40:09.927169311Z	1.56	1.67	15.95	2.395
15.95	88.91	133	2.242	1.56	kafka-001	2018-08-18T23:40:16.943158175Z	1.6	1.68	15.95	3.774
15.95	88.91	135	1.138	1.6	kafka-001	2018-08-18T23:40:23.955432842Z	2.34	1.71	15.95	2.009
15.95	88.91	135	2.19	2.34	kafka-001	2018-08-18T23:40:30.966754474Z	2.95	1.84	15.95	3.706
15.95	88.91	136	1.052	2.95	kafka-001	2018-08-18T23:40:37.977665715Z	1.65	1.94	15.95	1.865
15.95	88.91	137	1.232	1.65	kafka-001	2018-08-18T23:40:44.989905897Z	1.45	1.87	15.95	2.065
15.95	88.91	138	1.724	1.45	kafka-001	2018-08-18T23:40:52.007110247Z	1.55	1.92	15.95	2.964
15.95	88.91	139	1.27	1.55	kafka-001	2018-08-18T23:40:59.017175366Z	2.36	1.92	15.95	2.141
15.95	88.91	140	1.886	2.36	kafka-001	2018-08-18T23:41:06.029150742Z	1.72	2.05	15.95	2.952
15.95	88.91	141	1.866	1.72	kafka-001	2018-08-18T23:41:13.040238307Z	1.55	1.95	15.95	2.815
15.95	88.91	142	1.638	1.55	kafka-001	2018-08-18T23:41:20.050906689Z	1.85	1.71	15.95	2.82
15.95	88.91	143	1.052	1.85	kafka-001	2018-08-18T23:41:27.065044113Z	1.67	1.75	15.95	1.865
15.95	88.91	144	1.318	1.67	kafka-001	2018-08-18T23:41:34.07797618Z	2.29	1.78	15.95	2.209
15.95	88.91	145	1.724	2.29	kafka-001	2018-08-18T23:41:41.090573947Z	1.67	1.91	15.95	2.964
15.95	88.91	146	1.052	1.67	kafka-001	2018-08-18T23:41:48.102425731Z	1.78	1.79	15.95	1.865
15.95	88.91	147	1.424	1.78	kafka-001	2018-08-18T23:41:55.113490643Z	1.64	1.8	15.95	2.49
15.95	88.91	148	1.532	1.64	kafka-001	2018-08-18T23:42:02.126717694Z	1.44	1.82	15.95	2.539
15.95	88.91	149	1.138	1.44	kafka-001	2018-08-18T23:42:09.137331779Z	1.97	1.75	15.95	2.009
15.95	88.91	149	1.688	1.97	kafka-001	2018-08-18T23:42:16.148161192Z	1.6	1.8	15.95	2.754
15.95	88.91	150	1.908	1.6	kafka-001	2018-08-18T23:42:23.16082188Z	1.74	1.68	15.95	2.857
