memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18687584.241	0	kafka-001	2018-08-18T23:25:02.683174606Z	1.66	nan	15.95	18169523.372
15.95	88.91	0	1.052	1.66	kafka-001	2018-08-18T23:25:09.695981006Z	1.49	nan	15.95	1.865
15.95	88.91	0	2.32	1.49	kafka-001	2018-08-18T23:25:16.70926959Z	1.61	nan	15.95	3.774
15.95	88.91	0	1.352	1.61	kafka-001	2018-08-18T23:25:23.723076952Z	1.92	nan	15.95	2.339
15.95	88.91	0	2.25	1.92	kafka-001	2018-08-18T23:25:30.738041356Z	2.33	nan	15.95	3.918
15.95	88.91	0	1.118	2.33	kafka-001	2018-08-18T23:25:37.751695413Z	1.51	1.5	15.95	1.931
15.95	88.91	0	2.116	1.51	kafka-001	2018-08-18T23:25:44.766251627Z	1.51	1.75	15.95	3.399
15.95	88.91	0	2.654	1.51	kafka-001	2018-08-18T23:25:51.777915798Z	1.71	1.73	15.95	4.524
15.95	88.91	0	1.118	1.71	kafka-001	2018-08-18T23:25:58.790277503Z	2.5	1.76	15.95	1.931
15.95	88.91	0	2.108	2.5	kafka-001	2018-08-18T23:26:05.802292149Z	2.29	1.91	15.95	3.376
15.95	88.91	0	1.352	2.29	kafka-001	2018-08-18T23:26:12.816205788Z	1.61	1.98	15.95	2.339
15.95	88.91	0	1.232	1.61	kafka-001	2018-08-18T23:26:19.826479036Z	1.42	1.85	15.95	2.065
