memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18687186.082	0	kafka-001	2018-08-18T22:52:39.653601625Z	1.45	nan	15.95	18168863.953
15.95	88.91	0	1.51	1.45	kafka-001	2018-08-18T22:52:46.666141518Z	1.81	nan	15.95	2.634
15.95	88.91	0	1.188	1.81	kafka-001	2018-08-18T22:52:53.678304981Z	2.37	nan	15.95	1.963
15.95	88.91	0	1.682	2.37	kafka-001	2018-08-18T22:53:00.691695201Z	1.85	nan	15.95	2.922
15.95	88.91	0	1.224	1.85	kafka-001	2018-08-18T22:53:07.703080757Z	1.62	nan	15.95	2.153
15.95	88.91	0	1.212	1.62	kafka-001	2018-08-18T22:53:14.714776363Z	1.6	1.52	15.95	1.987
15.95	88.91	0	2.058	1.6	kafka-001	2018-08-18T22:53:21.726600694Z	1.57	1.78	15.95	3.24
15.95	88.91	0	2.06	1.57	kafka-001	2018-08-18T22:53:28.736989871Z	2.3	1.8	15.95	3.067
15.95	88.91	0	1.788	2.3	kafka-001	2018-08-18T22:53:35.748377362Z	2.25	1.88	15.95	3.032
15.95	88.91	0	1.052	2.25	kafka-001	2018-08-18T22:53:42.758982433Z	1.61	1.87	15.95	1.865
15.95	88.91	0	1.647	1.61	kafka-001	2018-08-18T22:53:49.771104763Z	1.49	1.83	15.95	2.673
15.95	88.91	0	1.718	1.49	kafka-001	2018-08-18T22:53:56.785986383Z	1.75	1.8	15.95	3.176
