memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	0	18688409.474	0	kafka-001	2018-08-19T00:32:36.780672311Z	1.64	nan	15.95	18170882.365
15.95	88.91	0	1.008	1.64	kafka-001	2018-08-19T00:32:43.7936208Z	2.23	nan	15.95	1.763
15.95	88.91	0	1.51	2.23	kafka-001	2018-08-19T00:32:50.809200312Z	1.87	nan	15.95	2.634
15.95	88.91	0	1.49	1.87	kafka-001	2018-08-19T00:32:57.821859853Z	1.66	nan	15.95	2.497
15.95	88.91	0	1.052	1.66	kafka-001	2018-08-19T00:33:04.838163868Z	1.57	nan	15.95	1.865
15.95	88.91	0	1.424	1.57	kafka-001	2018-08-19T00:33:11.850477985Z	1.55	1.5	15.95	2.49
15.95	88.91	0	2.018	1.55	kafka-001	2018-08-19T00:33:18.864744956Z	2.34	1.75	15.95	3.025
15.95	88.91	0	2.1	2.34	kafka-001	2018-08-19T00:33:25.877797907Z	2.0	1.87	15.95	3.216
15.95	88.91	0	1.032	2.0	kafka-001	2018-08-19T00:33:32.889921034Z	1.63	1.83	15.95	1.853
15.95	88.91	0	1.404	1.63	kafka-001	2018-08-19T00:33:39.902408087Z	1.44	1.79	15.95	2.353
15.95	88.91	0	1.682	1.44	kafka-001	2018-08-19T00:33:46.915849397Z	1.61	1.76	15.95	2.922
15.95	88.91	0	0.966	1.61	kafka-001	2018-08-19T00:33:53.927625834Z	2.49	1.76	15.95	1.721
