sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
2	15.97	19144860.572	19620316.027	1.7	2018-08-19T07:17:44.845669965Z	0	nan	15.97	kafka-001	89.18
7	15.97	28.349	21.576	3.23	2018-08-19T07:17:51.857044173Z	1.7	nan	15.97	kafka-001	89.18
11	15.97	44.063	28.927	3.95	2018-08-19T07:17:58.868828438Z	3.23	nan	15.97	kafka-001	89.18
15	15.97	64.652	65.232	5.96	2018-08-19T07:18:05.880966578Z	3.95	nan	15.97	kafka-001	89.18
18	15.97	79.147	57.178	5.11	2018-08-19T07:18:12.890980425Z	5.96	nan	15.97	kafka-001	89.18
22	15.97	93.489	66.648	6.46	2018-08-19T07:18:19.901627809Z	5.11	3.32	15.97	kafka-001	89.18
25	15.97	111.566	121.398	6.51	2018-08-19T07:18:26.917472723Z	6.46	4.4	15.97	kafka-001	89.19
28	15.97	122.963	90.456	8.71	2018-08-19T07:18:33.928766146Z	6.51	5.2	15.97	kafka-001	89.19
31	15.97	136.858	152.402	9.53	2018-08-19T07:18:40.941657702Z	8.71	6.12	15.97	kafka-001	89.19
33	15.97	144.857	108.649	8.74	2018-08-19T07:18:47.953251898Z	9.53	7.05	15.97	kafka-001	89.19
36	15.97	153.459	116.064	9.52	2018-08-19T07:18:54.963983269Z	8.74	7.51	15.97	kafka-001	89.19
39	15.97	169.46	192.096	10.06	2018-08-19T07:19:01.977826699Z	9.52	8.25	15.97	kafka-001	89.19
41	15.97	177.109	133.002	11.46	2018-08-19T07:19:08.989036477Z	10.06	8.85	15.97	kafka-001	89.19
43	15.97	188.156	217.856	17.29	2018-08-19T07:19:16.001106267Z	11.46	9.67	15.97	kafka-001	89.19
46	15.97	194.361	151.038	11.29	2018-08-19T07:19:23.013646463Z	17.29	11.1	15.97	kafka-001	89.19
48	15.97	202.977	157.935	12.54	2018-08-19T07:19:30.025906584Z	11.29	11.39	15.97	kafka-001	89.19
50	15.97	209.052	249.647	12.2	2018-08-19T07:19:37.043387638Z	12.54	12.03	15.97	kafka-001	89.2
52	15.97	218.121	173.418	14.46	2018-08-19T07:19:44.056323005Z	12.2	12.47	15.97	kafka-001	89.2
55	15.97	222.542	269.952	14.85	2018-08-19T07:19:51.068426102Z	14.46	13.21	15.97	kafka-001	89.2
57	15.97	225.955	179.344	14.44	2018-08-19T07:19:58.0793903Z	14.85	13.77	15.97	kafka-001	89.2
59	15.97	239.827	293.738	10.65	2018-08-19T07:20:05.089040251Z	14.44	13.3	15.97	kafka-001	89.2
61	15.97	250.84	202.24	15.51	2018-08-19T07:20:12.104866951Z	10.65	13.19	15.97	kafka-001	89.21
62	15.97	258.081	205.694	15.21	2018-08-19T07:20:19.114710637Z	15.51	13.69	15.97	kafka-001	89.21
64	15.97	266.452	324.778	16.15	2018-08-19T07:20:26.127405091Z	15.21	14.19	15.97	kafka-001	89.21
66	15.97	272.607	219.94	15.74	2018-08-19T07:20:33.138113514Z	16.15	14.47	15.97	kafka-001	89.21
68	15.97	284.248	339.11	17.86	2018-08-19T07:20:40.149220305Z	15.74	14.62	15.97	kafka-001	89.21
70	15.97	282.283	222.773	15.65	2018-08-19T07:20:47.161321379Z	17.86	15.19	15.97	kafka-001	89.22
72	15.97	293.803	233.848	17.88	2018-08-19T07:20:54.174838159Z	15.65	16.02	15.97	kafka-001	89.22
73	15.97	309.394	370.502	15.86	2018-08-19T07:21:01.183905972Z	17.88	16.42	15.97	kafka-001	89.22
75	15.97	311.617	247.908	18.72	2018-08-19T07:21:08.19461738Z	15.86	16.52	15.97	kafka-001	89.22
77	15.97	324.109	388.972	19.61	2018-08-19T07:21:15.206557747Z	18.72	16.95	15.97	kafka-001	89.22
78	15.97	328.882	260.658	19.76	2018-08-19T07:21:22.222307676Z	19.61	17.6	15.97	kafka-001	89.23
80	15.97	332.027	264.104	20.28	2018-08-19T07:21:29.233983308Z	19.76	17.91	15.97	kafka-001	89.23
81	15.97	343.008	402.712	18.56	2018-08-19T07:21:36.244708502Z	20.28	18.68	15.97	kafka-001	89.23
83	15.97	341.403	272.844	20.29	2018-08-19T07:21:43.253433405Z	18.56	18.8	15.97	kafka-001	89.23
85	15.97	349.219	423.933	21.58	2018-08-19T07:21:50.265130457Z	20.29	19.54	15.97	kafka-001	89.24
86	15.97	358.806	286.246	20.14	2018-08-19T07:21:57.278482326Z	21.58	20.01	15.97	kafka-001	89.24
87	15.97	362.513	287.52	21.44	2018-08-19T07:22:04.290567767Z	20.14	20.1	15.97	kafka-001	89.24
