sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	36.85	81221.934	9439.128	1.4	2018-08-19T07:12:27.637365077Z	0	nan	36.85	cassandra-001	87.46
0	36.85	2.833	59.547	1.33	2018-08-19T07:12:34.644274608Z	1.4	nan	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.41	2018-08-19T07:12:41.653225488Z	1.33	nan	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.3	2018-08-19T07:12:48.661845123Z	1.41	nan	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.44	2018-08-19T07:12:55.669391619Z	1.3	nan	36.85	cassandra-001	87.46
0	36.85	2.767	59.481	1.28	2018-08-19T07:13:02.677566584Z	1.44	1.15	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.4	2018-08-19T07:13:09.684352261Z	1.28	1.36	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.31	2018-08-19T07:13:16.691061672Z	1.4	1.36	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	1.32	2018-08-19T07:13:23.698618288Z	1.31	1.36	36.85	cassandra-001	87.46
0	36.85	0.282	0.342	4.17	2018-08-19T07:13:30.707379639Z	1.32	1.34	36.85	cassandra-001	87.46
0	36.85	0.0	0.0	3.35	2018-08-19T07:13:37.713691813Z	4.17	1.82	36.85	cassandra-001	87.47
0	36.85	0.0	0.0	1.46	2018-08-19T07:13:44.723251264Z	3.35	2.14	36.85	cassandra-001	87.46
