sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
2	15.97	18949804.719	19434226.876	1.81	2018-08-19T06:20:13.071027862Z	0	nan	15.97	kafka-001	89.17
6	15.97	26.571	22.864	3.71	2018-08-19T06:20:20.08346554Z	1.81	nan	15.97	kafka-001	89.17
10	15.97	42.013	30.195	3.54	2018-08-19T06:20:27.101835567Z	3.71	nan	15.97	kafka-001	89.18
13	15.97	57.301	39.609	4.88	2018-08-19T06:20:34.112891369Z	3.54	nan	15.97	kafka-001	89.17
17	15.97	75.696	79.562	5.26	2018-08-19T06:20:41.124570674Z	4.88	nan	15.97	kafka-001	89.17
20	15.97	86.541	63.569	6.52	2018-08-19T06:20:48.137126218Z	5.26	3.2	15.97	kafka-001	89.18
24	15.97	103.384	115.087	7.44	2018-08-19T06:20:55.153890985Z	6.52	4.29	15.97	kafka-001	89.18
27	15.97	113.313	87.385	8.04	2018-08-19T06:21:02.172048005Z	7.44	5.22	15.97	kafka-001	89.18
30	15.97	127.163	96.721	7.9	2018-08-19T06:21:09.186454459Z	8.04	5.95	15.97	kafka-001	89.18
33	15.97	143.774	160.587	7.86	2018-08-19T06:21:16.19749888Z	7.9	6.67	15.97	kafka-001	89.18
35	15.97	148.397	113.872	8.4	2018-08-19T06:21:23.206492709Z	7.86	7.17	15.97	kafka-001	89.18
38	15.97	159.956	189.428	10.01	2018-08-19T06:21:30.21779841Z	8.4	7.69	15.97	kafka-001	89.18
40	15.97	169.363	133.07	9.78	2018-08-19T06:21:37.23086265Z	10.01	8.27	15.97	kafka-001	89.18
42	15.97	178.773	141.322	10.8	2018-08-19T06:21:44.242687553Z	9.78	8.66	15.97	kafka-001	89.19
45	15.97	187.17	225.356	11.29	2018-08-19T06:21:51.253301403Z	10.8	9.12	15.97	kafka-001	89.19
47	15.97	193.167	151.422	11.27	2018-08-19T06:21:58.264644798Z	11.29	9.69	15.97	kafka-001	89.18
49	15.97	201.528	247.388	9.79	2018-08-19T06:22:05.274039443Z	11.27	10.26	15.97	kafka-001	89.19
51	15.97	210.863	166.186	12.89	2018-08-19T06:22:12.286687101Z	9.79	10.49	15.97	kafka-001	89.19
53	15.97	216.501	171.77	13.87	2018-08-19T06:22:19.299791006Z	12.89	10.97	15.97	kafka-001	89.19
55	15.97	219.0	274.127	12.44	2018-08-19T06:22:26.310636996Z	13.87	11.65	15.97	kafka-001	89.19
58	15.97	236.046	190.446	15.38	2018-08-19T06:22:33.321568281Z	12.44	11.93	15.97	kafka-001	89.19
60	15.97	247.113	301.12	15.67	2018-08-19T06:22:40.332158884Z	15.38	12.61	15.97	kafka-001	89.2
62	15.97	253.165	200.364	15.08	2018-08-19T06:22:47.342591199Z	15.67	13.34	15.97	kafka-001	89.2
64	15.97	261.977	207.318	15.42	2018-08-19T06:22:54.353089522Z	15.08	14.22	15.97	kafka-001	89.2
65	15.97	269.29	329.352	15.39	2018-08-19T06:23:01.362914922Z	15.42	14.64	15.97	kafka-001	89.2
67	15.97	276.277	220.312	15.83	2018-08-19T06:23:08.375358043Z	15.39	14.9	15.97	kafka-001	89.2
69	15.97	289.378	343.0	16.2	2018-08-19T06:23:15.385129087Z	15.83	15.46	15.97	kafka-001	89.21
71	15.97	298.057	233.216	18.25	2018-08-19T06:23:22.400105429Z	16.2	15.6	15.97	kafka-001	89.21
72	15.97	294.575	235.41	17.83	2018-08-19T06:23:29.411276186Z	18.25	16.03	15.97	kafka-001	89.21
74	15.97	311.91	373.2	18.54	2018-08-19T06:23:36.422816143Z	17.83	16.49	15.97	kafka-001	89.21
76	15.97	318.913	251.108	19.83	2018-08-19T06:23:43.435861392Z	18.54	17.01	15.97	kafka-001	89.21
77	15.97	325.424	389.094	19.65	2018-08-19T06:23:50.447076893Z	19.83	17.75	15.97	kafka-001	89.22
79	15.97	329.921	259.09	19.1	2018-08-19T06:23:57.459553685Z	19.65	18.38	15.97	kafka-001	89.22
80	15.97	336.407	264.392	20.08	2018-08-19T06:24:04.471512424Z	19.1	18.87	15.97	kafka-001	89.22
82	15.97	339.292	410.06	18.81	2018-08-19T06:24:11.479906225Z	20.08	19.17	15.97	kafka-001	89.22
84	15.97	346.567	274.032	21.93	2018-08-19T06:24:18.490946589Z	18.81	19.34	15.97	kafka-001	89.23
85	15.97	347.05	428.645	22.13	2018-08-19T06:24:25.501334951Z	21.93	19.9	15.97	kafka-001	89.23
86	15.97	354.861	284.806	20.76	2018-08-19T06:24:32.512188629Z	22.13	20.28	15.97	kafka-001	89.23
88	15.97	364.858	291.582	21.51	2018-08-19T06:24:39.523405771Z	20.76	20.47	15.97	kafka-001	89.23
89	15.97	374.699	452.256	21.68	2018-08-19T06:24:46.533488839Z	21.51	20.87	15.97	kafka-001	89.23
90	15.97	370.293	295.674	22.33	2018-08-19T06:24:53.542707775Z	21.68	21.14	15.97	kafka-001	89.24
92	15.97	376.411	461.014	21.55	2018-08-19T06:25:00.554175679Z	22.33	21.72	15.97	kafka-001	89.24
93	15.97	385.002	306.266	21.03	2018-08-19T06:25:07.564162907Z	21.55	21.66	15.97	kafka-001	89.24
95	15.97	387.185	311.374	19.65	2018-08-19T06:25:14.574917534Z	21.03	21.48	15.97	kafka-001	89.25
96	15.97	388.426	481.399	23.14	2018-08-19T06:25:21.583284346Z	19.65	21.29	15.97	kafka-001	89.25
97	15.97	397.905	314.61	23.7	2018-08-19T06:25:28.595273293Z	23.14	21.56	15.97	kafka-001	89.25
99	15.97	407.688	490.563	21.73	2018-08-19T06:25:35.604215453Z	23.7	21.9	15.97	kafka-001	89.25
100	15.97	410.144	330.952	21.9	2018-08-19T06:25:42.618291896Z	21.73	21.8	15.97	kafka-001	89.26
101	15.97	414.258	335.104	24.34	2018-08-19T06:25:49.632018352Z	21.9	21.86	15.97	kafka-001	89.26
102	15.97	410.298	511.042	21.41	2018-08-19T06:25:56.644637873Z	24.34	22.41	15.97	kafka-001	89.26
103	15.97	406.167	335.638	25.84	2018-08-19T06:26:03.654967122Z	21.41	22.7	15.97	kafka-001	89.26
104	15.97	433.004	530.766	25.52	2018-08-19T06:26:10.665170871Z	25.84	23.15	15.97	kafka-001	89.27
106	15.97	435.339	348.834	26.06	2018-08-19T06:26:17.675849678Z	25.52	23.46	15.97	kafka-001	89.27
107	15.97	441.111	346.462	24.29	2018-08-19T06:26:24.689760723Z	26.06	24.18	15.97	kafka-001	89.28
108	15.97	447.818	541.712	26.0	2018-08-19T06:26:31.701399429Z	24.29	24.58	15.97	kafka-001	89.28
109	15.97	449.251	359.475	26.35	2018-08-19T06:26:38.712228052Z	26.0	24.85	15.97	kafka-001	89.28
111	15.97	457.803	561.786	27.32	2018-08-19T06:26:45.723110021Z	26.35	25.68	15.97	kafka-001	89.28
112	15.97	457.07	368.84	22.96	2018-08-19T06:26:52.733942522Z	27.32	25.92	15.97	kafka-001	89.29
113	15.97	469.429	376.018	27.83	2018-08-19T06:26:59.746495455Z	22.96	25.5	15.97	kafka-001	89.29
114	15.97	471.012	571.864	26.09	2018-08-19T06:27:06.760286999Z	27.83	25.79	15.97	kafka-001	89.29
116	15.97	471.153	379.478	27.52	2018-08-19T06:27:13.771307305Z	26.09	26.09	15.97	kafka-001	89.3
117	15.97	482.662	591.982	28.35	2018-08-19T06:27:20.78291802Z	27.52	26.35	15.97	kafka-001	89.3
118	15.97	491.245	390.532	28.28	2018-08-19T06:27:27.79500363Z	28.35	26.68	15.97	kafka-001	89.31
119	15.97	493.081	387.611	26.1	2018-08-19T06:27:34.811839109Z	28.28	26.84	15.97	kafka-001	89.31
120	15.97	498.415	608.804	29.38	2018-08-19T06:27:41.826177102Z	26.1	27.36	15.97	kafka-001	89.31
121	15.97	505.252	402.012	27.93	2018-08-19T06:27:48.838694542Z	29.38	27.62	15.97	kafka-001	89.31
122	15.97	513.8	623.983	30.01	2018-08-19T06:27:55.850381257Z	27.93	27.93	15.97	kafka-001	89.32
123	15.97	504.773	407.378	28.62	2018-08-19T06:28:02.862888685Z	30.01	28.34	15.97	kafka-001	89.32
124	15.97	507.308	407.726	30.01	2018-08-19T06:28:09.875668284Z	28.62	28.39	15.97	kafka-001	89.32
126	15.97	505.013	625.29	30.54	2018-08-19T06:28:16.888153996Z	30.01	28.68	15.97	kafka-001	89.33
127	15.97	523.335	420.586	31.54	2018-08-19T06:28:23.899968898Z	30.54	29.42	15.97	kafka-001	89.33
128	15.97	530.546	639.817	28.36	2018-08-19T06:28:30.912282898Z	31.54	29.78	15.97	kafka-001	89.34
129	15.97	533.299	429.764	31.54	2018-08-19T06:28:37.925819507Z	28.36	29.85	15.97	kafka-001	89.34
130	15.97	541.139	432.503	25.13	2018-08-19T06:28:44.937883026Z	31.54	30.1	15.97	kafka-001	89.35
131	15.97	543.118	665.895	32.48	2018-08-19T06:28:51.948375961Z	25.13	29.52	15.97	kafka-001	89.35
132	15.97	546.213	439.499	32.06	2018-08-19T06:28:58.959379234Z	32.48	29.93	15.97	kafka-001	89.35
133	15.97	548.298	675.579	33.27	2018-08-19T06:29:05.972970181Z	32.06	30.18	15.97	kafka-001	89.36
134	15.97	552.153	443.547	30.47	2018-08-19T06:29:12.983853011Z	33.27	30.47	15.97	kafka-001	89.36
135	15.97	550.763	444.563	31.0	2018-08-19T06:29:19.994653872Z	30.47	30.82	15.97	kafka-001	89.36
136	15.97	565.066	682.222	31.45	2018-08-19T06:29:27.006380907Z	31.0	30.74	15.97	kafka-001	89.37
137	15.97	567.916	451.454	33.93	2018-08-19T06:29:34.020246149Z	31.45	31.79	15.97	kafka-001	89.37
138	15.97	577.569	696.838	34.67	2018-08-19T06:29:41.030793154Z	33.93	32.03	15.97	kafka-001	89.37
140	15.97	580.979	463.61	32.76	2018-08-19T06:29:48.041333876Z	34.67	32.47	15.97	kafka-001	89.38
140	15.97	584.012	465.86	31.52	2018-08-19T06:29:55.056701927Z	32.76	32.38	15.97	kafka-001	89.12
142	15.97	593.341	717.244	34.43	2018-08-19T06:30:02.067936086Z	31.52	32.56	15.97	kafka-001	89.12
143	15.97	600.639	473.434	34.78	2018-08-19T06:30:09.079070936Z	34.43	33.13	15.97	kafka-001	89.13
144	15.97	604.812	728.185	35.61	2018-08-19T06:30:16.090363531Z	34.78	33.68	15.97	kafka-001	89.13
145	15.97	603.943	477.295	33.92	2018-08-19T06:30:23.101121274Z	35.61	33.96	15.97	kafka-001	89.14
146	15.97	602.58	733.877	35.45	2018-08-19T06:30:30.114115894Z	33.92	33.84	15.97	kafka-001	89.14
146	15.97	608.665	485.303	33.57	2018-08-19T06:30:37.124117236Z	35.45	34.29	15.97	kafka-001	89.14
147	15.97	609.581	487.806	35.7	2018-08-19T06:30:44.133648161Z	33.57	34.63	15.97	kafka-001	89.15
148	15.97	613.154	750.056	32.83	2018-08-19T06:30:51.145275668Z	35.7	34.84	15.97	kafka-001	89.15
149	15.97	619.475	495.65	34.61	2018-08-19T06:30:58.157725049Z	32.83	34.51	15.97	kafka-001	89.16
150	15.97	628.554	765.64	34.34	2018-08-19T06:31:05.171444311Z	34.61	34.35	15.97	kafka-001	89.16
151	15.97	630.678	503.771	36.56	2018-08-19T06:31:12.185111864Z	34.34	34.42	15.97	kafka-001	89.17
152	15.97	632.056	504.2	36.32	2018-08-19T06:31:19.196665394Z	36.56	34.6	15.97	kafka-001	89.17
