sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	37.5	317253.645	38403.784	1.14	2018-08-19T09:59:04.601473717Z	0	nan	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.25	2018-08-19T09:59:11.607961309Z	1.14	nan	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.33	2018-08-19T09:59:18.615455436Z	1.25	nan	37.5	cassandra-001	90.64
0	37.5	2.965	59.481	7.38	2018-08-19T09:59:25.624521113Z	1.33	nan	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.17	2018-08-19T09:59:32.630902174Z	7.38	nan	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.28	2018-08-19T09:59:39.637446197Z	1.17	2.04	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.08	2018-08-19T09:59:46.644628239Z	1.28	2.26	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.29	2018-08-19T09:59:53.652599662Z	1.08	2.25	37.5	cassandra-001	90.64
0	37.5	0.282	0.342	1.11	2018-08-19T10:00:00.663599342Z	1.29	2.25	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	3.35	2018-08-19T10:00:07.671037974Z	1.11	2.22	37.5	cassandra-001	90.64
0	37.5	3.031	59.481	1.13	2018-08-19T10:00:14.679500444Z	3.35	1.55	37.5	cassandra-001	90.64
0	37.5	0.0	0.0	1.15	2018-08-19T10:00:21.686760697Z	1.13	1.54	37.5	cassandra-001	90.64
