sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	15.97	19712729.245	20162430.736	1.67	2018-08-19T09:59:04.695158362Z	0	nan	15.97	kafka-001	89.54
0	15.97	2.49	1.424	1.62	2018-08-19T09:59:11.708388516Z	1.67	nan	15.97	kafka-001	89.54
0	15.97	2.107	1.274	2.33	2018-08-19T09:59:18.722677473Z	1.62	nan	15.97	kafka-001	89.54
0	15.97	2.922	1.682	2.07	2018-08-19T09:59:25.73461591Z	2.33	nan	15.97	kafka-001	89.54
0	15.97	2.009	1.138	1.61	2018-08-19T09:59:32.746836757Z	2.07	nan	15.97	kafka-001	89.54
0	15.97	2.173	1.34	1.51	2018-08-19T09:59:39.759162174Z	1.61	1.55	15.97	kafka-001	89.54
0	15.97	3.416	2.215	1.63	2018-08-19T09:59:46.771943379Z	1.51	1.8	15.97	kafka-001	89.54
0	15.97	2.615	1.686	2.16	2018-08-19T09:59:53.785515471Z	1.63	1.79	15.97	kafka-001	89.54
0	15.97	2.598	1.532	1.98	2018-08-19T10:00:00.798419042Z	2.16	1.88	15.97	kafka-001	89.54
0	15.97	2.209	1.318	1.64	2018-08-19T10:00:07.810250492Z	1.98	1.83	15.97	kafka-001	89.54
0	15.97	2.297	1.31	1.56	2018-08-19T10:00:14.822874205Z	1.64	1.76	15.97	kafka-001	89.54
0	15.97	2.532	1.466	1.69	2018-08-19T10:00:21.834879064Z	1.56	1.75	15.97	kafka-001	89.54
