memory%	memory_active_anon%	host_moving_avg_cpu	memory_rss%	sensor_count	timestamp	net_send	host_cpu	net_receive	container_cpu%	name
67.38	37.83	85.54	37.83	69	2018-08-08T20:10:48.261585336Z	0.0	115.65	0.0	107.12	cassandra-001
69.76	37.83	88.59	37.83	70	2018-08-08T20:10:55.269619522Z	59.629	107.12	2.965	108.24	cassandra-001
71.87	37.82	95.82	37.82	72	2018-08-08T20:11:02.276609881Z	0.0	108.24	0.0	74.15	cassandra-001
67.81	37.83	96.91	37.83	74	2018-08-08T20:11:09.28238781Z	0.0	74.15	0.0	125.37	cassandra-001
70.95	37.82	109.86	37.82	75	2018-08-08T20:11:16.289778342Z	0.0	125.37	0.0	105.23	cassandra-001
73.77	37.81	105.96	37.81	75	2018-08-08T20:11:23.296458134Z	59.629	105.23	2.965	110.66	cassandra-001
76.48	37.82	105.13	37.82	75	2018-08-08T20:11:30.303329498Z	0.0	110.66	0.0	84.97	cassandra-001
78.89	37.81	101.44	37.81	75	2018-08-08T20:11:37.309654423Z	0.0	84.97	0.0	73.94	cassandra-001
80.85	37.81	95.72	37.81	75	2018-08-08T20:11:44.316861485Z	0.0	73.94	0.0	105.45	cassandra-001
84.38	37.82	100.94	37.82	75	2018-08-08T20:11:51.322665415Z	59.365	105.45	2.767	183.25	cassandra-001
86.43	37.82	110.58	37.82	75	2018-08-08T20:11:58.32932533Z	0.0	183.25	0.0	99.8	cassandra-001
89.16	37.82	109.68	37.82	75	2018-08-08T20:12:05.335824298Z	0.0	99.8	0.0	99.37	cassandra-001
91.81	37.83	107.8	37.83	75	2018-08-08T20:12:12.346157452Z	59.497	99.37	3.295	108.44	cassandra-001
92.49	37.81	111.71	37.81	77	2018-08-08T20:12:19.352995349Z	0.0	108.44	0.0	98.05	cassandra-001
92.42	37.81	115.73	37.81	79	2018-08-08T20:12:26.359160418Z	59.629	98.05	2.899	104.83	cassandra-001
92.55	37.82	115.62	37.82	80	2018-08-08T20:12:33.365551567Z	0.0	104.83	0.0	113.94	cassandra-001
92.33	37.82	104.07	37.82	82	2018-08-08T20:12:40.371678931Z	59.497	113.94	2.899	104.0	cassandra-001
92.37	37.82	104.77	37.82	83	2018-08-08T20:12:47.378264798Z	0.0	104.0	0.0	92.14	cassandra-001
92.56	37.81	103.57	37.81	85	2018-08-08T20:12:54.386821754Z	0.0	92.14	0.0	103.13	cassandra-001
92.4	37.82	102.68	37.82	86	2018-08-08T20:13:01.393357864Z	59.431	103.13	2.833	162.5	cassandra-001
71.68	37.82	113.42	37.82	88	2018-08-08T20:13:08.399774789Z	0.0	162.5	0.0	115.14	cassandra-001
73.84	37.82	115.14	37.82	89	2018-08-08T20:13:15.407444836Z	0.0	115.14	0.0	129.04	cassandra-001
76.01	37.82	117.66	37.82	90	2018-08-08T20:13:22.414109757Z	0.0	129.04	0.0	117.2	cassandra-001
78.2	37.82	119.86	37.82	90	2018-08-08T20:13:29.420574087Z	59.629	117.2	3.295	111.75	cassandra-001
78.87	37.81	123.13	37.81	90	2018-08-08T20:13:36.432357134Z	0.0	111.75	0.0	89.19	cassandra-001
74.26	37.81	120.8	37.81	90	2018-08-08T20:13:43.439571061Z	0.0	89.19	0.0	86.77	cassandra-001
74.7	37.81	108.18	37.81	90	2018-08-08T20:13:50.447417043Z	59.629	86.77	2.767	76.91	cassandra-001
75.16	37.81	101.81	37.81	90	2018-08-08T20:13:57.454616211Z	0.0	76.91	0.0	91.34	cassandra-001
76.91	37.81	95.53	37.81	90	2018-08-08T20:14:04.461624624Z	0.0	91.34	0.0	136.25	cassandra-001
76.15	37.8	98.7	37.8	90	2018-08-08T20:14:11.46849625Z	0.0	136.25	0.0	69.76	cassandra-001
76.62	37.81	91.7	37.81	90	2018-08-08T20:14:18.475902656Z	60.025	69.76	3.757	72.34	cassandra-001
77.06	37.81	88.89	37.81	91	2018-08-08T20:14:25.483580904Z	0.0	72.34	0.0	67.53	cassandra-001
77.51	37.81	85.69	37.81	92	2018-08-08T20:14:32.587542938Z	0.0	67.53	0.0	79.48	cassandra-001
78.07	37.82	86.12	37.82	94	2018-08-08T20:14:39.595552997Z	0.0	79.48	0.0	82.77	cassandra-001
78.53	37.8	84.69	37.8	95	2018-08-08T20:14:46.602070886Z	59.695	82.77	3.163	79.65	cassandra-001
79.01	37.8	75.25	37.8	96	2018-08-08T20:14:53.608372245Z	0.0	79.65	0.0	95.29	cassandra-001
79.51	37.8	79.51	37.8	98	2018-08-08T20:15:00.617997994Z	59.431	95.29	2.833	83.39	cassandra-001
80.14	37.8	81.35	37.8	99	2018-08-08T20:15:07.623872042Z	0.0	83.39	0.0	111.88	cassandra-001
82.06	37.8	88.74	37.8	101	2018-08-08T20:15:14.629910047Z	59.761	111.88	2.833	138.39	cassandra-001
83.99	37.8	98.56	37.8	102	2018-08-08T20:15:21.636973409Z	0.0	138.39	0.0	138.75	cassandra-001
85.91	37.8	107.89	37.8	104	2018-08-08T20:15:28.644364136Z	0.0	138.75	0.0	128.04	cassandra-001
88.22	37.8	115.96	37.8	105	2018-08-08T20:15:35.651613636Z	59.695	128.04	2.965	88.59	cassandra-001
82.39	37.81	114.84	37.81	105	2018-08-08T20:15:42.662993219Z	0.0	88.59	0.0	89.55	cassandra-001
82.9	37.8	115.87	37.8	105	2018-08-08T20:15:49.669690464Z	0.0	89.55	0.0	83.38	cassandra-001
83.79	37.8	111.12	37.8	105	2018-08-08T20:15:56.676761942Z	59.629	83.38	3.031	140.55	cassandra-001
83.66	37.8	111.48	37.8	105	2018-08-08T20:16:03.683441114Z	0.0	140.55	0.0	88.32	cassandra-001
84.14	37.8	103.07	37.8	105	2018-08-08T20:16:10.692864332Z	0.0	88.32	0.0	73.82	cassandra-001
84.75	37.9	94.03	37.9	105	2018-08-08T20:16:17.703120251Z	0.0	73.82	0.0	104.72	cassandra-001
85.77	37.72	96.72	37.72	105	2018-08-08T20:16:24.71026249Z	0.0	104.72	0.0	158.57	cassandra-001
85.31	37.72	108.23	37.72	105	2018-08-08T20:16:31.717551926Z	0.342	158.57	0.282	101.24	cassandra-001
85.85	37.72	111.2	37.72	105	2018-08-08T20:16:38.724901119Z	59.629	101.24	3.031	95.55	cassandra-001
86.37	37.72	103.7	37.72	105	2018-08-08T20:16:45.732855513Z	59.629	95.55	3.229	112.4	cassandra-001
86.51	37.73	107.72	37.73	105	2018-08-08T20:16:52.74081406Z	0.0	112.4	0.0	26.35	cassandra-001
88.55	37.73	99.8	37.73	105	2018-08-08T20:16:59.747584452Z	0.0	26.35	0.0	112.14	cassandra-001
90.45	37.73	101.04	37.73	105	2018-08-08T20:17:06.755304482Z	0.0	112.14	0.0	109.02	cassandra-001
92.36	37.73	92.78	37.73	105	2018-08-08T20:17:13.763112842Z	0.0	109.02	0.0	116.21	cassandra-001
92.33	37.73	95.28	37.73	105	2018-08-08T20:17:20.771743Z	59.563	116.21	2.965	93.7	cassandra-001
87.44	37.73	94.97	37.73	105	2018-08-08T20:17:27.77866783Z	0.0	93.7	0.0	88.36	cassandra-001
87.97	37.73	90.96	37.73	105	2018-08-08T20:17:34.786734262Z	0.0	88.36	0.0	92.39	cassandra-001
88.5	37.72	101.97	37.72	107	2018-08-08T20:17:41.794934103Z	0.0	92.39	0.0	104.69	cassandra-001
90.31	37.73	100.73	37.73	108	2018-08-08T20:17:48.801458234Z	0.342	104.69	0.282	88.4	cassandra-001
89.68	37.73	97.29	37.73	110	2018-08-08T20:17:55.807857227Z	0.0	88.4	0.0	98.82	cassandra-001
90.22	37.73	94.39	37.73	111	2018-08-08T20:18:02.819849237Z	0.0	98.82	0.0	99.25	cassandra-001
90.78	37.73	95.32	37.73	113	2018-08-08T20:18:09.830438724Z	0.0	99.25	0.0	97.64	cassandra-001
91.04	37.72	96.86	37.72	114	2018-08-08T20:18:16.837474379Z	0.342	97.64	0.282	98.12	cassandra-001
91.61	37.72	97.82	37.72	116	2018-08-08T20:18:23.843792727Z	0.0	98.12	0.0	95.27	cassandra-001
92.2	37.72	96.25	37.72	117	2018-08-08T20:18:30.851717258Z	0.0	95.27	0.0	97.28	cassandra-001
92.47	37.73	97.73	37.73	118	2018-08-08T20:18:37.860051208Z	0.0	97.28	0.0	99.04	cassandra-001
92.34	37.72	97.77	37.72	120	2018-08-08T20:18:44.867044079Z	0.0	99.04	0.0	128.6	cassandra-001
92.41	37.72	102.66	37.72	121	2018-08-08T20:18:51.873755633Z	0.342	128.6	0.282	129.12	cassandra-001
92.49	37.72	107.9	37.72	123	2018-08-08T20:18:58.88209243Z	0.0	129.12	0.0	129.6	cassandra-001
91.45	37.72	113.15	37.72	124	2018-08-08T20:19:05.89143106Z	0.0	129.6	0.0	96.68	cassandra-001
88.17	37.72	113.39	37.72	125	2018-08-08T20:19:12.898857638Z	0.0	96.68	0.0	126.47	cassandra-001
90.21	37.72	118.25	37.72	127	2018-08-08T20:19:19.904959911Z	0.342	126.47	0.282	127.22	cassandra-001
92.44	37.72	122.95	37.72	128	2018-08-08T20:19:26.911065489Z	0.0	127.22	0.0	146.76	cassandra-001
92.57	37.72	125.97	37.72	129	2018-08-08T20:19:33.916792561Z	0.0	146.76	0.0	122.23	cassandra-001
92.43	37.72	124.83	37.72	130	2018-08-08T20:19:40.924784821Z	0.0	122.23	0.0	132.94	cassandra-001
91.09	37.72	125.38	37.72	130	2018-08-08T20:19:47.93469874Z	0.342	132.94	0.282	141.2	cassandra-001
92.47	37.72	132.8	37.72	130	2018-08-08T20:19:54.942876104Z	0.0	141.2	0.0	131.01	cassandra-001
92.45	37.72	133.56	37.72	130	2018-08-08T20:20:01.9496882Z	59.695	131.01	2.833	144.07	cassandra-001
91.31	37.72	136.37	37.72	130	2018-08-08T20:20:08.956092732Z	0.0	144.07	0.0	162.56	cassandra-001
92.18	37.72	139.0	37.72	130	2018-08-08T20:20:15.963629729Z	59.761	162.56	3.163	144.19	cassandra-001
92.28	37.72	142.66	37.72	130	2018-08-08T20:20:22.970508271Z	0.0	144.19	0.0	136.55	cassandra-001
90.99	37.72	143.26	37.72	130	2018-08-08T20:20:29.976927879Z	0.0	136.55	0.0	138.94	cassandra-001
92.44	37.72	142.89	37.72	130	2018-08-08T20:20:36.985340723Z	0.0	138.94	0.0	135.76	cassandra-001
92.2	37.72	143.68	37.72	130	2018-08-08T20:20:43.992258072Z	0.0	135.76	0.0	101.44	cassandra-001
92.33	37.72	136.57	37.72	130	2018-08-08T20:20:50.998902265Z	60.169	101.44	3.247	76.82	cassandra-001
89.44	37.72	122.28	37.72	130	2018-08-08T20:20:58.005298156Z	0.0	76.82	0.0	123.64	cassandra-001
