memory%	memory_active_anon%	host_moving_avg_cpu	memory_rss%	sensor_count	timestamp	net_send	host_cpu	net_receive	container_cpu%	name
92.31	37.86	nan	37.86	2	2018-08-08T20:08:00.082230353Z	20264.936	0	1058.077	33.9	cassandra-001
92.45	37.86	nan	37.86	5	2018-08-08T20:08:07.088859744Z	0.0	33.9	0.0	54.77	cassandra-001
92.16	37.89	nan	37.89	9	2018-08-08T20:08:14.095905106Z	0.0	54.77	0.0	80.8	cassandra-001
92.37	37.8	nan	37.8	13	2018-08-08T20:08:21.102174976Z	0.0	80.8	0.0	56.78	cassandra-001
92.18	37.81	nan	37.81	17	2018-08-08T20:08:28.109020182Z	0.342	56.78	0.282	76.63	cassandra-001
92.19	37.81	50.48	37.81	21	2018-08-08T20:08:35.114813279Z	0.0	76.63	0.0	21.19	cassandra-001
92.31	37.83	54.01	37.83	24	2018-08-08T20:08:42.128481364Z	0.0	21.19	0.0	73.05	cassandra-001
92.14	37.86	60.54	37.86	28	2018-08-08T20:08:49.135556302Z	0.0	73.05	0.0	74.51	cassandra-001
92.34	37.81	63.83	37.81	31	2018-08-08T20:08:56.142596509Z	0.342	74.51	0.282	68.62	cassandra-001
92.24	37.84	61.8	37.84	34	2018-08-08T20:09:03.151038435Z	0.0	68.62	0.0	76.26	cassandra-001
92.34	37.82	65.04	37.82	37	2018-08-08T20:09:10.158156073Z	0.0	76.26	0.0	48.73	cassandra-001
92.24	37.81	60.39	37.81	40	2018-08-08T20:09:17.164572539Z	0.0	48.73	0.0	85.25	cassandra-001
92.36	37.82	71.07	37.82	43	2018-08-08T20:09:24.172434318Z	0.0	85.25	0.0	96.61	cassandra-001
92.25	37.81	75.0	37.81	45	2018-08-08T20:09:31.178390048Z	0.342	96.61	0.282	96.8	cassandra-001
92.39	37.81	78.71	37.81	48	2018-08-08T20:09:38.185453376Z	0.0	96.8	0.0	79.04	cassandra-001
92.39	37.81	80.45	37.81	50	2018-08-08T20:09:45.192565791Z	59.563	79.04	2.833	59.44	cassandra-001
92.26	37.82	77.64	37.82	52	2018-08-08T20:09:52.202440641Z	0.0	59.44	0.0	59.51	cassandra-001
92.37	37.81	79.44	37.81	55	2018-08-08T20:09:59.208443794Z	0.0	59.51	0.0	95.67	cassandra-001
92.33	37.81	81.18	37.81	57	2018-08-08T20:10:06.215121786Z	59.563	95.67	3.031	88.86	cassandra-001
92.28	37.81	79.89	37.81	59	2018-08-08T20:10:13.22172898Z	0.0	88.86	0.0	64.84	cassandra-001
62.29	37.84	74.56	37.84	61	2018-08-08T20:10:20.22816442Z	0.0	64.84	0.0	67.59	cassandra-001
62.56	37.82	72.65	37.82	63	2018-08-08T20:10:27.236543465Z	0.0	67.59	0.0	47.67	cassandra-001
63.59	37.82	70.69	37.82	65	2018-08-08T20:10:34.243684186Z	59.563	47.67	3.097	128.65	cassandra-001
64.99	37.82	82.21	37.82	67	2018-08-08T20:10:41.249759464Z	0.0	128.65	0.0	115.65	cassandra-001
