----------------------------------------------------------------
memory%	memory_active_anon%	host_moving_avg_cpu	memory_rss%	sensor_count	timestamp	net_send	host_cpu	net_receive	container_cpu%	name
89.96	37.61	nan	37.61	1	2018-08-08T19:16:33.064584404Z	15479.118	0	805.085	1.34	cassandra-001
89.96	37.61	nan	37.61	4	2018-08-08T19:16:40.07083523Z	0.0	1.34	0.0	1.2	cassandra-001
89.98	37.61	nan	37.61	8	2018-08-08T19:16:47.078558465Z	59.695	1.2	2.899	18.14	cassandra-001
90.03	37.62	nan	37.62	13	2018-08-08T19:16:54.086297627Z	0.0	18.14	0.0	22.88	cassandra-001
90.11	37.62	nan	37.62	16	2018-08-08T19:17:01.094963855Z	0.0	22.88	0.0	30.96	cassandra-001
90.2	37.62	12.42	37.62	19	2018-08-08T19:17:08.102730594Z	0.0	30.96	0.0	33.77	cassandra-001
90.31	37.62	18.05	37.62	22	2018-08-08T19:17:15.113329641Z	59.497	33.77	2.899	33.72	cassandra-001
90.43	37.62	23.45	37.62	26	2018-08-08T19:17:22.119490231Z	0.0	33.72	0.0	41.64	cassandra-001
90.58	37.62	30.18	37.62	29	2018-08-08T19:17:29.126708354Z	0.0	41.64	0.0	34.98	cassandra-001
90.74	37.62	32.99	37.62	32	2018-08-08T19:17:36.13799268Z	0.0	34.98	0.0	45.74	cassandra-001
90.91	37.62	36.8	37.62	35	2018-08-08T19:17:43.146159478Z	0.342	45.74	0.282	39.49	cassandra-001
91.11	37.62	38.22	37.62	38	2018-08-08T19:17:50.154515637Z	0.0	39.49	0.0	44.59	cassandra-001
91.31	37.62	40.03	37.62	41	2018-08-08T19:17:57.165237231Z	0.0	44.59	0.0	54.8	cassandra-001
91.53	37.62	43.54	37.62	43	2018-08-08T19:18:04.172785212Z	0.0	54.8	0.0	55.86	cassandra-001
91.76	37.63	45.91	37.63	46	2018-08-08T19:18:11.179510395Z	0.342	55.86	0.282	41.81	cassandra-001
92.43	37.62	47.05	37.62	48	2018-08-08T19:18:18.18891645Z	0.0	41.81	0.0	85.18	cassandra-001
91.24	37.63	53.62	37.63	51	2018-08-08T19:18:25.195748732Z	0.0	85.18	0.0	58.46	cassandra-001
91.51	37.63	56.78	37.63	53	2018-08-08T19:18:32.202604009Z	0.0	58.46	0.0	67.87	cassandra-001
91.79	37.63	60.66	37.63	56	2018-08-08T19:18:39.209420462Z	0.0	67.87	0.0	59.78	cassandra-001
92.07	37.63	61.49	37.63	58	2018-08-08T19:18:46.21743395Z	59.971	59.78	3.247	55.19	cassandra-001
92.39	37.63	61.38	37.63	60	2018-08-08T19:18:53.224553409Z	0.0	55.19	0.0	59.6	cassandra-001
92.7	37.64	64.35	37.64	63	2018-08-08T19:19:00.234819469Z	0.0	59.6	0.0	71.78	cassandra-001
92.64	37.64	62.11	37.64	65	2018-08-08T19:19:07.24174728Z	0.0	71.78	0.0	162.03	cassandra-001
91.19	37.64	79.38	37.64	67	2018-08-08T19:19:14.24883445Z	0.0	162.03	0.0	84.96	cassandra-001
91.53	37.62	82.22	37.62	69	2018-08-08T19:19:21.255846187Z	0.342	84.96	0.282	68.57	cassandra-001
91.88	37.62	83.69	37.62	71	2018-08-08T19:19:28.264271808Z	0.0	68.57	0.0	71.13	cassandra-001
92.24	37.63	86.35	37.63	73	2018-08-08T19:19:35.271181223Z	0.0	71.13	0.0	89.72	cassandra-001
92.62	37.63	91.37	37.63	74	2018-08-08T19:19:42.28444819Z	0.0	89.72	0.0	74.59	cassandra-001
91.46	37.63	91.83	37.63	76	2018-08-08T19:19:49.293972786Z	0.342	74.59	0.282	77.11	cassandra-001
91.85	37.63	77.68	37.63	78	2018-08-08T19:19:56.301571315Z	0.0	77.11	0.0	88.57	cassandra-001
92.25	37.63	78.28	37.63	80	2018-08-08T19:20:03.309292251Z	0.0	88.57	0.0	81.89	cassandra-001
92.65	37.62	80.5	37.62	82	2018-08-08T19:20:10.317032354Z	0.0	81.89	0.0	71.11	cassandra-001
92.73	37.63	80.5	37.63	84	2018-08-08T19:20:17.324276343Z	0.342	71.11	0.282	84.75	cassandra-001
91.51	37.63	79.67	37.63	85	2018-08-08T19:20:24.332810347Z	0.0	84.75	0.0	134.52	cassandra-001
92.71	37.66	89.66	37.66	87	2018-08-08T19:20:31.341503796Z	59.563	134.52	2.767	117.19	cassandra-001
92.77	37.63	96.34	37.63	89	2018-08-08T19:20:38.35057048Z	0.0	117.19	0.0	116.73	cassandra-001
