----------------------------------------------------------------
memory%	memory_active_anon%	host_moving_avg_cpu	memory_rss%	sensor_count	timestamp	net_send	host_cpu	net_receive	container_cpu%	name
92.54	37.63	101.03	37.63	90	2018-08-08T19:20:45.357453097Z	0.0	116.73	0.0	119.77	cassandra-001
92.46	37.62	107.35	37.62	92	2018-08-08T19:20:52.366680549Z	59.695	119.77	2.899	89.55	cassandra-001
86.72	37.63	110.42	37.63	94	2018-08-08T19:20:59.3741764Z	0.0	89.55	0.0	74.83	cassandra-001
87.18	37.63	108.77	37.63	96	2018-08-08T19:21:06.38137415Z	0.0	74.83	0.0	102.02	cassandra-001
87.65	37.63	103.35	37.63	97	2018-08-08T19:21:13.398844147Z	0.0	102.02	0.0	74.05	cassandra-001
88.13	37.63	96.16	37.63	99	2018-08-08T19:21:20.406241768Z	0.342	74.05	0.282	84.49	cassandra-001
88.72	37.63	90.79	37.63	100	2018-08-08T19:21:27.412512649Z	0.0	84.49	0.0	90.84	cassandra-001
89.23	37.63	85.96	37.63	101	2018-08-08T19:21:34.420569418Z	0.0	90.84	0.0	101.99	cassandra-001
89.75	37.63	88.04	37.63	103	2018-08-08T19:21:41.428229245Z	59.365	101.99	3.031	78.21	cassandra-001
90.87	37.62	88.6	37.62	104	2018-08-08T19:21:48.435313924Z	0.0	78.21	0.0	150.32	cassandra-001
90.49	37.63	96.65	37.63	105	2018-08-08T19:21:55.44611389Z	0.0	150.32	0.0	76.6	cassandra-001
91.01	37.63	97.08	37.63	105	2018-08-08T19:22:02.454058059Z	59.431	76.6	2.899	89.75	cassandra-001
91.53	37.63	97.95	37.63	105	2018-08-08T19:22:09.461480709Z	0.0	89.75	0.0	80.24	cassandra-001
92.63	37.63	96.19	37.63	105	2018-08-08T19:22:16.467842637Z	0.0	80.24	0.0	111.42	cassandra-001
92.54	37.63	97.76	37.63	105	2018-08-08T19:22:23.476692052Z	0.0	111.42	0.0	138.37	cassandra-001
92.76	37.64	107.78	37.64	105	2018-08-08T19:22:30.48339698Z	59.695	138.37	2.965	139.7	cassandra-001
92.63	37.71	106.01	37.71	105	2018-08-08T19:22:37.491027191Z	0.0	139.7	0.0	128.39	cassandra-001
92.44	37.71	114.65	37.71	105	2018-08-08T19:22:44.497270635Z	0.0	128.39	0.0	90.83	cassandra-001
86.13	37.8	114.83	37.8	105	2018-08-08T19:22:51.504950561Z	59.563	90.83	3.031	12.73	cassandra-001
86.52	37.72	103.57	37.72	105	2018-08-08T19:22:58.513262568Z	0.0	12.73	0.0	94.64	cassandra-001
87.07	37.72	100.78	37.72	107	2018-08-08T19:23:05.521756244Z	0.0	94.64	0.0	111.48	cassandra-001
76.57	37.77	96.3	37.77	108	2018-08-08T19:23:12.531628551Z	0.0	111.48	0.0	100.02	cassandra-001
74.95	37.6	89.68	37.6	110	2018-08-08T19:23:19.543239802Z	59.497	100.02	3.031	93.23	cassandra-001
75.51	37.6	83.82	37.6	111	2018-08-08T19:23:26.550024923Z	0.0	93.23	0.0	99.97	cassandra-001
76.08	37.6	85.35	37.6	113	2018-08-08T19:23:33.561352769Z	0.0	99.97	0.0	95.95	cassandra-001
76.77	37.6	99.22	37.6	114	2018-08-08T19:23:40.568119541Z	0.0	95.95	0.0	111.08	cassandra-001
77.33	37.6	101.96	37.6	116	2018-08-08T19:23:47.577128003Z	59.695	111.08	2.965	98.54	cassandra-001
77.93	37.6	99.8	37.6	117	2018-08-08T19:23:54.58547145Z	0.0	98.54	0.0	99.56	cassandra-001
79.84	37.6	99.72	37.6	119	2018-08-08T19:24:01.593102876Z	0.0	99.56	0.0	93.86	cassandra-001
80.11	37.6	99.83	37.6	120	2018-08-08T19:24:08.599344974Z	0.0	93.86	0.0	68.63	cassandra-001
82.09	37.6	94.6	37.6	122	2018-08-08T19:24:15.606755118Z	59.563	68.63	2.767	126.94	cassandra-001
84.11	37.58	99.77	37.58	123	2018-08-08T19:24:22.616405152Z	0.0	126.94	0.0	129.03	cassandra-001
85.9	37.56	102.76	37.56	125	2018-08-08T19:24:29.629956553Z	0.0	129.03	0.0	100.35	cassandra-001
81.3	37.58	103.06	37.58	125	2018-08-08T19:24:36.642192442Z	59.761	100.35	2.965	101.11	cassandra-001
81.93	37.58	103.32	37.58	125	2018-08-08T19:24:43.649440557Z	0.0	101.11	0.0	87.48	cassandra-001
82.72	37.62	102.26	37.62	125	2018-08-08T19:24:50.656093339Z	0.0	87.48	0.0	104.61	cassandra-001
83.33	37.62	108.25	37.62	125	2018-08-08T19:24:57.662510425Z	0.0	104.61	0.0	91.34	cassandra-001
83.97	37.62	102.32	37.62	125	2018-08-08T19:25:04.673398825Z	59.695	91.34	2.833	127.24	cassandra-001
84.57	37.63	102.02	37.63	125	2018-08-08T19:25:11.680314413Z	0.0	127.24	0.0	95.8	cassandra-001
84.94	37.62	101.26	37.62	125	2018-08-08T19:25:18.686811452Z	0.0	95.8	0.0	100.72	cassandra-001
85.58	37.62	101.2	37.62	125	2018-08-08T19:25:25.694756693Z	59.761	100.72	3.097	106.25	cassandra-001
87.51	37.62	104.33	37.62	125	2018-08-08T19:25:32.701929331Z	0.0	106.25	0.0	144.37	cassandra-001
87.97	37.68	110.95	37.68	127	2018-08-08T19:25:39.709049824Z	0.0	144.37	0.0	139.85	cassandra-001
90.07	37.74	119.04	37.74	128	2018-08-08T19:25:46.717118028Z	0.0	139.85	0.0	135.41	cassandra-001
92.52	37.74	120.4	37.74	129	2018-08-08T19:25:53.723973412Z	59.431	135.41	2.899	194.72	cassandra-001
91.75	37.74	136.89	37.74	130	2018-08-08T19:26:00.730803851Z	0.0	194.72	0.0	112.78	cassandra-001
88.04	37.74	138.9	37.74	130	2018-08-08T19:26:07.737369615Z	0.0	112.78	0.0	129.56	cassandra-001
90.09	37.74	142.78	37.74	130	2018-08-08T19:26:14.744320266Z	0.0	129.56	0.0	142.43	cassandra-001
91.83	37.74	142.46	37.74	130	2018-08-08T19:26:21.754728387Z	0.342	142.43	0.282	149.24	cassandra-001
92.56	37.74	144.02	37.74	130	2018-08-08T19:26:28.76498031Z	0.0	149.24	0.0	157.63	cassandra-001
92.62	37.74	147.73	37.74	130	2018-08-08T19:26:35.773604324Z	0.0	157.63	0.0	120.97	cassandra-001
92.5	37.83	135.44	37.83	130	2018-08-08T19:26:42.781350472Z	0.0	120.97	0.0	197.48	cassandra-001
92.59	37.84	149.55	37.84	130	2018-08-08T19:26:49.788575933Z	0.0	197.48	0.0	154.63	cassandra-001
92.68	37.84	153.73	37.84	130	2018-08-08T19:26:56.795452862Z	0.342	154.63	0.282	143.5	cassandra-001
91.72	37.84	153.91	37.84	130	2018-08-08T19:27:03.801812004Z	0.0	143.5	0.0	136.28	cassandra-001
92.26	37.84	151.75	37.84	130	2018-08-08T19:27:10.812897543Z	0.0	136.28	0.0	162.54	cassandra-001
92.49	37.84	152.57	37.84	130	2018-08-08T19:27:17.820688168Z	0.0	162.54	0.0	152.75	cassandra-001
