net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
9710089.897	2.91	46.14	nan	0	10458794.532	15.93	0	15.93	kafka-001	2018-08-17T04:28:28.20831509Z
21.006	3.28	46.14	nan	0	31.462	15.93	2.91	15.93	kafka-001	2018-08-17T04:28:35.219807956Z
15.947	2.27	46.14	nan	0	23.654	15.93	3.28	15.93	kafka-001	2018-08-17T04:28:42.232230335Z
17.629	2.45	46.14	nan	0	25.738	15.93	2.27	15.93	kafka-001	2018-08-17T04:28:49.249432542Z
16.626	2.46	46.14	nan	0	23.94	15.93	2.45	15.93	kafka-001	2018-08-17T04:28:56.263387681Z
16.403	3.1	46.14	2.23	0	25.3	15.93	2.46	15.93	kafka-001	2018-08-17T04:29:03.275834311Z
18.09	2.11	46.14	2.75	0	24.768	15.93	3.1	15.93	kafka-001	2018-08-17T04:29:10.285911757Z
17.719	2.4	46.14	2.61	0	27.456	15.93	2.11	15.93	kafka-001	2018-08-17T04:29:17.297314092Z
16.001	2.21	46.14	2.47	0	23.634	15.93	2.4	15.93	kafka-001	2018-08-17T04:29:24.308432936Z
16.518	2.16	46.14	2.46	0	24.112	15.93	2.21	15.93	kafka-001	2018-08-17T04:29:31.320852903Z
17.221	3.39	46.14	2.41	0	25.652	15.93	2.16	15.93	kafka-001	2018-08-17T04:29:38.332115495Z
16.008	9.52	46.14	2.56	0	23.982	15.93	3.39	15.93	kafka-001	2018-08-17T04:29:45.345441782Z
