net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
8769107.406	2.96	39.67	nan	2	9537664.447	15.93	0	15.93	kafka-001	2018-08-17T02:10:46.420433466Z
42.451	4.99	39.67	nan	7	39.406	15.93	2.96	15.93	kafka-001	2018-08-17T02:10:53.433182796Z
65.256	5.88	39.67	nan	12	74.41	15.93	4.99	15.93	kafka-001	2018-08-17T02:11:00.443989846Z
82.237	5.85	39.67	nan	16	70.963	15.93	5.88	15.93	kafka-001	2018-08-17T02:11:07.453931097Z
98.631	15.0	39.67	nan	20	83.261	15.93	5.85	15.93	kafka-001	2018-08-17T02:11:14.464257601Z
114.246	7.33	39.67	5.78	23	131.74	15.93	15.0	15.93	kafka-001	2018-08-17T02:11:21.475526337Z
127.151	8.78	39.67	7.0	26	105.646	15.93	7.33	15.93	kafka-001	2018-08-17T02:11:28.485071125Z
143.304	9.06	39.67	7.97	29	168.666	15.93	8.78	15.93	kafka-001	2018-08-17T02:11:35.499979657Z
145.783	9.5	39.67	8.65	32	125.062	15.93	9.06	15.93	kafka-001	2018-08-17T02:11:42.510932273Z
159.271	10.16	39.67	9.25	34	134.706	15.93	9.5	15.93	kafka-001	2018-08-17T02:11:49.521311351Z
177.216	10.46	39.67	9.97	37	212.496	15.93	10.16	15.93	kafka-001	2018-08-17T02:11:56.53126357Z
181.087	12.3	39.67	9.21	39	152.16	15.93	10.46	15.93	kafka-001	2018-08-17T02:12:03.543376892Z
193.227	12.51	39.67	10.04	42	234.451	15.93	12.3	15.93	kafka-001	2018-08-17T02:12:10.556835903Z
199.076	11.59	39.68	10.66	44	163.542	15.93	12.51	15.93	kafka-001	2018-08-17T02:12:17.567746648Z
207.897	11.92	39.68	11.09	46	176.71	15.93	11.59	15.93	kafka-001	2018-08-17T02:12:24.578788036Z
215.68	13.48	39.68	11.49	49	266.717	15.93	11.92	15.93	kafka-001	2018-08-17T02:12:31.59100222Z
213.339	13.37	39.68	12.04	51	188.322	15.93	13.48	15.93	kafka-001	2018-08-17T02:12:38.600815257Z
221.258	14.83	39.68	12.53	53	284.54	15.93	13.37	15.93	kafka-001	2018-08-17T02:12:45.618998408Z
237.377	14.62	39.68	12.95	55	204.931	15.93	14.83	15.93	kafka-001	2018-08-17T02:12:52.63185641Z
247.785	14.97	39.68	13.3	57	212.398	15.93	14.62	15.93	kafka-001	2018-08-17T02:12:59.643703482Z
255.982	15.15	39.69	13.87	59	304.506	15.93	14.97	15.93	kafka-001	2018-08-17T02:13:06.65616962Z
267.403	17.08	39.69	14.4	61	231.076	15.93	15.15	15.93	kafka-001	2018-08-17T02:13:13.667736555Z
279.194	16.82	39.69	15.0	63	346.028	15.93	17.08	15.93	kafka-001	2018-08-17T02:13:20.683692095Z
287.647	16.33	39.69	15.58	65	247.224	15.93	16.82	15.93	kafka-001	2018-08-17T02:13:27.695290203Z
279.21	13.78	39.69	15.83	66	240.496	15.93	16.33	15.93	kafka-001	2018-08-17T02:13:34.705767912Z
304.707	17.58	39.69	15.69	68	374.598	15.93	13.78	15.93	kafka-001	2018-08-17T02:13:41.718288516Z
