net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
7825682.214	2.42	33.19	nan	0	8614339.768	15.93	0	15.93	kafka-001	2018-08-16T23:46:12.415242785Z
19.647	2.16	33.19	nan	0	28.322	15.93	2.42	15.93	kafka-001	2018-08-16T23:46:19.426850239Z
21.834	2.33	33.19	nan	0	31.572	15.93	2.16	15.93	kafka-001	2018-08-16T23:46:26.438723248Z
20.067	3.08	33.19	nan	0	28.774	15.93	2.33	15.93	kafka-001	2018-08-16T23:46:33.449917149Z
22.428	3.42	33.19	nan	0	31.65	15.93	3.08	15.93	kafka-001	2018-08-16T23:46:40.461188871Z
18.789	2.21	33.19	2.24	0	28.244	15.93	3.42	15.93	kafka-001	2018-08-16T23:46:47.477975876Z
17.825	2.29	33.19	2.6	0	26.02	15.93	2.21	15.93	kafka-001	2018-08-16T23:46:54.490226795Z
23.562	2.46	33.19	2.58	0	33.836	15.93	2.29	15.93	kafka-001	2018-08-16T23:47:01.500502422Z
18.405	3.42	33.19	2.63	0	28.474	15.93	2.46	15.93	kafka-001	2018-08-16T23:47:08.511952069Z
21.348	3.02	33.19	2.81	0	31.902	15.93	3.42	15.93	kafka-001	2018-08-16T23:47:15.52285571Z
18.771	2.3	33.19	2.8	0	28.522	15.93	3.02	15.93	kafka-001	2018-08-16T23:47:22.534596894Z
16.589	2.16	33.19	2.62	0	25.214	15.93	2.3	15.93	kafka-001	2018-08-16T23:47:29.547163803Z
