net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
9236905.935	2.48	42.88	nan	0	9995191.776	15.93	0	15.93	kafka-001	2018-08-17T03:17:41.119168315Z
17.659	2.61	42.88	nan	0	25.48	15.93	2.48	15.93	kafka-001	2018-08-17T03:17:48.135315885Z
16.514	2.64	42.88	nan	0	24.139	15.93	2.61	15.93	kafka-001	2018-08-17T03:17:55.147105904Z
17.627	2.37	42.88	nan	0	25.558	15.93	2.64	15.93	kafka-001	2018-08-17T03:18:02.158850914Z
16.015	2.88	42.88	nan	0	23.834	15.93	2.37	15.93	kafka-001	2018-08-17T03:18:09.174379526Z
17.028	2.42	42.88	2.16	0	25.672	15.93	2.88	15.93	kafka-001	2018-08-17T03:18:16.189877767Z
16.529	3.02	42.88	2.57	0	24.31	15.93	2.42	15.93	kafka-001	2018-08-17T03:18:23.2041577Z
16.584	2.23	42.88	2.66	0	24.574	15.93	3.02	15.93	kafka-001	2018-08-17T03:18:30.217812996Z
16.933	2.33	42.88	2.59	0	25.546	15.93	2.23	15.93	kafka-001	2018-08-17T03:18:37.229122273Z
16.475	2.28	42.88	2.54	0	23.654	15.93	2.33	15.93	kafka-001	2018-08-17T03:18:44.240049875Z
22.722	2.44	42.88	2.53	0	35.942	15.93	2.28	15.93	kafka-001	2018-08-17T03:18:51.2514589Z
20.163	3.33	42.88	2.45	0	28.45	15.93	2.44	15.93	kafka-001	2018-08-17T03:18:58.263015697Z
