net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
404292.117	1.16	74.55	nan	0	308079.368	38.11	0	38.11	cassandra-001	2018-08-16T23:46:13.133904099Z
0.141	1.0	74.55	nan	0	0.171	38.11	1.16	38.11	cassandra-001	2018-08-16T23:46:20.140444538Z
0.183	1.28	74.55	nan	0	0.213	38.11	1.0	38.11	cassandra-001	2018-08-16T23:46:27.150420015Z
0.0	1.08	74.55	nan	0	0.0	38.11	1.28	38.11	cassandra-001	2018-08-16T23:46:34.158608848Z
0.0	1.19	74.55	nan	0	0.0	38.11	1.08	38.11	cassandra-001	2018-08-16T23:46:41.167673697Z
0.0	1.07	74.55	0.95	0	0.0	38.11	1.19	38.11	cassandra-001	2018-08-16T23:46:48.176053144Z
0.324	2.29	74.55	1.13	0	0.384	38.11	1.07	38.11	cassandra-001	2018-08-16T23:46:55.183965961Z
0.0	1.26	74.55	1.32	0	0.0	38.11	2.29	38.11	cassandra-001	2018-08-16T23:47:02.191313116Z
0.0	1.21	74.55	1.36	0	0.0	38.11	1.26	38.11	cassandra-001	2018-08-16T23:47:09.202091406Z
0.0	1.18	74.55	1.35	0	0.0	38.11	1.21	38.11	cassandra-001	2018-08-16T23:47:16.211467834Z
0.141	1.07	74.55	1.37	0	0.171	38.11	1.18	38.11	cassandra-001	2018-08-16T23:47:23.218492379Z
0.183	1.15	74.55	1.35	0	0.213	38.11	1.07	38.11	cassandra-001	2018-08-16T23:47:30.225592896Z
