net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
1182615.618	1.16	75.44	nan	0	385238.93	38.09	0	38.09	cassandra-001	2018-08-17T04:28:28.844687937Z
0.141	1.11	75.44	nan	0	0.171	38.09	1.16	38.09	cassandra-001	2018-08-17T04:28:35.852244161Z
0.141	1.3	75.44	nan	0	0.171	38.09	1.11	38.09	cassandra-001	2018-08-17T04:28:42.864951809Z
0.0	1.03	75.44	nan	0	0.0	38.09	1.3	38.09	cassandra-001	2018-08-17T04:28:49.872845874Z
0.0	1.29	75.44	nan	0	0.0	38.09	1.03	38.09	cassandra-001	2018-08-17T04:28:56.880967827Z
0.141	1.52	75.44	0.98	0	0.171	38.09	1.29	38.09	cassandra-001	2018-08-17T04:29:03.891959138Z
0.141	1.8	75.44	1.24	0	0.171	38.09	1.52	38.09	cassandra-001	2018-08-17T04:29:10.899131878Z
0.0	1.08	75.44	1.34	0	0.0	38.09	1.8	38.09	cassandra-001	2018-08-17T04:29:17.908248763Z
0.0	1.14	75.44	1.34	0	0.0	38.09	1.08	38.09	cassandra-001	2018-08-17T04:29:24.915064214Z
0.141	1.12	75.44	1.31	0	0.171	38.09	1.14	38.09	cassandra-001	2018-08-17T04:29:31.923579827Z
0.0	1.03	75.44	1.33	0	0.0	38.09	1.12	38.09	cassandra-001	2018-08-17T04:29:38.934415302Z
0.141	1.12	75.44	1.28	0	0.171	38.09	1.03	38.09	cassandra-001	2018-08-17T04:29:45.9423286Z
