net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
987136.266	1.97	75.31	nan	2	365988.128	38.06	0	38.06	cassandra-001	2018-08-17T03:20:57.526775589Z
3.347	1.16	75.31	nan	7	0.368	38.06	1.97	38.06	cassandra-001	2018-08-17T03:21:04.535966151Z
20.736	1.14	75.31	nan	11	3.108	38.06	1.16	38.06	cassandra-001	2018-08-17T03:21:11.542938173Z
16.261	1.23	75.31	nan	15	2.41	38.06	1.14	38.06	cassandra-001	2018-08-17T03:21:18.557465222Z
41.539	4.76	75.31	nan	19	5.134	38.06	1.23	38.06	cassandra-001	2018-08-17T03:21:25.565636642Z
25.788	1.12	75.31	1.71	22	2.961	38.06	4.76	38.06	cassandra-001	2018-08-17T03:21:32.572761533Z
28.189	1.16	75.31	1.9	25	3.106	38.06	1.12	38.06	cassandra-001	2018-08-17T03:21:39.581239699Z
65.766	1.13	75.31	1.76	28	8.004	38.06	1.16	38.06	cassandra-001	2018-08-17T03:21:46.587881429Z
36.99	1.3	75.31	1.76	31	4.608	38.06	1.13	38.06	cassandra-001	2018-08-17T03:21:53.595297124Z
80.356	6.61	75.31	1.78	34	9.015	38.06	1.3	38.06	cassandra-001	2018-08-17T03:22:00.604271163Z
44.806	1.08	75.31	2.68	36	5.292	38.06	6.61	38.06	cassandra-001	2018-08-17T03:22:07.611147685Z
47.027	2.94	75.31	2.07	39	5.45	38.06	1.08	38.06	cassandra-001	2018-08-17T03:22:14.617688007Z
100.612	1.14	75.31	2.37	41	11.914	38.06	2.94	38.06	cassandra-001	2018-08-17T03:22:21.624227416Z
52.579	1.22	75.31	2.37	43	4.919	38.06	1.14	38.06	cassandra-001	2018-08-17T03:22:28.630888584Z
110.328	6.77	75.32	2.38	46	9.072	38.06	1.22	38.06	cassandra-001	2018-08-17T03:22:35.637802143Z
57.97	1.23	75.32	3.29	48	5.38	38.06	6.77	38.06	cassandra-001	2018-08-17T03:22:42.647278429Z
58.932	1.17	75.31	2.4	50	6.356	38.06	1.23	38.06	cassandra-001	2018-08-17T03:22:49.654181973Z
124.473	1.17	75.32	2.41	52	14.268	38.06	1.17	38.06	cassandra-001	2018-08-17T03:22:56.661727431Z
64.58	1.37	75.31	2.12	54	5.443	38.06	1.17	38.06	cassandra-001	2018-08-17T03:23:03.669254326Z
136.94	9.81	75.32	2.15	56	12.324	38.06	1.37	38.06	cassandra-001	2018-08-17T03:23:10.67580434Z
71.499	1.14	75.32	3.59	58	7.686	38.04	9.81	38.06	cassandra-001	2018-08-17T03:23:17.684223907Z
73.67	1.13	75.32	2.65	60	7.408	38.06	1.14	38.06	cassandra-001	2018-08-17T03:23:24.693415715Z
145.931	1.15	75.32	2.63	61	12.953	38.07	1.13	38.07	cassandra-001	2018-08-17T03:23:31.70390315Z
