net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
16213191.567	0	3	2018-08-17T19:50:58.440724069Z	88.25	16807060.271	15.93	3.32	nan	kafka-001	15.93
30.37	3.32	7	2018-08-17T19:51:05.451935666Z	88.25	27.18	15.93	4.01	nan	kafka-001	15.93
46.213	4.01	11	2018-08-17T19:51:12.4623346Z	88.25	32.131	15.93	4.24	nan	kafka-001	15.93
65.865	4.24	15	2018-08-17T19:51:19.473976946Z	88.25	45.72	15.93	4.56	nan	kafka-001	15.93
81.672	4.56	19	2018-08-17T19:51:26.486269671Z	88.25	86.92	15.93	5.96	nan	kafka-001	15.93
96.053	5.96	22	2018-08-17T19:51:33.497281548Z	88.26	70.242	15.93	6.7	3.68	kafka-001	15.93
110.864	6.7	25	2018-08-17T19:51:40.508841642Z	88.26	124.298	15.93	8.26	4.8	kafka-001	15.93
122.347	8.26	29	2018-08-17T19:51:47.520683276Z	88.26	93.109	15.93	7.84	5.62	kafka-001	15.93
129.289	7.84	31	2018-08-17T19:51:54.533629915Z	88.26	98.506	15.93	8.22	6.26	kafka-001	15.93
145.65	8.22	34	2018-08-17T19:52:01.54597432Z	88.26	168.15	15.93	8.45	6.92	kafka-001	15.93
157.517	8.45	37	2018-08-17T19:52:08.560105634Z	88.26	120.126	15.93	10.0	7.57	kafka-001	15.93
167.768	10.0	39	2018-08-17T19:52:15.571864708Z	88.26	194.924	15.93	10.23	8.24	kafka-001	15.93
175.443	10.23	42	2018-08-17T19:52:22.582840187Z	88.26	137.289	15.93	10.14	8.83	kafka-001	15.93
182.621	10.14	44	2018-08-17T19:52:29.594717302Z	88.26	140.036	15.93	10.64	9.15	kafka-001	15.93
188.174	10.64	46	2018-08-17T19:52:36.607639208Z	88.26	228.043	15.93	11.67	9.61	kafka-001	15.93
197.513	11.67	48	2018-08-17T19:52:43.622728193Z	88.27	158.885	15.93	12.19	10.19	kafka-001	15.93
207.808	12.19	50	2018-08-17T19:52:50.635544344Z	88.27	253.197	15.93	11.95	10.81	kafka-001	15.93
200.601	11.95	52	2018-08-17T19:52:57.648893387Z	88.27	167.358	15.93	11.09	11.14	kafka-001	15.93
226.865	11.09	54	2018-08-17T19:53:04.660552981Z	88.27	178.098	15.93	13.59	11.28	kafka-001	15.93
233.506	13.59	56	2018-08-17T19:53:11.672887849Z	88.27	270.714	15.93	13.6	11.85	kafka-001	15.93
237.777	13.6	58	2018-08-17T19:53:18.688538066Z	88.27	189.628	15.93	15.4	12.35	kafka-001	15.93
233.384	15.4	60	2018-08-17T19:53:25.698676411Z	88.27	292.99	15.93	20.24	12.97	kafka-001	15.93
253.123	20.24	62	2018-08-17T19:53:32.709629677Z	88.27	193.484	15.93	15.46	14.31	kafka-001	15.93
251.739	15.46	64	2018-08-17T19:53:39.719753561Z	88.28	206.274	15.93	13.19	14.9	kafka-001	15.93
271.434	13.19	65	2018-08-17T19:53:46.732510551Z	88.28	329.486	15.93	16.97	15.25	kafka-001	15.93
265.933	16.97	67	2018-08-17T19:53:53.745339652Z	88.28	216.176	15.93	14.97	15.81	kafka-001	15.93
279.62	14.97	69	2018-08-17T19:54:00.758753993Z	88.29	342.019	15.93	17.89	16.04	kafka-001	15.93
289.995	17.89	70	2018-08-17T19:54:07.771274716Z	88.29	223.11	15.93	17.32	16.45	kafka-001	15.93
297.547	17.32	72	2018-08-17T19:54:14.78267617Z	88.29	238.732	15.93	17.18	15.97	kafka-001	15.93
309.532	17.18	74	2018-08-17T19:54:21.792993116Z	88.29	373.158	15.93	17.96	16.25	kafka-001	15.93
315.386	17.96	75	2018-08-17T19:54:28.805881254Z	88.29	250.454	15.93	19.41	17.05	kafka-001	15.93
321.503	19.41	77	2018-08-17T19:54:35.821520805Z	88.29	390.91	15.93	19.29	17.45	kafka-001	15.93
325.225	19.29	79	2018-08-17T19:54:42.833296383Z	88.3	261.658	15.93	15.56	18.17	kafka-001	15.93
309.853	15.56	80	2018-08-17T19:54:49.844522134Z	88.3	258.552	15.93	18.75	17.79	kafka-001	15.93
339.484	18.75	82	2018-08-17T19:54:56.855903223Z	88.3	404.348	15.93	19.08	18.02	kafka-001	15.93
344.691	19.08	83	2018-08-17T19:55:03.863610032Z	88.3	271.99	15.93	13.44	18.34	kafka-001	15.93
351.543	13.44	85	2018-08-17T19:55:10.872619501Z	88.31	430.492	15.93	21.57	17.59	kafka-001	15.93
