net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
14215681.705	0	2	2018-08-17T15:58:41.394908704Z	77.06	14864296.516	15.93	3.24	nan	kafka-001	15.93
42.325	3.24	7	2018-08-17T15:58:48.40538871Z	77.06	42.587	15.93	4.77	nan	kafka-001	15.93
66.646	4.77	11	2018-08-17T15:58:55.420007204Z	77.06	77.114	15.93	6.05	nan	kafka-001	15.93
83.471	6.05	15	2018-08-17T15:59:02.429617724Z	77.06	75.092	15.93	5.14	nan	kafka-001	15.93
96.379	5.14	19	2018-08-17T15:59:09.441591142Z	77.06	82.843	15.93	6.43	nan	kafka-001	15.93
112.686	6.43	22	2018-08-17T15:59:16.450786624Z	77.06	134.199	15.93	7.05	4.27	kafka-001	15.93
126.043	7.05	25	2018-08-17T15:59:23.461342586Z	77.06	109.114	15.93	8.93	5.45	kafka-001	15.93
142.468	8.93	29	2018-08-17T15:59:30.471267291Z	77.06	170.126	15.93	10.19	6.4	kafka-001	15.93
150.641	10.19	32	2018-08-17T15:59:37.485502847Z	77.06	129.326	15.93	9.55	7.3	kafka-001	15.93
162.609	9.55	34	2018-08-17T15:59:44.495421093Z	77.06	134.896	15.93	9.19	7.88	kafka-001	15.93
177.466	9.19	37	2018-08-17T15:59:51.50570626Z	77.06	216.132	15.93	10.99	8.56	kafka-001	15.93
184.185	10.99	39	2018-08-17T15:59:58.517841667Z	77.06	152.387	15.93	11.63	9.32	kafka-001	15.93
197.031	11.63	42	2018-08-17T16:00:05.526474577Z	77.06	238.48	15.93	8.56	10.08	kafka-001	15.93
201.186	8.56	44	2018-08-17T16:00:12.535318954Z	77.07	172.896	15.93	11.57	10.02	kafka-001	15.93
207.195	11.57	46	2018-08-17T16:00:19.546147538Z	77.07	177.28	15.93	12.85	10.25	kafka-001	15.93
212.44	12.85	48	2018-08-17T16:00:26.555231373Z	77.07	267.922	15.93	11.81	10.8	kafka-001	15.93
220.468	11.81	50	2018-08-17T16:00:33.565955595Z	77.07	189.878	15.93	14.05	11.24	kafka-001	15.93
239.983	14.05	52	2018-08-17T16:00:40.577750345Z	77.07	294.69	15.93	14.85	11.74	kafka-001	15.93
241.771	14.85	54	2018-08-17T16:00:47.592506964Z	77.07	204.34	15.93	13.53	12.28	kafka-001	15.93
250.727	13.53	56	2018-08-17T16:00:54.604960758Z	77.07	204.556	15.93	14.44	13.11	kafka-001	15.93
268.69	14.44	58	2018-08-17T16:01:01.626561462Z	77.07	329.262	15.93	15.03	13.59	kafka-001	15.93
266.323	15.03	60	2018-08-17T16:01:08.637957487Z	77.08	224.834	15.93	17.39	13.95	kafka-001	15.93
260.034	17.39	62	2018-08-17T16:01:15.648923376Z	77.08	333.98	15.93	16.49	14.88	kafka-001	15.93
282.619	16.49	64	2018-08-17T16:01:22.662103373Z	77.08	239.85	15.93	16.35	15.29	kafka-001	15.93
285.511	16.35	66	2018-08-17T16:01:29.672533739Z	77.08	237.32	15.93	15.88	15.54	kafka-001	15.93
300.182	15.88	67	2018-08-17T16:01:36.683926052Z	77.08	364.84	15.93	17.41	15.93	kafka-001	15.93
304.117	17.41	69	2018-08-17T16:01:43.695146702Z	77.09	256.516	15.93	18.7	16.42	kafka-001	15.93
298.99	18.7	71	2018-08-17T16:01:50.708180256Z	77.09	383.27	15.93	19.2	17.04	kafka-001	15.93
311.161	19.2	73	2018-08-17T16:01:57.723228539Z	77.09	266.842	15.93	18.41	17.34	kafka-001	15.93
322.989	18.41	74	2018-08-17T16:02:04.733682435Z	77.09	268.52	15.93	18.61	17.66	kafka-001	15.93
