net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
17186257.359	0	3	2018-08-17T21:45:24.269413207Z	88.62	17743946.592	15.93	2.28	nan	kafka-001	15.93
30.888	2.28	8	2018-08-17T21:45:31.280388279Z	88.62	26.146	15.93	3.05	nan	kafka-001	15.93
49.561	3.05	12	2018-08-17T21:45:38.292553825Z	88.62	34.805	15.93	4.98	nan	kafka-001	15.93
69.484	4.98	16	2018-08-17T21:45:45.305988379Z	88.62	74.284	15.93	5.4	nan	kafka-001	15.93
82.955	5.4	20	2018-08-17T21:45:52.317157253Z	88.62	61.266	15.93	5.59	nan	kafka-001	15.93
98.201	5.59	23	2018-08-17T21:45:59.326928891Z	88.62	70.485	15.93	6.01	3.55	kafka-001	15.93
113.96	6.01	26	2018-08-17T21:46:06.337712218Z	88.62	126.91	15.93	7.45	4.55	kafka-001	15.93
125.405	7.45	29	2018-08-17T21:46:13.349144707Z	88.62	94.515	15.93	9.09	5.41	kafka-001	15.93
135.55	9.09	32	2018-08-17T21:46:20.362423212Z	88.62	159.293	15.93	14.56	6.42	kafka-001	15.93
148.045	14.56	35	2018-08-17T21:46:27.373849072Z	88.62	112.624	15.93	8.31	8.02	kafka-001	15.93
157.567	8.31	38	2018-08-17T21:46:34.386194125Z	88.62	122.917	15.93	9.19	8.5	kafka-001	15.93
170.648	9.19	40	2018-08-17T21:46:41.39814093Z	88.62	200.379	15.93	10.4	9.1	kafka-001	15.93
178.767	10.4	43	2018-08-17T21:46:48.409816777Z	88.63	140.136	15.93	9.97	9.83	kafka-001	15.93
186.168	9.97	45	2018-08-17T21:46:55.419078112Z	88.63	225.436	15.93	10.98	10.25	kafka-001	15.93
193.589	10.98	47	2018-08-17T21:47:02.430192088Z	88.63	153.828	15.93	10.47	10.57	kafka-001	15.93
204.131	10.47	50	2018-08-17T21:47:09.438251021Z	88.63	157.82	15.93	12.11	9.89	kafka-001	15.93
212.348	12.11	52	2018-08-17T21:47:16.449311677Z	88.63	259.216	15.93	11.18	10.52	kafka-001	15.93
216.347	11.18	54	2018-08-17T21:47:23.461934939Z	88.63	175.584	15.93	11.51	10.85	kafka-001	15.93
227.178	11.51	56	2018-08-17T21:47:30.473988117Z	88.64	280.97	15.93	13.42	11.04	kafka-001	15.93
236.383	13.42	58	2018-08-17T21:47:37.485139624Z	88.64	190.954	15.93	14.19	11.61	kafka-001	15.93
246.711	14.19	60	2018-08-17T21:47:44.495750712Z	88.64	196.798	15.93	14.32	12.15	kafka-001	15.93
259.209	14.32	62	2018-08-17T21:47:51.505140902Z	88.64	303.296	15.93	15.04	12.79	kafka-001	15.93
