net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
4288725.508	0	0	2018-08-17T21:40:06.795659229Z	78.74	695378.574	38.12	1.1	nan	cassandra-001	38.12
0.141	1.1	0	2018-08-17T21:40:13.804942787Z	78.75	0.171	38.12	2.07	nan	cassandra-001	38.12
0.141	2.07	0	2018-08-17T21:40:20.812783533Z	78.75	0.171	38.12	1.92	nan	cassandra-001	38.12
0.0	1.92	0	2018-08-17T21:40:27.823576826Z	78.74	0.0	38.12	1.24	nan	cassandra-001	38.12
0.0	1.24	0	2018-08-17T21:40:34.833598736Z	78.74	0.0	38.12	1.16	nan	cassandra-001	38.12
0.0	1.16	0	2018-08-17T21:40:41.841762179Z	78.74	0.0	38.12	1.17	1.25	cassandra-001	38.12
0.141	1.17	0	2018-08-17T21:40:48.850598776Z	78.74	0.171	38.12	1.18	1.44	cassandra-001	38.12
0.141	1.18	0	2018-08-17T21:40:55.85688793Z	78.74	0.171	38.12	1.18	1.46	cassandra-001	38.12
0.0	1.18	0	2018-08-17T21:41:02.863721802Z	78.74	0.0	38.12	1.09	1.31	cassandra-001	38.12
0.0	1.09	0	2018-08-17T21:41:09.871251101Z	78.74	0.0	38.12	1.24	1.17	cassandra-001	38.12
0.141	1.24	0	2018-08-17T21:41:16.881380774Z	78.75	0.171	38.12	3.39	1.17	cassandra-001	38.12
0.141	3.39	0	2018-08-17T21:41:23.891579259Z	78.75	0.171	38.12	1.33	1.54	cassandra-001	38.12
