net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
13224118.971	0	2	2018-08-17T14:03:42.505904224Z	70.23	13898911.718	15.93	2.64	nan	kafka-001	15.93
37.81	2.64	6	2018-08-17T14:03:49.5203809Z	70.23	30.544	15.93	3.62	nan	kafka-001	15.93
64.347	3.62	10	2018-08-17T14:03:56.533470399Z	70.23	89.37	15.93	4.89	nan	kafka-001	15.93
76.165	4.89	14	2018-08-17T14:04:03.545013753Z	70.23	69.921	15.93	4.27	nan	kafka-001	15.93
95.668	4.27	18	2018-08-17T14:04:10.556191393Z	70.23	112.476	15.93	8.02	nan	kafka-001	15.93
106.053	8.02	21	2018-08-17T14:04:17.568769136Z	70.23	91.061	15.93	6.82	3.91	kafka-001	15.93
119.663	6.82	24	2018-08-17T14:04:24.580452036Z	70.23	103.017	15.93	7.79	5.04	kafka-001	15.93
135.926	7.79	27	2018-08-17T14:04:31.59520067Z	70.23	163.11	15.93	8.32	5.9	kafka-001	15.93
142.533	8.32	29	2018-08-17T14:04:38.609770654Z	70.23	119.831	15.93	10.36	6.68	kafka-001	15.93
159.174	10.36	32	2018-08-17T14:04:45.621009038Z	70.23	190.883	15.93	10.86	7.6	kafka-001	15.93
164.348	10.86	35	2018-08-17T14:04:52.632460562Z	70.24	140.022	15.93	9.66	8.7	kafka-001	15.93
170.944	9.66	37	2018-08-17T14:04:59.643575232Z	70.24	143.046	15.93	10.22	8.97	kafka-001	15.93
187.566	10.22	40	2018-08-17T14:05:06.65532785Z	70.24	226.094	15.93	10.3	9.54	kafka-001	15.93
195.699	10.3	42	2018-08-17T14:05:13.665665233Z	70.24	168.291	15.93	10.63	9.95	kafka-001	15.93
208.186	10.63	45	2018-08-17T14:05:20.680552392Z	70.24	250.018	15.93	12.71	10.34	kafka-001	15.93
206.399	12.71	47	2018-08-17T14:05:27.691409288Z	70.24	179.982	15.93	11.83	10.73	kafka-001	15.93
218.593	11.83	49	2018-08-17T14:05:34.702231012Z	70.24	188.95	15.93	11.62	10.89	kafka-001	15.93
231.888	11.62	51	2018-08-17T14:05:41.714523114Z	70.24	289.046	15.93	11.02	11.22	kafka-001	15.93
221.869	11.02	53	2018-08-17T14:05:48.725746916Z	70.25	198.304	15.93	14.68	11.35	kafka-001	15.93
248.048	14.68	55	2018-08-17T14:05:55.742108797Z	70.25	308.432	15.93	16.11	12.08	kafka-001	15.93
248.137	16.11	57	2018-08-17T14:06:02.752332024Z	70.25	208.796	15.93	14.34	13.0	kafka-001	15.93
261.213	14.34	59	2018-08-17T14:06:09.763932743Z	70.25	216.522	15.93	14.92	13.27	kafka-001	15.93
270.208	14.92	61	2018-08-17T14:06:16.774895772Z	70.25	328.518	15.93	16.31	13.78	kafka-001	15.93
279.305	16.31	63	2018-08-17T14:06:23.787584274Z	70.25	234.842	15.93	17.09	14.56	kafka-001	15.93
287.506	17.09	65	2018-08-17T14:06:30.800441681Z	70.26	355.96	15.93	16.5	15.58	kafka-001	15.93
292.073	16.5	66	2018-08-17T14:06:37.813966576Z	70.26	241.262	15.93	22.99	15.88	kafka-001	15.93
298.963	22.99	68	2018-08-17T14:06:44.828035334Z	70.26	248.346	15.93	16.79	17.03	kafka-001	15.93
303.266	16.79	70	2018-08-17T14:06:51.842167057Z	70.26	371.422	15.93	18.46	17.43	kafka-001	15.93
314.927	18.46	72	2018-08-17T14:06:58.853119309Z	70.27	260.814	15.93	19.79	18.02	kafka-001	15.93
324.624	19.79	73	2018-08-17T14:07:05.863978069Z	70.27	387.864	15.93	19.45	18.6	kafka-001	15.93
327.136	19.45	75	2018-08-17T14:07:12.876818246Z	70.27	269.998	15.93	18.07	19.0	kafka-001	15.93
337.134	18.07	77	2018-08-17T14:07:19.888840604Z	70.27	278.257	15.93	20.27	19.26	kafka-001	15.93
345.598	20.27	78	2018-08-17T14:07:26.899181288Z	70.27	421.295	15.93	19.17	18.81	kafka-001	15.93
353.9	19.17	80	2018-08-17T14:07:33.912550452Z	70.27	286.848	15.93	22.23	19.2	kafka-001	15.93
365.942	22.23	81	2018-08-17T14:07:40.929619517Z	70.28	438.484	15.93	20.13	19.83	kafka-001	15.93
361.398	20.13	83	2018-08-17T14:07:47.941093903Z	70.28	298.402	15.93	20.8	19.89	kafka-001	15.93
370.177	20.8	85	2018-08-17T14:07:54.952209748Z	70.28	304.704	15.93	21.34	20.11	kafka-001	15.93
371.342	21.34	86	2018-08-17T14:08:01.965741685Z	70.28	456.562	15.93	22.26	20.66	kafka-001	15.93
383.773	22.26	88	2018-08-17T14:08:08.978077519Z	70.29	312.416	15.93	21.73	20.99	kafka-001	15.93
383.595	21.73	89	2018-08-17T14:08:15.994195913Z	70.29	468.408	15.93	23.56	21.42	kafka-001	15.93
383.666	23.56	91	2018-08-17T14:08:23.003995088Z	70.29	321.566	15.93	21.56	21.64	kafka-001	15.93
396.384	21.56	92	2018-08-17T14:08:30.015293035Z	70.3	327.226	15.93	24.28	21.88	kafka-001	15.93
399.793	24.28	93	2018-08-17T14:08:37.027369284Z	70.3	497.022	15.93	21.9	22.46	kafka-001	15.93
410.227	21.9	95	2018-08-17T14:08:44.039785171Z	70.3	339.522	15.93	24.73	22.55	kafka-001	15.93
419.712	24.73	96	2018-08-17T14:08:51.04866142Z	70.3	517.077	15.93	22.95	22.96	kafka-001	15.93
423.105	22.95	98	2018-08-17T14:08:58.060276762Z	70.31	348.304	15.93	24.52	23.16	kafka-001	15.93
430.984	24.52	99	2018-08-17T14:09:05.07173999Z	70.31	525.709	15.93	24.97	23.32	kafka-001	15.93
430.107	24.97	100	2018-08-17T14:09:12.082367907Z	70.31	355.171	15.93	24.67	23.89	kafka-001	15.93
426.357	24.67	101	2018-08-17T14:09:19.094254536Z	70.32	349.288	15.93	23.01	23.96	kafka-001	15.93
445.076	23.01	103	2018-08-17T14:09:26.105729516Z	70.32	546.03	15.93	25.42	24.14	kafka-001	15.93
453.291	25.42	104	2018-08-17T14:09:33.115155156Z	70.32	375.522	15.93	25.96	24.26	kafka-001	15.93
455.936	25.96	105	2018-08-17T14:09:40.125655341Z	70.32	564.288	15.93	27.79	24.76	kafka-001	15.93
462.305	27.79	107	2018-08-17T14:09:47.135429372Z	70.33	382.644	15.93	25.33	25.3	kafka-001	15.93
466.255	25.33	108	2018-08-17T14:09:54.146879512Z	70.33	381.942	15.93	27.68	25.36	kafka-001	15.93
477.862	27.68	109	2018-08-17T14:10:01.158776045Z	70.33	577.79	15.93	33.63	25.87	kafka-001	15.93
475.299	33.63	110	2018-08-17T14:10:08.1715818Z	70.34	392.911	15.93	28.43	27.64	kafka-001	15.93
490.564	28.43	111	2018-08-17T14:10:15.184634023Z	70.34	593.33	15.93	33.33	28.14	kafka-001	15.93
486.494	33.33	113	2018-08-17T14:10:22.197549681Z	70.34	397.037	15.93	25.92	29.37	kafka-001	15.93
488.472	25.92	114	2018-08-17T14:10:29.209692898Z	70.35	397.638	15.93	32.02	29.05	kafka-001	15.93
503.754	32.02	115	2018-08-17T14:10:36.221037453Z	70.35	614.996	15.93	28.32	30.17	kafka-001	15.93
507.189	28.32	116	2018-08-17T14:10:43.233900892Z	70.35	412.616	15.93	28.76	30.28	kafka-001	15.93
511.326	28.76	117	2018-08-17T14:10:50.245744494Z	70.36	622.962	15.93	29.86	29.46	kafka-001	15.93
508.329	29.86	119	2018-08-17T14:10:57.256665104Z	70.36	418.647	15.93	28.28	29.7	kafka-001	15.93
519.855	28.28	120	2018-08-17T14:11:04.272773677Z	70.36	423.793	15.93	29.96	28.86	kafka-001	15.93
524.734	29.96	121	2018-08-17T14:11:11.283045091Z	70.37	640.494	15.93	28.95	29.53	kafka-001	15.93
523.373	28.95	122	2018-08-17T14:11:18.295186507Z	70.37	430.706	15.93	30.32	29.02	kafka-001	15.93
