net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
16213101.802	0	0	2018-08-17T19:45:41.157167102Z	88.25	16807004.702	15.93	1.63	nan	kafka-001	15.93
2.065	1.63	0	2018-08-17T19:45:48.171104501Z	88.25	1.232	15.93	2.08	nan	kafka-001	15.93
2.532	2.08	0	2018-08-17T19:45:55.18547962Z	88.25	1.466	15.93	1.75	nan	kafka-001	15.93
2.297	1.75	0	2018-08-17T19:46:02.197536542Z	88.25	1.31	15.93	1.7	nan	kafka-001	15.93
2.209	1.7	0	2018-08-17T19:46:09.215383329Z	88.25	1.318	15.93	1.87	nan	kafka-001	15.93
2.556	1.87	0	2018-08-17T19:46:16.23058841Z	88.25	1.49	15.93	1.77	1.5	kafka-001	15.93
2.615	1.77	0	2018-08-17T19:46:23.244750577Z	88.25	1.686	15.93	2.23	1.8	kafka-001	15.93
3.492	2.23	0	2018-08-17T19:46:30.256762456Z	88.25	2.252	15.93	1.87	1.9	kafka-001	15.93
1.921	1.87	0	2018-08-17T19:46:37.269573684Z	88.25	1.146	15.93	1.52	1.87	kafka-001	15.93
2.009	1.52	0	2018-08-17T19:46:44.28588875Z	88.25	1.138	15.93	1.65	1.83	kafka-001	15.93
2.922	1.65	0	2018-08-17T19:46:51.301129674Z	88.25	1.682	15.93	1.64	1.82	kafka-001	15.93
2.065	1.64	0	2018-08-17T19:46:58.314870094Z	88.25	1.232	15.93	2.8	1.78	kafka-001	15.93
