net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
15206962.253	0	0	2018-08-17T17:48:47.126925218Z	83.91	15830432.62	15.93	2.4	nan	kafka-001	15.93
16.271	2.4	0	2018-08-17T17:48:54.141785521Z	83.91	23.634	15.93	2.97	nan	kafka-001	15.93
16.098	2.97	0	2018-08-17T17:49:01.158398111Z	83.91	23.94	15.93	7.97	nan	kafka-001	15.93
17.473	7.97	0	2018-08-17T17:49:08.172300264Z	83.91	25.78	15.93	2.65	nan	kafka-001	15.93
15.978	2.65	0	2018-08-17T17:49:15.184592467Z	83.91	24.026	15.93	2.65	nan	kafka-001	15.93
17.261	2.65	0	2018-08-17T17:49:22.196190382Z	83.91	25.366	15.93	2.48	3.11	kafka-001	15.93
17.281	2.48	0	2018-08-17T17:49:29.210376724Z	83.91	24.382	15.93	2.53	3.52	kafka-001	15.93
19.352	2.53	0	2018-08-17T17:49:36.226012759Z	83.91	26.549	15.93	2.5	3.54	kafka-001	15.93
15.593	2.5	0	2018-08-17T17:49:43.237268126Z	83.91	23.548	15.93	2.77	3.46	kafka-001	15.93
16.704	2.77	0	2018-08-17T17:49:50.248824786Z	83.91	24.026	15.93	2.24	2.6	kafka-001	15.93
17.539	2.24	0	2018-08-17T17:49:57.259694189Z	83.91	25.78	15.93	2.13	2.53	kafka-001	15.93
15.473	2.13	0	2018-08-17T17:50:04.271724532Z	83.91	23.568	15.93	1.97	2.44	kafka-001	15.93
