sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
3	37.65	160165.693	19931.613	1.45	2018-08-19T08:13:23.578669366Z	0	nan	37.64	cassandra-001	82.94
7	37.65	10.639	1.474	4.83	2018-08-19T08:13:30.587734391Z	1.45	nan	37.65	cassandra-001	82.94
12	37.65	11.933	1.54	8.96	2018-08-19T08:13:37.596902063Z	4.83	nan	37.65	cassandra-001	82.94
16	37.65	16.345	2.252	1.18	2018-08-19T08:13:44.603250611Z	8.96	nan	37.65	cassandra-001	82.94
20	37.65	43.685	6.031	1.32	2018-08-19T08:13:51.611429784Z	1.18	nan	37.65	cassandra-001	82.94
23	37.65	27.556	3.542	1.39	2018-08-19T08:13:58.619201042Z	1.32	2.96	37.65	cassandra-001	82.94
27	37.64	60.937	6.012	6.68	2018-08-19T08:14:05.626830612Z	1.39	3.19	37.64	cassandra-001	82.94
29	37.64	35.342	3.592	1.29	2018-08-19T08:14:12.634404033Z	6.68	4.06	37.64	cassandra-001	82.94
32	37.64	37.449	3.419	1.19	2018-08-19T08:14:19.641508225Z	1.29	3.47	37.64	cassandra-001	82.94
35	37.64	83.783	9.424	1.31	2018-08-19T08:14:26.650483806Z	1.19	2.18	37.64	cassandra-001	82.94
38	37.64	44.155	4.46	1.36	2018-08-19T08:14:33.658786804Z	1.31	2.2	37.64	cassandra-001	82.94
40	37.64	98.18	9.868	5.96	2018-08-19T08:14:40.66869191Z	1.36	2.2	37.64	cassandra-001	82.94
43	37.64	52.215	5.553	1.29	2018-08-19T08:14:47.677352645Z	5.96	2.96	37.64	cassandra-001	82.94
45	37.64	53.44	4.114	1.27	2018-08-19T08:14:54.687650823Z	1.29	2.07	37.64	cassandra-001	82.94
47	37.64	115.833	12.186	1.26	2018-08-19T08:15:01.695067229Z	1.27	2.06	37.64	cassandra-001	82.94
49	37.64	61.18	7.28	1.33	2018-08-19T08:15:08.704351908Z	1.26	2.07	37.64	cassandra-001	82.94
51	37.64	127.568	15.099	7.92	2018-08-19T08:15:15.712414785Z	1.33	2.08	37.64	cassandra-001	82.94
53	37.64	60.684	7.78	1.3	2018-08-19T08:15:22.720785198Z	7.92	3.17	37.64	cassandra-001	82.94
55	37.64	67.947	7.212	1.42	2018-08-19T08:15:29.729143742Z	1.3	2.4	37.64	cassandra-001	82.94
57	37.64	140.337	14.158	1.25	2018-08-19T08:15:36.736336181Z	1.42	2.42	37.64	cassandra-001	82.94
59	37.64	72.427	6.814	1.35	2018-08-19T08:15:43.747091635Z	1.25	2.41	37.64	cassandra-001	82.94
61	37.64	149.837	14.365	8.11	2018-08-19T08:15:50.75484329Z	1.35	2.43	37.64	cassandra-001	82.94
63	37.64	78.051	6.522	1.32	2018-08-19T08:15:57.763054054Z	8.11	3.56	37.64	cassandra-001	82.94
65	37.64	75.824	6.944	1.2	2018-08-19T08:16:04.770924604Z	1.32	2.46	37.64	cassandra-001	82.94
67	37.56	164.0	14.388	1.17	2018-08-19T08:16:11.780392511Z	1.2	2.44	37.56	cassandra-001	82.86
69	37.56	83.294	6.427	1.32	2018-08-19T08:16:18.789090077Z	1.17	2.4	37.56	cassandra-001	82.86
70	37.56	170.046	16.972	9.72	2018-08-19T08:16:25.798528074Z	1.32	2.41	37.56	cassandra-001	82.86
72	37.56	90.823	9.198	1.26	2018-08-19T08:16:32.804896639Z	9.72	3.81	37.56	cassandra-001	82.86
74	37.56	89.692	9.95	1.26	2018-08-19T08:16:39.81248687Z	1.26	2.67	37.56	cassandra-001	82.86
75	37.56	182.648	22.221	1.14	2018-08-19T08:16:46.821361035Z	1.26	2.66	37.56	cassandra-001	82.86
77	37.56	95.713	8.866	1.39	2018-08-19T08:16:53.831248484Z	1.14	2.65	37.56	cassandra-001	82.86
78	37.56	196.717	20.78	9.01	2018-08-19T08:17:00.840442551Z	1.39	2.68	37.56	cassandra-001	82.86
80	37.56	100.517	10.396	3.29	2018-08-19T08:17:07.850033461Z	9.01	3.96	37.56	cassandra-001	82.86
81	37.56	101.913	11.808	1.23	2018-08-19T08:17:14.860156945Z	3.29	2.89	37.56	cassandra-001	82.86
82	37.56	201.496	19.839	1.21	2018-08-19T08:17:21.868268235Z	1.23	2.89	37.56	cassandra-001	82.86
84	37.56	101.838	11.952	1.23	2018-08-19T08:17:28.876938251Z	1.21	2.88	37.56	cassandra-001	82.86
85	37.56	209.808	21.54	11.06	2018-08-19T08:17:35.885346212Z	1.23	2.89	37.56	cassandra-001	82.86
87	37.57	105.637	9.852	2.9	2018-08-19T08:17:42.894115242Z	11.06	4.5	37.57	cassandra-001	80.88
89	37.57	110.811	13.877	1.15	2018-08-19T08:17:49.901369977Z	2.9	3.49	37.57	cassandra-001	80.87
90	37.57	226.008	23.926	1.19	2018-08-19T08:17:56.909395096Z	1.15	3.13	37.57	cassandra-001	80.88
92	37.57	112.78	11.672	1.31	2018-08-19T08:18:03.917602021Z	1.19	3.12	37.57	cassandra-001	80.88
93	37.57	225.387	23.488	10.34	2018-08-19T08:18:10.925815855Z	1.31	3.14	37.57	cassandra-001	80.88
94	37.57	116.299	11.987	1.22	2018-08-19T08:18:17.936062602Z	10.34	4.66	37.57	cassandra-001	80.88
