sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	37.3	160123.817	19097.271	1.64	2018-08-19T08:08:06.364435427Z	0	nan	37.3	cassandra-001	82.58
0	37.32	0.0	0.0	1.31	2018-08-19T08:08:13.373425163Z	1.64	nan	37.29	cassandra-001	82.61
0	37.32	2.965	59.547	7.58	2018-08-19T08:08:20.381900532Z	1.31	nan	37.29	cassandra-001	82.61
0	37.32	0.0	0.0	1.26	2018-08-19T08:08:27.389932494Z	7.58	nan	37.32	cassandra-001	82.6
0	37.32	0.0	0.0	1.11	2018-08-19T08:08:34.398050867Z	1.26	nan	37.32	cassandra-001	82.6
0	37.31	0.0	0.0	1.27	2018-08-19T08:08:41.406530477Z	1.11	2.15	37.31	cassandra-001	82.61
0	37.31	0.0	0.0	1.17	2018-08-19T08:08:48.45676642Z	1.27	2.36	37.31	cassandra-001	82.6
0	37.39	0.282	0.342	1.14	2018-08-19T08:08:55.463280291Z	1.17	2.28	37.37	cassandra-001	82.68
0	37.47	0.0	0.0	1.26	2018-08-19T08:09:02.470649192Z	1.14	2.26	37.45	cassandra-001	82.76
0	37.47	0.0	0.0	1.11	2018-08-19T08:09:09.479898419Z	1.26	1.2	37.47	cassandra-001	82.76
0	37.49	2.965	59.547	1.23	2018-08-19T08:09:16.487141366Z	1.11	1.18	37.46	cassandra-001	82.77
0	37.49	0.0	0.0	1.29	2018-08-19T08:09:23.497818448Z	1.23	1.2	37.46	cassandra-001	82.77
