sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	15.97	19144748.015	19620247.042	1.59	2018-08-19T07:12:27.581965261Z	0	nan	15.97	kafka-001	89.45
0	15.97	2.607	1.584	1.6	2018-08-19T07:12:34.59374039Z	1.59	nan	15.97	kafka-001	89.45
0	15.97	3.774	2.164	1.73	2018-08-19T07:12:41.605642108Z	1.6	nan	15.97	kafka-001	89.18
0	15.97	3.039	1.698	2.37	2018-08-19T07:12:48.621434891Z	1.73	nan	15.97	kafka-001	89.18
0	15.97	3.218	1.76	1.94	2018-08-19T07:12:55.633050792Z	2.37	nan	15.97	kafka-001	89.18
0	15.97	2.673	1.506	1.39	2018-08-19T07:13:02.645694428Z	1.94	1.54	15.97	kafka-001	89.18
0	15.97	3.357	2.074	1.55	2018-08-19T07:13:09.65883801Z	1.39	1.77	15.97	kafka-001	89.18
0	15.97	4.524	2.654	1.48	2018-08-19T07:13:16.673233395Z	1.55	1.76	15.97	kafka-001	89.18
0	15.97	2.673	1.506	2.54	2018-08-19T07:13:23.687191221Z	1.48	1.74	15.97	kafka-001	89.18
0	15.97	3.918	2.25	2.18	2018-08-19T07:13:30.699850378Z	2.54	1.88	15.97	kafka-001	89.18
0	15.97	3.215	1.999	1.73	2018-08-19T07:13:37.711711471Z	2.18	1.85	15.97	kafka-001	89.18
0	15.97	2.649	1.626	1.4	2018-08-19T07:13:44.723113607Z	1.73	1.81	15.97	kafka-001	89.18
