sensor_count	memory_rss%	net_receive	net_send	container_cpu%	timestamp	host_cpu	host_moving_avg_cpu	memory_active_anon%	name	memory%
0	15.97	19901142.015	20342297.819	1.82	2018-08-19T10:53:26.365296508Z	0	nan	15.97	kafka-001	89.18
0	15.97	1.865	1.052	2.34	2018-08-19T10:53:33.37895885Z	1.82	nan	15.97	kafka-001	89.18
0	15.97	2.532	1.466	1.73	2018-08-19T10:53:40.390637806Z	2.34	nan	15.97	kafka-001	89.18
0	15.97	2.497	1.568	1.55	2018-08-19T10:53:47.404830064Z	1.73	nan	15.97	kafka-001	89.18
0	15.97	2.009	1.138	1.49	2018-08-19T10:53:54.419775998Z	1.55	nan	15.97	kafka-001	89.18
0	15.97	2.556	1.49	1.55	2018-08-19T10:54:01.431038556Z	1.49	1.49	15.97	kafka-001	89.18
0	15.97	2.815	1.866	2.45	2018-08-19T10:54:08.443491506Z	1.55	1.75	15.97	kafka-001	89.18
0	15.97	3.282	2.1	2.1	2018-08-19T10:54:15.456796791Z	2.45	1.85	15.97	kafka-001	89.18
0	15.97	1.931	1.118	1.61	2018-08-19T10:54:22.469038235Z	2.1	1.81	15.97	kafka-001	89.18
0	15.97	2.209	1.318	1.5	2018-08-19T10:54:29.481758653Z	1.61	1.79	15.97	kafka-001	89.18
0	15.97	2.922	1.682	1.68	2018-08-19T10:54:36.493411685Z	1.5	1.78	15.97	kafka-001	89.18
0	15.97	2.021	1.208	2.23	2018-08-19T10:54:43.50791194Z	1.68	1.81	15.97	kafka-001	89.18
