memory%	memory_active_anon%	host_moving_avg_cpu	memory_rss%	sensor_count	timestamp	net_send	host_cpu	net_receive	container_cpu%	name
75.95	37.71	59.96	37.71	63	2018-08-08T20:31:47.381452401Z	0.0	66.49	0.0	67.42	cassandra-001
76.28	37.7	61.65	37.7	65	2018-08-08T20:31:54.388906116Z	0.0	67.42	0.0	60.75	cassandra-001
76.3	37.71	59.82	37.71	67	2018-08-08T20:32:01.396393375Z	0.0	60.75	0.0	50.11	cassandra-001
76.64	37.71	59.63	37.71	68	2018-08-08T20:32:08.403954374Z	0.342	50.11	0.282	59.34	cassandra-001
77.0	37.71	61.19	37.71	70	2018-08-08T20:32:15.41181505Z	0.0	59.34	0.0	76.44	cassandra-001
77.35	37.71	63.42	37.71	71	2018-08-08T20:32:22.42031508Z	0.0	76.44	0.0	85.94	cassandra-001
77.72	37.71	66.67	37.71	73	2018-08-08T20:32:29.427402499Z	0.0	85.94	0.0	65.18	cassandra-001
78.27	37.72	66.29	37.72	75	2018-08-08T20:32:36.434248209Z	0.342	65.18	0.282	89.54	cassandra-001
79.4	37.72	71.09	37.72	76	2018-08-08T20:32:43.440804662Z	0.0	89.54	0.0	116.17	cassandra-001
81.21	37.72	82.1	37.72	78	2018-08-08T20:32:50.448803555Z	0.0	116.17	0.0	102.28	cassandra-001
83.0	37.72	89.26	37.72	79	2018-08-08T20:32:57.456376794Z	0.0	102.28	0.0	119.07	cassandra-001
84.82	37.72	96.36	37.72	80	2018-08-08T20:33:04.466014007Z	59.695	119.07	2.965	104.4	cassandra-001
85.4	37.72	99.44	37.72	82	2018-08-08T20:33:11.47219386Z	0.0	104.4	0.0	68.62	cassandra-001
80.69	37.73	100.01	37.73	83	2018-08-08T20:33:18.482432123Z	59.695	68.62	2.833	80.36	cassandra-001
81.11	37.71	98.48	37.71	84	2018-08-08T20:33:25.490036642Z	0.0	80.36	0.0	81.39	cassandra-001
81.54	37.71	92.69	37.71	86	2018-08-08T20:33:32.497291393Z	0.0	81.39	0.0	81.04	cassandra-001
81.98	37.71	89.15	37.71	87	2018-08-08T20:33:39.504250972Z	0.0	81.04	0.0	67.4	cassandra-001
83.7	37.71	80.54	37.71	88	2018-08-08T20:33:46.510723495Z	0.342	67.4	0.282	143.87	cassandra-001
82.56	37.71	87.11	37.71	90	2018-08-08T20:33:53.519760734Z	59.497	143.87	2.767	83.29	cassandra-001
83.0	37.7	89.56	37.7	90	2018-08-08T20:34:00.526894701Z	0.0	83.29	0.0	89.01	cassandra-001
83.46	37.7	91.0	37.7	90	2018-08-08T20:34:07.535747426Z	0.0	89.01	0.0	73.93	cassandra-001
83.91	37.7	89.76	37.7	90	2018-08-08T20:34:14.544596477Z	0.0	73.93	0.0	92.62	cassandra-001
84.47	37.7	91.69	37.7	90	2018-08-08T20:34:21.555689743Z	0.342	92.62	0.282	73.97	cassandra-001
84.91	37.7	92.78	37.7	90	2018-08-08T20:34:28.566910412Z	0.0	73.97	0.0	81.11	cassandra-001
85.38	37.7	82.32	37.7	90	2018-08-08T20:34:35.577506534Z	59.563	81.11	2.965	101.51	cassandra-001
85.83	37.7	85.36	37.7	90	2018-08-08T20:34:42.586325306Z	0.0	101.51	0.0	100.73	cassandra-001
87.58	37.7	87.31	37.7	90	2018-08-08T20:34:49.592973092Z	0.0	100.73	0.0	85.02	cassandra-001
87.89	37.7	89.16	37.7	90	2018-08-08T20:34:56.600522752Z	0.0	85.02	0.0	98.28	cassandra-001
89.76	37.7	90.1	37.7	91	2018-08-08T20:35:03.614343539Z	59.365	98.28	3.163	111.86	cassandra-001
91.63	37.7	96.42	37.7	93	2018-08-08T20:35:10.621764218Z	0.0	111.86	0.0	139.22	cassandra-001
92.28	37.7	106.1	37.7	94	2018-08-08T20:35:17.629707871Z	0.0	139.22	0.0	44.63	cassandra-001
87.0	37.7	96.62	37.7	95	2018-08-08T20:35:24.635316421Z	0.0	44.63	0.0	97.81	cassandra-001
87.48	37.7	96.14	37.7	97	2018-08-08T20:35:31.642390444Z	0.342	97.81	0.282	89.95	cassandra-001
87.97	37.7	96.96	37.7	98	2018-08-08T20:35:38.651942424Z	0.042	89.95	0.042	92.93	cassandra-001
88.48	37.7	96.07	37.7	100	2018-08-08T20:35:45.664158566Z	0.0	92.93	0.0	96.37	cassandra-001
88.68	37.7	93.49	37.7	101	2018-08-08T20:35:52.672405843Z	0.0	96.37	0.0	85.81	cassandra-001
89.2	37.7	84.58	37.7	103	2018-08-08T20:35:59.679228771Z	0.0	85.81	0.0	94.65	cassandra-001
89.73	37.7	92.92	37.7	104	2018-08-08T20:36:06.687096837Z	0.342	94.65	0.282	103.19	cassandra-001
90.25	37.7	93.82	37.7	106	2018-08-08T20:36:13.694248757Z	0.0	103.19	0.0	100.69	cassandra-001
90.47	37.7	95.61	37.7	107	2018-08-08T20:36:20.701171515Z	0.0	100.69	0.0	88.24	cassandra-001
91.0	37.7	94.82	37.7	109	2018-08-08T20:36:27.707562744Z	0.0	88.24	0.0	87.14	cassandra-001
91.55	37.7	93.29	37.7	110	2018-08-08T20:36:34.714638765Z	0.342	87.14	0.282	102.58	cassandra-001
92.33	37.7	96.08	37.7	112	2018-08-08T20:36:41.720451114Z	0.042	102.58	0.042	172.91	cassandra-001
92.29	37.7	109.12	37.7	113	2018-08-08T20:36:48.726118367Z	0.0	172.91	0.0	124.79	cassandra-001
92.47	37.7	112.72	37.7	115	2018-08-08T20:36:55.732641012Z	0.0	124.79	0.0	120.85	cassandra-001
92.38	37.7	116.08	37.7	115	2018-08-08T20:37:02.73837394Z	0.342	120.85	0.282	78.88	cassandra-001
92.29	37.7	114.52	37.7	115	2018-08-08T20:37:09.74748863Z	0.0	78.88	0.0	91.86	cassandra-001
88.3	37.73	115.31	37.73	115	2018-08-08T20:37:16.756237424Z	0.0	91.86	0.0	61.04	cassandra-001
87.12	37.68	108.39	37.68	115	2018-08-08T20:37:23.763737572Z	0.0	61.04	0.0	81.28	cassandra-001
87.68	37.67	93.12	37.67	115	2018-08-08T20:37:30.771779513Z	0.342	81.28	0.282	99.87	cassandra-001
88.37	37.67	88.96	37.67	115	2018-08-08T20:37:37.778408194Z	0.0	99.87	0.0	95.53	cassandra-001
88.92	37.67	84.74	37.67	115	2018-08-08T20:37:44.788129215Z	59.695	95.53	2.767	91.55	cassandra-001
89.51	37.68	86.85	37.68	115	2018-08-08T20:37:51.795295921Z	0.0	91.55	0.0	110.18	cassandra-001
90.07	37.68	89.91	37.68	115	2018-08-08T20:37:58.803975201Z	0.0	110.18	0.0	106.76	cassandra-001
90.34	37.68	97.53	37.68	117	2018-08-08T20:38:05.810296543Z	59.761	106.76	3.031	83.34	cassandra-001
90.93	37.68	97.87	37.68	118	2018-08-08T20:38:12.817164379Z	0.0	83.34	0.0	95.01	cassandra-001
91.5	37.68	97.06	37.68	119	2018-08-08T20:38:19.824231446Z	0.0	95.01	0.0	77.03	cassandra-001
92.39	37.68	93.98	37.68	121	2018-08-08T20:38:26.837410424Z	0.0	77.03	0.0	95.8	cassandra-001
92.57	37.68	94.69	37.68	122	2018-08-08T20:38:33.845692746Z	0.342	95.8	0.282	142.88	cassandra-001
92.27	37.68	100.14	37.68	124	2018-08-08T20:38:40.854342815Z	0.0	142.88	0.0	136.85	cassandra-001
92.31	37.68	105.15	37.68	125	2018-08-08T20:38:47.864498883Z	0.0	136.85	0.0	196.41	cassandra-001
92.52	37.68	124.0	37.68	125	2018-08-08T20:38:54.871830878Z	0.0	196.41	0.0	95.39	cassandra-001
87.71	37.68	124.06	37.68	125	2018-08-08T20:39:01.877592406Z	0.342	95.39	0.282	134.19	cassandra-001
89.71	37.68	133.59	37.68	125	2018-08-08T20:39:08.885518137Z	0.042	134.19	0.042	146.66	cassandra-001
91.84	37.68	142.06	37.68	125	2018-08-08T20:39:15.893187035Z	59.497	146.66	2.767	132.7	cassandra-001
92.57	37.68	140.37	37.68	125	2018-08-08T20:39:22.902338769Z	0.0	132.7	0.0	134.37	cassandra-001
92.29	37.68	139.95	37.68	125	2018-08-08T20:39:29.908345606Z	0.0	134.37	0.0	124.56	cassandra-001
91.7	37.68	127.98	37.68	125	2018-08-08T20:39:36.914407369Z	0.0	124.56	0.0	137.33	cassandra-001
92.4	37.68	134.97	37.68	125	2018-08-08T20:39:43.92137598Z	0.342	137.33	0.282	113.03	cassandra-001
92.48	37.69	131.44	37.69	125	2018-08-08T20:39:50.93271804Z	0.0	113.03	0.0	168.22	cassandra-001
92.56	37.69	135.04	37.69	125	2018-08-08T20:39:57.940572988Z	0.0	168.22	0.0	114.39	cassandra-001
92.48	37.72	131.98	37.72	125	2018-08-08T20:40:04.950825081Z	0.0	114.39	0.0	132.39	cassandra-001
92.36	37.72	131.65	37.72	125	2018-08-08T20:40:11.957415124Z	0.342	132.39	0.282	98.31	cassandra-001
