host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	38.27	2018-08-20T02:03:10.332097257Z	cassandra-001	0	0	905108.742	3.19	172882.293	38.27	79.51
nan	38.27	2018-08-20T02:03:17.34125129Z	cassandra-001	0	3.19	0.0	1.38	0.0	38.27	79.51
nan	38.27	2018-08-20T02:03:24.348899881Z	cassandra-001	0	1.38	0.0	1.4	0.0	38.27	79.51
nan	38.27	2018-08-20T02:03:31.355526056Z	cassandra-001	0	1.4	0.0	1.42	0.0	38.27	79.51
nan	38.27	2018-08-20T02:03:38.362581292Z	cassandra-001	0	1.42	0.0	1.24	0.0	38.27	79.51
1.44	38.27	2018-08-20T02:03:45.369055895Z	cassandra-001	0	1.24	6.128	5.7	118.962	38.27	79.51
2.39	38.27	2018-08-20T02:03:52.376487927Z	cassandra-001	0	5.7	0.0	1.28	0.0	38.27	79.52
2.07	38.27	2018-08-20T02:03:59.38445329Z	cassandra-001	0	1.28	0.0	1.23	0.0	38.27	79.51
2.05	38.27	2018-08-20T02:04:06.391706204Z	cassandra-001	0	1.23	0.0	1.62	0.0	38.27	79.51
2.08	38.28	2018-08-20T02:04:13.398828202Z	cassandra-001	0	1.62	0.0	1.31	0.0	38.28	79.52
2.06	38.29	2018-08-20T02:04:20.406409173Z	cassandra-001	0	1.31	3.445	6.33	59.955	38.26	79.53
2.91	38.29	2018-08-20T02:04:27.412924286Z	cassandra-001	0	6.33	0.0	1.24	0.0	38.29	79.53
