host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	15.97	2018-08-19T21:43:14.732726372Z	kafka-001	0	0	20147950.503	1.41	20576570.411	15.97	89.47
nan	15.97	2018-08-19T21:43:21.746729985Z	kafka-001	0	1.41	3.032	1.58	1.632	15.97	89.47
nan	15.97	2018-08-19T21:43:28.759626422Z	kafka-001	0	1.58	2.607	2.37	1.44	15.97	89.47
nan	15.97	2018-08-19T21:43:35.773703304Z	kafka-001	0	2.37	3.464	2.24	1.89	15.97	89.47
nan	15.97	2018-08-19T21:43:42.785294538Z	kafka-001	0	2.24	2.793	1.61	1.712	15.97	89.47
1.54	15.97	2018-08-19T21:43:49.796977164Z	kafka-001	0	1.61	2.673	1.53	1.506	15.97	89.47
1.79	15.97	2018-08-19T21:43:56.810570648Z	kafka-001	0	1.53	3.782	1.98	2.41	15.97	89.47
1.88	15.97	2018-08-19T21:44:03.821560056Z	kafka-001	0	1.98	3.501	2.35	2.304	15.97	89.47
2.01	15.97	2018-08-19T21:44:10.833211975Z	kafka-001	0	2.35	3.84	2.17	2.086	15.97	89.47
1.98	15.97	2018-08-19T21:44:17.845561548Z	kafka-001	0	2.17	2.607	1.47	1.44	15.97	89.47
1.85	15.97	2018-08-19T21:44:24.856937095Z	kafka-001	0	1.47	2.339	1.46	1.352	15.97	89.47
1.83	15.97	2018-08-19T21:44:31.868393393Z	kafka-001	0	1.46	2.49	1.65	1.424	15.97	89.47
