host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	15.97	2018-08-19T22:47:49.99970172Z	kafka-001	0	0	20389330.862	1.55	20807403.104	15.97	89.5
nan	15.97	2018-08-19T22:47:57.016740194Z	kafka-001	0	1.55	2.595	1.66	1.47	15.97	89.51
nan	15.97	2018-08-19T22:48:04.028409296Z	kafka-001	0	1.66	2.751	2.35	1.526	15.97	89.5
nan	15.97	2018-08-19T22:48:11.040865506Z	kafka-001	0	2.35	3.32	1.55	2.026	15.97	89.51
nan	15.97	2018-08-19T22:48:18.051793581Z	kafka-001	0	1.55	2.895	1.66	1.612	15.97	89.5
1.46	15.97	2018-08-19T22:48:25.064037741Z	kafka-001	0	1.66	2.244	1.79	1.294	15.97	89.5
1.76	15.97	2018-08-19T22:48:32.0751306Z	kafka-001	0	1.79	2.969	1.65	1.924	15.97	89.5
1.78	15.97	2018-08-19T22:48:39.086232895Z	kafka-001	0	1.65	2.671	2.18	1.78	15.97	89.51
1.86	15.97	2018-08-19T22:48:46.097288553Z	kafka-001	0	2.18	2.556	1.68	1.49	15.97	89.51
1.75	15.97	2018-08-19T22:48:53.109112249Z	kafka-001	0	1.68	2.153	2.0	1.224	15.97	89.5
1.83	15.97	2018-08-19T22:49:00.12119566Z	kafka-001	0	2.0	2.922	1.95	1.682	15.97	89.51
1.87	15.97	2018-08-19T22:49:07.13296697Z	kafka-001	0	1.95	1.963	1.7	1.188	15.97	89.51
