host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	15.97	2018-08-19T23:52:28.27785344Z	kafka-001	0	0	20630559.678	2.62	21038159.666	15.97	89.78
nan	15.97	2018-08-19T23:52:35.291010209Z	kafka-001	0	2.62	3.074	1.75	1.818	15.97	89.78
nan	15.97	2018-08-19T23:52:42.30306798Z	kafka-001	0	1.75	2.607	1.49	1.44	15.97	89.79
nan	15.97	2018-08-19T23:52:49.315982075Z	kafka-001	0	1.49	3.039	1.44	1.698	15.97	89.79
nan	15.97	2018-08-19T23:52:56.331323631Z	kafka-001	0	1.44	3.918	1.54	2.184	15.97	89.79
1.47	15.97	2018-08-19T23:53:03.344850997Z	kafka-001	0	1.54	1.931	2.5	1.118	15.97	89.79
1.89	15.97	2018-08-19T23:53:10.357435668Z	kafka-001	0	2.5	3.824	1.79	2.308	15.97	89.78
1.75	15.97	2018-08-19T23:53:17.37439681Z	kafka-001	0	1.79	2.815	1.52	1.866	15.97	89.79
1.71	15.97	2018-08-19T23:53:24.385246449Z	kafka-001	0	1.52	1.931	1.59	1.118	15.97	89.78
1.73	15.97	2018-08-19T23:53:31.396907585Z	kafka-001	0	1.59	2.634	1.72	1.51	15.97	89.79
1.78	15.97	2018-08-19T23:53:38.411231525Z	kafka-001	0	1.72	2.497	2.65	1.568	15.97	89.79
1.96	15.97	2018-08-19T23:53:45.424608388Z	kafka-001	0	2.65	2.532	2.03	1.466	15.97	89.79
