host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	15.97	2018-08-19T22:53:08.258211Z	kafka-001	2	0	20389418.869	2.69	20807458.379	15.97	89.51
nan	15.97	2018-08-19T22:53:15.269460074Z	kafka-001	6	2.69	26.145	3.79	23.712	15.97	89.51
nan	15.97	2018-08-19T22:53:22.282564025Z	kafka-001	11	3.79	43.571	3.88	30.335	15.97	89.51
nan	15.97	2018-08-19T22:53:29.293135117Z	kafka-001	15	3.88	63.581	4.36	44.347	15.97	89.51
nan	15.97	2018-08-19T22:53:36.306749381Z	kafka-001	19	4.36	82.144	5.31	85.884	15.97	89.51
3.34	15.97	2018-08-19T22:53:43.31854038Z	kafka-001	22	5.31	91.183	7.03	68.068	15.97	89.51
4.51	15.97	2018-08-19T22:53:50.330306576Z	kafka-001	25	7.03	110.744	7.84	123.446	15.97	89.51
5.37	15.97	2018-08-19T22:53:57.342234552Z	kafka-001	28	7.84	119.865	8.11	91.413	15.97	89.51
6.09	15.97	2018-08-19T22:54:04.353485959Z	kafka-001	30	8.11	127.723	7.04	94.553	15.97	89.52
6.61	15.97	2018-08-19T22:54:11.364361063Z	kafka-001	33	7.04	143.266	9.51	164.552	15.97	89.52
7.47	15.97	2018-08-19T22:54:18.37715154Z	kafka-001	36	9.51	147.059	9.28	115.236	15.97	89.52
8.14	15.97	2018-08-19T22:54:25.390373665Z	kafka-001	38	9.28	162.3	10.05	192.822	15.97	89.52
8.64	15.97	2018-08-19T22:54:32.401835465Z	kafka-001	41	10.05	168.501	9.62	134.436	15.97	89.52
8.94	15.97	2018-08-19T22:54:39.413209604Z	kafka-001	43	9.62	179.145	10.87	137.966	15.97	89.52
9.4	15.97	2018-08-19T22:54:46.425556272Z	kafka-001	45	10.87	189.53	11.92	228.11	15.97	89.52
10.21	15.97	2018-08-19T22:54:53.43905571Z	kafka-001	48	11.92	189.619	19.42	155.195	15.97	89.52
11.86	15.97	2018-08-19T22:55:00.453777034Z	kafka-001	50	19.42	209.118	12.69	245.387	15.97	89.52
12.43	15.97	2018-08-19T22:55:07.464289668Z	kafka-001	52	12.69	215.975	11.43	173.294	15.97	89.53
12.66	15.97	2018-08-19T22:55:14.476249951Z	kafka-001	54	11.43	222.935	10.58	177.968	15.97	89.53
12.82	15.97	2018-08-19T22:55:21.486935662Z	kafka-001	56	10.58	227.712	15.0	281.062	15.97	89.53
13.51	15.97	2018-08-19T22:55:28.499553525Z	kafka-001	58	15.0	231.577	13.3	185.342	15.97	89.53
13.74	15.97	2018-08-19T22:55:35.512007733Z	kafka-001	60	13.3	248.592	15.43	299.095	15.97	89.53
13.07	15.97	2018-08-19T22:55:42.527475409Z	kafka-001	62	15.43	257.237	15.83	204.027	15.97	89.53
13.6	15.97	2018-08-19T22:55:49.539568768Z	kafka-001	64	15.83	260.101	15.76	208.156	15.97	89.54
14.32	15.97	2018-08-19T22:55:56.552121759Z	kafka-001	66	15.76	277.274	16.3	326.024	15.97	89.54
15.27	15.97	2018-08-19T22:56:03.564298993Z	kafka-001	67	16.3	278.983	18.05	221.443	15.97	89.54
15.78	15.97	2018-08-19T22:56:10.577462328Z	kafka-001	69	18.05	291.798	18.38	347.47	15.97	89.54
16.62	15.97	2018-08-19T22:56:17.590201273Z	kafka-001	71	18.38	298.665	17.39	234.344	15.97	89.54
16.95	15.97	2018-08-19T22:56:24.601142798Z	kafka-001	72	17.39	302.813	17.2	239.38	15.97	89.55
17.18	15.97	2018-08-19T22:56:31.611264686Z	kafka-001	74	17.2	305.036	18.76	371.842	15.97	89.55
17.68	15.97	2018-08-19T22:56:38.623500934Z	kafka-001	76	18.76	318.443	19.86	250.444	15.97	89.55
18.27	15.97	2018-08-19T22:56:45.63559525Z	kafka-001	77	19.86	314.764	20.28	385.95	15.97	89.55
18.65	15.97	2018-08-19T22:56:52.649293971Z	kafka-001	79	20.28	327.245	15.71	259.154	15.97	89.55
18.2	15.97	2018-08-19T22:56:59.659218348Z	kafka-001	80	15.71	332.949	19.3	263.156	15.97	89.56
18.52	15.97	2018-08-19T22:57:06.670515246Z	kafka-001	82	19.3	343.432	18.95	409.59	15.97	89.56
18.81	15.97	2018-08-19T22:57:13.680126916Z	kafka-001	84	18.95	345.679	21.42	274.936	15.97	89.56
19.25	15.97	2018-08-19T22:57:20.69148073Z	kafka-001	85	21.42	356.778	21.16	430.892	15.97	89.56
19.47	15.97	2018-08-19T22:57:27.703829291Z	kafka-001	87	21.16	351.998	20.34	284.566	15.97	89.57
19.48	15.97	2018-08-19T22:57:34.716187945Z	kafka-001	88	20.34	364.144	21.66	291.326	15.97	89.57
20.47	15.97	2018-08-19T22:57:41.727339241Z	kafka-001	89	21.66	367.478	22.18	445.367	15.97	89.57
20.95	15.97	2018-08-19T22:57:48.738746262Z	kafka-001	91	22.18	370.601	20.59	299.426	15.97	89.57
21.22	15.97	2018-08-19T22:57:55.75143976Z	kafka-001	92	20.59	385.49	22.67	463.95	15.97	89.58
21.43	15.97	2018-08-19T22:58:02.762929627Z	kafka-001	93	22.67	390.819	19.25	308.054	15.97	89.58
21.12	15.97	2018-08-19T22:58:09.774872716Z	kafka-001	95	19.25	390.009	22.18	312.744	15.97	89.58
21.42	15.97	2018-08-19T22:58:16.787267914Z	kafka-001	96	22.18	391.624	23.3	478.817	15.97	89.58
21.7	15.97	2018-08-19T22:58:23.800351551Z	kafka-001	97	23.3	401.033	23.93	321.112	15.97	89.59
21.99	15.97	2018-08-19T22:58:30.811595776Z	kafka-001	99	23.93	409.622	25.12	496.028	15.97	89.59
22.74	15.97	2018-08-19T22:58:37.82654412Z	kafka-001	100	25.12	408.323	18.57	329.638	15.97	89.59
22.06	15.97	2018-08-19T22:58:44.837882278Z	kafka-001	101	18.57	418.134	24.29	336.335	15.97	89.6
22.9	15.97	2018-08-19T22:58:51.850145221Z	kafka-001	103	24.29	409.892	25.25	513.986	15.97	89.6
23.41	15.97	2018-08-19T22:58:58.861333107Z	kafka-001	104	25.25	428.64	23.42	345.106	15.97	89.6
23.43	15.97	2018-08-19T22:59:05.872360127Z	kafka-001	105	23.42	437.171	26.56	526.954	15.97	89.61
23.87	15.97	2018-08-19T22:59:12.884163223Z	kafka-001	107	26.56	427.403	23.76	346.426	15.97	89.61
23.64	15.97	2018-08-19T22:59:19.896535927Z	kafka-001	108	23.76	444.872	25.02	355.328	15.97	89.61
24.72	15.97	2018-08-19T22:59:26.907665833Z	kafka-001	109	25.02	454.738	23.46	547.804	15.97	89.61
24.58	15.97	2018-08-19T22:59:33.918558121Z	kafka-001	110	23.46	455.533	27.42	365.107	15.97	89.62
24.94	15.97	2018-08-19T22:59:40.928186404Z	kafka-001	111	27.42	460.188	25.22	562.018	15.97	89.62
25.24	15.97	2018-08-19T22:59:47.941454665Z	kafka-001	113	25.22	462.347	27.83	372.226	15.97	89.62
25.45	15.97	2018-08-19T22:59:54.953277322Z	kafka-001	114	27.83	476.455	27.51	373.834	15.97	89.63
26.08	15.97	2018-08-19T23:00:01.966150913Z	kafka-001	115	27.51	479.84	27.25	580.984	15.97	89.63
26.45	15.97	2018-08-19T23:00:08.975244274Z	kafka-001	116	27.25	483.063	27.84	386.284	15.97	89.64
27.18	15.97	2018-08-19T23:00:15.986154565Z	kafka-001	117	27.84	489.394	28.86	593.231	15.97	89.64
27.42	15.97	2018-08-19T23:00:22.997743535Z	kafka-001	118	28.86	487.595	27.35	387.616	15.97	89.64
27.77	15.97	2018-08-19T23:00:30.00974143Z	kafka-001	120	27.35	491.944	28.09	394.656	15.97	89.64
27.82	15.97	2018-08-19T23:00:37.021256039Z	kafka-001	121	28.09	499.097	26.63	601.791	15.97	89.65
27.67	15.97	2018-08-19T23:00:44.031412673Z	kafka-001	122	26.63	500.907	29.53	398.839	15.97	89.65
28.05	15.97	2018-08-19T23:00:51.041167157Z	kafka-001	123	29.53	511.624	29.77	620.521	15.97	89.66
28.37	15.97	2018-08-19T23:00:58.056451153Z	kafka-001	124	29.77	511.359	29.1	408.092	15.97	89.66
28.41	15.97	2018-08-19T23:01:05.067856088Z	kafka-001	125	29.1	519.174	29.36	631.397	15.97	89.66
28.75	15.97	2018-08-19T23:01:12.078519455Z	kafka-001	126	29.36	511.735	29.89	414.655	15.97	89.66
29.05	15.97	2018-08-19T23:01:19.090318885Z	kafka-001	128	29.89	523.256	29.11	420.093	15.97	89.67
29.46	15.97	2018-08-19T23:01:26.102205754Z	kafka-001	129	29.11	536.973	29.72	654.965	15.97	89.67
29.49	15.97	2018-08-19T23:01:33.119045529Z	kafka-001	130	29.72	536.528	30.7	425.017	15.97	89.68
29.65	15.97	2018-08-19T23:01:40.130627678Z	kafka-001	131	30.7	539.751	30.86	664.908	15.97	89.68
29.94	15.97	2018-08-19T23:01:47.143927856Z	kafka-001	132	30.86	546.87	32.26	440.463	15.97	89.69
30.42	15.97	2018-08-19T23:01:54.154782931Z	kafka-001	133	32.26	546.674	32.61	440.121	15.97	89.69
30.88	15.97	2018-08-19T23:02:01.16621856Z	kafka-001	134	32.61	554.588	31.87	669.986	15.97	89.69
31.34	15.97	2018-08-19T23:02:08.182573086Z	kafka-001	135	31.87	553.751	30.97	444.456	15.97	89.7
31.54	15.97	2018-08-19T23:02:15.193855488Z	kafka-001	136	30.97	564.668	33.75	695.619	15.97	89.7
32.05	15.97	2018-08-19T23:02:22.204435707Z	kafka-001	137	33.75	567.377	28.5	446.682	15.97	89.71
31.66	15.97	2018-08-19T23:02:29.217852821Z	kafka-001	138	28.5	561.535	33.56	450.422	15.97	89.71
31.88	15.97	2018-08-19T23:02:36.229349166Z	kafka-001	139	33.56	572.754	33.57	700.948	15.97	89.71
