host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	38.16	2018-08-20T00:58:01.681629772Z	cassandra-001	0	0	803208.131	11.59	161582.002	38.16	91.78
nan	38.16	2018-08-20T00:58:08.688444387Z	cassandra-001	0	11.59	0.0	33.69	0.0	38.16	91.56
nan	38.16	2018-08-20T00:58:15.695198208Z	cassandra-001	0	33.69	0.0	39.88	0.0	38.16	91.46
nan	38.16	2018-08-20T00:58:22.701539148Z	cassandra-001	0	39.88	0.0	32.96	0.0	38.16	91.56
nan	38.16	2018-08-20T00:58:29.713527523Z	cassandra-001	0	32.96	0.282	43.75	0.342	38.16	91.75
26.98	38.16	2018-08-20T00:58:36.720469016Z	cassandra-001	0	43.75	0.0	6.49	0.0	38.16	91.8
28.06	38.16	2018-08-20T00:58:43.72864617Z	cassandra-001	0	6.49	0.0	33.82	0.0	38.16	91.52
31.76	38.16	2018-08-20T00:58:50.735613565Z	cassandra-001	0	33.82	0.0	39.56	0.0	38.16	91.61
32.74	38.16	2018-08-20T00:58:57.742521381Z	cassandra-001	0	39.56	0.282	36.85	0.342	38.16	91.69
32.24	38.15	2018-08-20T00:59:04.749104707Z	cassandra-001	0	36.85	0.0	20.98	0.0	38.15	91.62
30.24	38.12	2018-08-20T00:59:11.756266418Z	cassandra-001	0	20.98	0.0	3.94	0.0	38.12	91.65
23.61	38.16	2018-08-20T00:59:18.763782932Z	cassandra-001	0	3.94	0.0	33.12	0.0	38.16	91.64
