host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	15.97	2018-08-19T20:43:50.670820912Z	kafka-001	2	0	19905965.443	8.5	20344934.069	15.97	89.19
nan	15.97	2018-08-19T20:43:57.684602938Z	kafka-001	6	8.5	25.601	3.19	15.82	15.97	89.19
nan	15.97	2018-08-19T20:44:04.698682882Z	kafka-001	11	3.19	44.667	3.7	28.869	15.97	89.19
nan	15.97	2018-08-19T20:44:11.712751984Z	kafka-001	15	3.7	63.586	5.1	66.25	15.97	89.19
nan	15.97	2018-08-19T20:44:18.722130823Z	kafka-001	18	5.1	78.921	6.41	56.901	15.97	89.19
4.48	15.97	2018-08-19T20:44:25.734928695Z	kafka-001	21	6.41	94.166	6.68	102.059	15.97	89.19
5.6	15.97	2018-08-19T20:44:32.745480117Z	kafka-001	25	6.68	105.931	6.9	79.304	15.97	89.19
5.33	15.97	2018-08-19T20:44:39.757435007Z	kafka-001	28	6.9	116.721	7.11	89.702	15.97	89.19
5.98	15.97	2018-08-19T20:44:46.76813647Z	kafka-001	30	7.11	131.048	7.78	148.251	15.97	89.19
6.66	15.97	2018-08-19T20:44:53.782661763Z	kafka-001	33	7.78	139.183	9.09	107.228	15.97	89.2
7.33	15.97	2018-08-19T20:45:00.793256075Z	kafka-001	35	9.09	149.976	9.98	172.411	15.97	89.2
7.92	15.97	2018-08-19T20:45:07.805569204Z	kafka-001	37	9.98	157.641	9.69	123.0	15.97	89.2
8.42	15.97	2018-08-19T20:45:14.817680949Z	kafka-001	40	9.69	165.937	9.7	129.936	15.97	89.2
8.89	15.97	2018-08-19T20:45:21.838492Z	kafka-001	42	9.7	174.99	10.22	208.531	15.97	89.2
9.41	15.97	2018-08-19T20:45:28.849759432Z	kafka-001	44	10.22	185.601	18.65	145.13	15.97	89.2
11.22	15.97	2018-08-19T20:45:35.860887221Z	kafka-001	46	18.65	195.184	12.01	232.002	15.97	89.2
11.71	15.97	2018-08-19T20:45:42.872306417Z	kafka-001	48	12.01	185.527	10.89	153.802	15.97	89.2
11.86	15.97	2018-08-19T20:45:49.884286225Z	kafka-001	50	10.89	209.327	10.61	160.628	15.97	89.21
12.01	15.97	2018-08-19T20:45:56.896943076Z	kafka-001	52	10.61	217.08	14.11	259.01	15.97	89.21
12.75	15.97	2018-08-19T20:46:03.908805466Z	kafka-001	54	14.11	218.873	14.16	177.42	15.97	89.21
13.4	15.97	2018-08-19T20:46:10.921003624Z	kafka-001	56	14.16	230.606	14.6	281.664	15.97	89.21
12.73	15.97	2018-08-19T20:46:17.931478051Z	kafka-001	58	14.6	225.791	14.51	186.444	15.97	89.21
13.15	15.97	2018-08-19T20:46:24.942940897Z	kafka-001	60	14.51	244.747	15.25	188.464	15.97	89.21
13.87	15.97	2018-08-19T20:46:31.954475255Z	kafka-001	61	15.25	255.194	13.4	308.454	15.97	89.21
14.34	15.97	2018-08-19T20:46:38.964125977Z	kafka-001	63	13.4	249.125	17.35	204.934	15.97	89.21
14.88	15.97	2018-08-19T20:46:45.975186071Z	kafka-001	65	17.35	269.03	14.42	322.202	15.97	89.22
14.92	15.97	2018-08-19T20:46:52.985174633Z	kafka-001	67	14.42	268.432	13.39	217.876	15.97	89.22
