host_moving_avg_cpu	memory_rss%	timestamp	name	sensor_count	host_cpu	net_receive	container_cpu%	net_send	memory_active_anon%	memory%
nan	37.88	2018-08-19T23:57:45.316145456Z	cassandra-001	1	0	701610.213	2.79	150619.218	37.88	74.2
nan	37.88	2018-08-19T23:57:52.3238299Z	cassandra-001	5	2.79	3.925	1.26	0.5	37.88	74.2
nan	37.93	2018-08-19T23:57:59.333638569Z	cassandra-001	9	1.26	7.936	1.2	1.04	37.9	74.24
nan	37.95	2018-08-19T23:58:06.34436739Z	cassandra-001	13	1.2	25.944	1.56	2.974	37.92	74.26
nan	37.95	2018-08-19T23:58:13.352156283Z	cassandra-001	17	1.56	18.168	1.23	2.277	37.95	74.26
1.34	37.95	2018-08-19T23:58:20.360625739Z	cassandra-001	19	1.23	44.756	6.39	5.252	37.95	74.27
2.4	37.97	2018-08-19T23:58:27.367568083Z	cassandra-001	23	6.39	26.236	1.24	2.684	37.94	74.28
2.15	37.97	2018-08-19T23:58:34.374630784Z	cassandra-001	26	1.24	28.712	1.29	2.934	37.97	74.28
2.15	37.98	2018-08-19T23:58:41.383630882Z	cassandra-001	29	1.29	66.993	1.29	7.581	37.98	74.3
2.17	37.98	2018-08-19T23:58:48.392271784Z	cassandra-001	32	1.29	36.491	6.68	3.618	37.98	74.3
3.02	37.98	2018-08-19T23:58:55.400690157Z	cassandra-001	34	6.68	82.001	5.98	8.844	37.98	74.3
3.81	37.98	2018-08-19T23:59:02.410164405Z	cassandra-001	36	5.98	45.021	1.31	5.028	37.98	74.3
2.96	37.98	2018-08-19T23:59:09.421345961Z	cassandra-001	39	1.31	46.595	2.73	4.816	37.98	74.3
3.21	37.98	2018-08-19T23:59:16.431638985Z	cassandra-001	41	2.73	98.266	1.33	10.791	37.98	74.3
3.22	37.98	2018-08-19T23:59:23.440957Z	cassandra-001	44	1.33	54.379	1.23	6.266	37.98	74.3
3.21	37.98	2018-08-19T23:59:30.451164939Z	cassandra-001	46	1.23	114.085	7.18	12.794	37.98	74.3
3.29	37.98	2018-08-19T23:59:37.458631119Z	cassandra-001	48	7.18	60.789	1.22	6.792	37.98	74.3
2.5	37.98	2018-08-19T23:59:44.467247983Z	cassandra-001	50	1.22	62.69	1.1	7.147	37.98	74.3
