host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
1.97	15.93	1.68	kafka-001	1.93	15.93	2018-08-18T02:36:22.920835273Z	1.952	89.1	100	2.959
1.68	15.93	1.43	kafka-001	1.84	15.93	2018-08-18T02:36:29.932009698Z	1.29	89.1	101	1.987
1.43	15.93	1.64	kafka-001	1.82	15.93	2018-08-18T02:36:36.945764641Z	1.69	89.1	102	2.834
1.64	15.93	2.31	kafka-001	1.82	15.93	2018-08-18T02:36:43.958541074Z	1.49	89.1	104	2.497
2.31	15.93	2.36	kafka-001	1.94	15.93	2018-08-18T02:36:50.971008146Z	2.148	89.1	105	3.96
2.36	15.93	1.71	kafka-001	1.9	15.93	2018-08-18T02:36:57.98577416Z	0.966	89.1	106	1.721
1.71	15.93	1.55	kafka-001	1.86	15.93	2018-08-18T02:37:04.996566749Z	1.49	89.1	107	2.497
1.55	15.93	1.57	kafka-001	1.83	15.93	2018-08-18T02:37:12.007410309Z	1.596	89.1	109	2.778
1.57	15.93	2.51	kafka-001	1.86	15.93	2018-08-18T02:37:19.018271458Z	1.052	89.1	110	1.865
2.51	15.93	1.69	kafka-001	2.0	15.93	2018-08-18T02:37:26.028737207Z	1.684	89.1	111	2.808
1.69	15.93	1.85	kafka-001	1.9	15.93	2018-08-18T02:37:33.043002776Z	2.304	89.1	112	3.567
1.85	15.93	1.75	kafka-001	1.81	15.93	2018-08-18T02:37:40.054521523Z	1.82	89.1	113	2.886
1.75	15.93	1.62	kafka-001	1.82	15.93	2018-08-18T02:37:47.068007136Z	1.052	89.11	114	1.865
1.62	15.93	2.3	kafka-001	1.83	15.93	2018-08-18T02:37:54.080742944Z	1.49	89.11	116	2.497
2.3	15.93	1.65	kafka-001	1.95	15.93	2018-08-18T02:38:01.093121776Z	1.51	89.1	117	2.634
1.65	15.93	1.76	kafka-001	1.81	15.93	2018-08-18T02:38:08.104325484Z	1.008	89.1	117	1.763
1.76	15.93	1.76	kafka-001	1.82	15.93	2018-08-18T02:38:15.116148907Z	1.682	89.1	117	2.922
1.76	15.93	1.9	kafka-001	1.81	15.93	2018-08-18T02:38:23.128629246Z	1.576	89.1	117	2.641
1.9	15.93	1.76	kafka-001	1.83	15.93	2018-08-18T02:38:31.14145314Z	2.183	89.1	117	3.496
1.76	15.93	2.17	kafka-001	1.86	15.93	2018-08-18T02:38:39.152833992Z	1.612	89.1	118	2.895
2.17	15.93	1.61	kafka-001	1.83	15.93	2018-08-18T02:38:47.166741985Z	2.44	89.1	118	3.956
1.61	15.93	1.81	kafka-001	1.83	15.93	2018-08-18T02:38:55.183661529Z	2.23	89.1	118	3.528
1.81	15.93	2.03	kafka-001	1.84	15.93	2018-08-18T02:39:03.195226987Z	1.576	89.1	118	2.641
2.03	15.93	1.75	kafka-001	1.88	15.93	2018-08-18T02:39:11.207534443Z	1.596	89.1	118	2.778
1.75	15.93	1.83	kafka-001	1.86	15.93	2018-08-18T02:39:19.220251854Z	1.266	89.1	118	2.195
1.83	15.93	1.64	kafka-001	1.87	15.93	2018-08-18T02:39:27.232435255Z	1.596	89.1	118	2.778
1.64	15.93	1.72	kafka-001	1.78	15.93	2018-08-18T02:39:35.246224577Z	1.768	89.1	118	3.066
1.72	15.93	2.54	kafka-001	1.8	15.93	2018-08-18T02:39:43.267396493Z	1.576	89.1	118	2.641
2.54	15.93	1.82	kafka-001	1.92	15.93	2018-08-18T02:39:51.278467809Z	1.596	89.1	118	2.778
1.82	15.93	1.59	kafka-001	1.88	15.93	2018-08-18T02:39:59.290509114Z	1.662	89.1	118	2.591
1.59	15.93	1.55	kafka-001	1.86	15.93	2018-08-18T02:40:07.301152932Z	2.124	89.1	118	3.306
1.55	15.93	1.33	kafka-001	1.81	15.93	2018-08-18T02:40:14.319923931Z	1.622	89.11	119	2.629
1.33	15.93	1.59	kafka-001	1.76	15.93	2018-08-18T02:40:21.332852297Z	1.51	89.11	121	2.634
1.59	15.93	2.49	kafka-001	1.74	15.93	2018-08-18T02:40:28.34636722Z	1.052	89.1	122	1.865
2.49	15.93	1.75	kafka-001	1.73	15.93	2018-08-18T02:40:35.35891885Z	1.596	89.1	123	2.778
1.75	15.93	1.46	kafka-001	1.72	15.93	2018-08-18T02:40:42.372644959Z	1.446	89.1	124	2.395
1.46	15.93	1.51	kafka-001	1.7	15.93	2018-08-18T02:40:49.384390616Z	1.052	89.1	125	1.865
1.51	15.93	1.63	kafka-001	1.69	15.93	2018-08-18T02:40:56.396833762Z	1.51	89.1	126	2.634
1.63	15.93	2.45	kafka-001	1.74	15.93	2018-08-18T02:41:03.407554167Z	1.49	89.1	127	2.497
2.45	15.93	1.97	kafka-001	1.88	15.93	2018-08-18T02:41:10.418204226Z	1.49	89.1	128	2.556
1.97	15.93	1.46	kafka-001	1.8	15.93	2018-08-18T02:41:17.428314434Z	1.556	89.1	129	2.369
1.46	15.93	1.41	kafka-001	1.75	15.93	2018-08-18T02:41:24.441559681Z	2.018	89.1	130	3.025
1.41	15.93	1.7	kafka-001	1.74	15.93	2018-08-18T02:41:31.452642552Z	1.51	89.1	131	2.634
1.7	15.93	2.29	kafka-001	1.77	15.93	2018-08-18T02:41:38.465061882Z	1.052	89.1	132	1.865
2.29	15.93	1.88	kafka-001	1.88	15.93	2018-08-18T02:41:45.475746889Z	1.596	89.1	133	2.778
1.88	15.93	1.48	kafka-001	1.79	15.93	2018-08-18T02:41:52.487760072Z	1.49	89.11	134	2.497
1.48	15.93	1.59	kafka-001	1.7	15.93	2018-08-18T02:41:59.498326182Z	1.008	89.1	135	1.763
1.59	15.93	1.51	kafka-001	1.73	15.93	2018-08-18T02:42:06.507449152Z	1.51	89.1	136	2.634
1.51	15.93	2.57	kafka-001	1.74	15.93	2018-08-18T02:42:13.518368721Z	1.49	89.1	137	2.497
2.57	15.93	2.02	kafka-001	1.89	15.93	2018-08-18T02:42:20.527846302Z	1.424	89.1	138	2.49
2.02	15.93	1.44	kafka-001	1.84	15.93	2018-08-18T02:42:27.538863749Z	1.25	89.1	139	2.063
1.44	15.93	1.56	kafka-001	1.77	15.93	2018-08-18T02:42:34.547706515Z	1.952	89.1	140	2.959
1.56	15.93	1.63	kafka-001	1.78	15.93	2018-08-18T02:42:41.559145527Z	1.948	89.1	141	3.072
1.63	15.93	2.59	kafka-001	1.79	15.93	2018-08-18T02:42:48.569233473Z	1.052	89.1	141	1.865
2.59	15.93	1.78	kafka-001	1.97	15.93	2018-08-18T02:42:55.582942627Z	1.596	89.1	141	2.778
1.78	15.93	1.55	kafka-001	1.84	15.93	2018-08-18T02:43:02.594625369Z	1.842	89.1	141	3.039
1.55	15.93	1.58	kafka-001	1.76	15.93	2018-08-18T02:43:09.609464619Z	1.354	89.1	141	2.463
1.58	15.93	1.81	kafka-001	1.78	15.93	2018-08-18T02:43:16.620013228Z	1.904	89.11	141	3.218
1.81	15.93	2.42	kafka-001	1.82	15.93	2018-08-18T02:43:23.63221051Z	1.49	89.11	141	2.497
2.42	15.93	2.22	kafka-001	1.96	15.93	2018-08-18T02:43:30.643129181Z	1.789	89.11	141	3.208
2.22	15.93	1.49	kafka-001	1.89	15.93	2018-08-18T02:43:37.656369499Z	1.44	89.11	141	2.607
1.49	15.93	1.65	kafka-001	1.85	15.93	2018-08-18T02:43:44.669327606Z	2.028	89.11	141	3.369
1.65	15.93	1.64	kafka-001	1.86	15.93	2018-08-18T02:43:51.680403565Z	2.18	89.11	141	3.638
1.64	15.93	2.57	kafka-001	1.87	15.93	2018-08-18T02:43:58.689221316Z	1.538	89.11	141	2.371
2.57	15.93	1.98	kafka-001	2.0	15.93	2018-08-18T02:44:05.700136011Z	1.596	89.11	141	2.778
