host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
0	15.93	1.58	kafka-001	nan	15.93	2018-08-18T02:56:07.002872454Z	18680253.646	89.11	0	18156575.169
1.58	15.93	2.49	kafka-001	nan	15.93	2018-08-18T02:56:14.015992353Z	1.052	89.1	0	1.865
2.49	15.93	1.62	kafka-001	nan	15.93	2018-08-18T02:56:21.030294348Z	1.424	89.1	0	2.49
1.62	15.93	1.78	kafka-001	nan	15.93	2018-08-18T02:56:28.042302116Z	1.49	89.11	0	2.497
1.78	15.93	1.81	kafka-001	nan	15.93	2018-08-18T02:56:35.051276099Z	1.552	89.1	0	2.676
1.81	15.93	1.63	kafka-001	1.55	15.93	2018-08-18T02:56:42.065437957Z	1.118	89.11	0	1.931
1.63	15.93	2.27	kafka-001	1.82	15.93	2018-08-18T02:56:49.074512413Z	2.074	89.1	0	3.357
2.27	15.93	1.84	kafka-001	1.93	15.93	2018-08-18T02:56:56.089690895Z	2.81	89.1	0	4.524
1.84	15.93	1.9	kafka-001	1.82	15.93	2018-08-18T02:57:03.102522093Z	1.506	89.11	0	2.673
1.9	15.93	1.82	kafka-001	1.87	15.93	2018-08-18T02:57:10.116115295Z	1.51	89.1	0	2.634
1.82	15.93	1.64	kafka-001	1.88	15.93	2018-08-18T02:57:17.12865515Z	1.31	89.11	0	2.297
1.64	15.93	2.16	kafka-001	1.85	15.93	2018-08-18T02:57:24.141710973Z	1.274	89.11	0	2.107
