host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
0	15.95	1.42	kafka-001	nan	15.95	2018-08-18T03:25:06.804289788Z	18680602.486	89.13	0	18157151.655
1.42	15.95	2.45	kafka-001	nan	15.95	2018-08-18T03:25:13.817699683Z	1.232	89.13	0	2.065
2.45	15.95	1.94	kafka-001	nan	15.95	2018-08-18T03:25:20.832868396Z	1.424	89.13	0	2.49
1.94	15.95	1.54	kafka-001	nan	15.95	2018-08-18T03:25:27.844395203Z	1.352	89.13	0	2.339
1.54	15.95	1.53	kafka-001	nan	15.95	2018-08-18T03:25:34.855858139Z	1.318	89.13	0	2.209
1.53	15.95	1.55	kafka-001	1.48	15.95	2018-08-18T03:25:41.866838712Z	1.424	89.13	0	2.49
1.55	15.95	2.34	kafka-001	1.74	15.95	2018-08-18T03:25:48.879990955Z	1.818	89.13	0	2.747
2.34	15.95	1.71	kafka-001	1.89	15.95	2018-08-18T03:25:55.893624286Z	2.124	89.13	0	3.306
1.71	15.95	1.55	kafka-001	1.77	15.95	2018-08-18T03:26:02.903848336Z	1.298	89.13	0	2.131
1.55	15.95	1.49	kafka-001	1.7	15.95	2018-08-18T03:26:09.913642439Z	1.18	89.13	0	2.051
1.49	15.95	1.67	kafka-001	1.7	15.95	2018-08-18T03:26:16.92640064Z	1.682	89.13	0	2.922
1.67	15.95	2.55	kafka-001	1.72	15.95	2018-08-18T03:26:23.937835417Z	1.232	89.13	0	2.065
