host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
0	38.27	1.17	cassandra-001	nan	38.27	2018-08-18T03:01:24.115495292Z	737456.556	60.78	1	4699086.32
1.17	38.27	1.24	cassandra-001	nan	38.27	2018-08-18T03:01:31.124732236Z	0.0	60.78	4	0.0
1.24	38.27	29.57	cassandra-001	nan	38.27	2018-08-18T03:01:38.136287647Z	0.0	60.79	8	0.0
29.57	38.27	18.3	cassandra-001	nan	38.27	2018-08-18T03:01:45.144867411Z	0.0	60.85	11	0.0
18.3	38.27	22.79	cassandra-001	nan	38.27	2018-08-18T03:01:52.1544963Z	0.342	60.91	15	0.282
22.79	38.27	23.97	cassandra-001	12.18	38.27	2018-08-18T03:01:59.162285479Z	0.0	61.0	18	0.0
23.97	38.27	31.27	cassandra-001	16.17	38.27	2018-08-18T03:02:06.169401167Z	0.0	61.1	22	0.0
31.27	38.27	35.12	cassandra-001	21.19	38.27	2018-08-18T03:02:13.175969784Z	0.0	61.23	25	0.0
35.12	38.27	34.13	cassandra-001	26.84	38.27	2018-08-18T03:02:20.182913977Z	0.342	62.67	28	0.282
34.13	38.27	38.76	cassandra-001	27.6	38.27	2018-08-18T03:02:27.189703917Z	0.0	62.82	31	0.0
38.76	38.27	34.46	cassandra-001	31.01	38.27	2018-08-18T03:02:34.197289288Z	0.0	62.99	34	0.0
34.46	38.27	39.15	cassandra-001	32.95	38.27	2018-08-18T03:02:41.203992817Z	0.0	63.18	37	0.0
39.15	38.27	43.06	cassandra-001	35.48	38.27	2018-08-18T03:02:48.213265225Z	0.342	63.37	39	0.282
43.06	38.27	48.39	cassandra-001	37.45	38.27	2018-08-18T03:02:55.220056879Z	0.0	63.59	41	0.0
48.39	38.27	51.62	cassandra-001	39.66	38.27	2018-08-18T03:03:02.226859605Z	0.0	63.81	43	0.0
51.62	38.27	50.34	cassandra-001	42.57	38.27	2018-08-18T03:03:09.232718322Z	0.0	64.04	46	0.0
50.34	38.28	46.79	cassandra-001	44.5	38.28	2018-08-18T03:03:16.239453037Z	0.342	64.28	48	0.282
46.79	38.27	53.54	cassandra-001	46.56	38.27	2018-08-18T03:03:23.249380603Z	0.0	64.53	50	0.0
53.54	38.28	51.25	cassandra-001	48.96	38.28	2018-08-18T03:03:30.260247675Z	0.0	65.31	52	0.0
51.25	38.28	50.05	cassandra-001	50.32	38.28	2018-08-18T03:03:37.26782726Z	0.0	65.59	54	0.0
50.05	38.28	65.26	cassandra-001	50.6	38.28	2018-08-18T03:03:44.276996284Z	0.0	65.87	56	0.0
65.26	38.28	62.23	cassandra-001	52.87	38.28	2018-08-18T03:03:51.308035671Z	0.342	66.17	58	0.282
62.23	38.27	60.8	cassandra-001	54.85	38.27	2018-08-18T03:03:58.315112894Z	0.0	66.46	60	0.0
60.8	38.27	56.31	cassandra-001	57.19	38.27	2018-08-18T03:04:05.321298185Z	0.0	66.78	62	0.0
56.31	38.28	67.9	cassandra-001	57.65	38.28	2018-08-18T03:04:12.327050387Z	0.0	67.1	63	0.0
67.9	38.28	62.51	cassandra-001	60.43	38.28	2018-08-18T03:04:19.332942164Z	0.342	67.14	65	0.282
62.51	38.27	67.68	cassandra-001	62.5	38.27	2018-08-18T03:04:26.340275274Z	0.0	67.46	67	0.0
67.68	38.27	68.41	cassandra-001	62.91	38.27	2018-08-18T03:04:33.346757166Z	0.0	67.81	69	0.0
68.41	38.27	70.41	cassandra-001	63.94	38.27	2018-08-18T03:04:40.354467984Z	0.0	68.17	70	0.0
70.41	38.27	67.24	cassandra-001	65.54	38.27	2018-08-18T03:04:47.365003438Z	0.342	68.54	72	0.282
67.24	38.27	143.24	cassandra-001	67.36	38.27	2018-08-18T03:04:54.372539103Z	0.0	70.2	74	0.0
143.24	38.28	106.39	cassandra-001	79.92	38.28	2018-08-18T03:05:01.379803389Z	0.0	70.82	75	0.0
106.39	38.28	105.3	cassandra-001	87.23	38.28	2018-08-18T03:05:08.387184765Z	0.0	72.62	77	0.0
105.3	38.3	99.66	cassandra-001	93.5	38.3	2018-08-18T03:05:15.394200589Z	0.0	74.44	78	0.0
99.66	38.3	71.01	cassandra-001	98.71	38.3	2018-08-18T03:05:22.400856913Z	0.342	75.8	80	0.282
71.01	38.3	175.26	cassandra-001	98.81	38.3	2018-08-18T03:05:29.408971526Z	0.0	73.88	81	0.0
175.26	38.31	108.98	cassandra-001	116.81	38.31	2018-08-18T03:05:36.417407375Z	0.0	76.13	82	0.0
108.98	38.3	115.83	cassandra-001	111.1	38.3	2018-08-18T03:05:43.424459292Z	0.0	78.91	84	0.0
115.83	38.3	99.16	cassandra-001	112.67	38.3	2018-08-18T03:05:50.431799395Z	0.342	81.57	85	0.282
99.16	38.3	84.95	cassandra-001	111.65	38.3	2018-08-18T03:05:57.43846832Z	0.0	83.32	87	0.0
84.95	38.3	97.96	cassandra-001	109.2	38.3	2018-08-18T03:06:04.447033776Z	0.0	87.41	88	0.0
97.96	38.32	112.43	cassandra-001	113.69	38.32	2018-08-18T03:06:11.453534807Z	0.0	89.25	89	0.0
112.43	38.3	119.54	cassandra-001	103.22	38.3	2018-08-18T03:06:18.461019309Z	0.342	92.05	91	0.282
119.54	38.3	111.21	cassandra-001	104.98	38.3	2018-08-18T03:06:25.46793726Z	0.0	92.31	92	0.0
111.21	38.3	76.6	cassandra-001	104.21	38.3	2018-08-18T03:06:32.475695933Z	0.0	92.47	93	0.0
76.6	38.3	114.29	cassandra-001	100.45	38.3	2018-08-18T03:06:39.481798287Z	0.0	92.47	94	0.0
114.29	38.31	128.57	cassandra-001	105.34	38.31	2018-08-18T03:06:46.489298914Z	0.342	92.35	96	0.282
128.57	38.31	126.23	cassandra-001	110.44	38.31	2018-08-18T03:06:53.501673642Z	0.0	92.09	97	0.0
126.23	38.31	131.04	cassandra-001	112.74	38.31	2018-08-18T03:07:00.509716505Z	0.0	92.34	98	0.0
131.04	38.31	99.06	cassandra-001	114.66	38.31	2018-08-18T03:07:07.515881613Z	0.0	92.18	99	0.0
99.06	38.32	128.04	cassandra-001	112.63	38.32	2018-08-18T03:07:14.522346624Z	0.0	92.32	100	0.0
128.04	38.32	121.35	cassandra-001	121.2	38.32	2018-08-18T03:07:21.529852871Z	0.342	92.49	102	0.282
121.35	38.32	118.04	cassandra-001	122.38	38.32	2018-08-18T03:07:28.537294496Z	0.0	92.26	103	0.0
118.04	38.32	100.35	cassandra-001	120.63	38.32	2018-08-18T03:07:35.544213855Z	0.0	91.07	104	0.0
100.35	38.25	108.56	cassandra-001	116.31	38.25	2018-08-18T03:07:42.553544311Z	0.0	92.48	105	0.0
108.56	38.25	94.17	cassandra-001	112.57	38.25	2018-08-18T03:07:49.560197713Z	0.342	92.28	107	0.282
94.17	38.25	85.42	cassandra-001	111.75	38.25	2018-08-18T03:07:56.566940799Z	0.0	66.82	108	0.0
85.42	38.25	89.12	cassandra-001	104.65	38.25	2018-08-18T03:08:03.575991124Z	0.0	68.27	109	0.0
89.12	38.24	88.07	cassandra-001	99.28	38.24	2018-08-18T03:08:10.583608831Z	0.0	68.81	110	0.0
88.07	38.24	95.0	cassandra-001	94.28	38.24	2018-08-18T03:08:17.591782743Z	0.342	69.39	111	0.282
95.0	38.25	143.51	cassandra-001	93.39	38.25	2018-08-18T03:08:24.598150959Z	0.0	71.26	113	0.0
143.51	38.29	100.21	cassandra-001	99.21	38.29	2018-08-18T03:08:31.60538009Z	0.0	70.28	114	0.0
100.21	38.29	96.8	cassandra-001	100.22	38.29	2018-08-18T03:08:38.612199759Z	0.0	70.86	115	0.0
96.8	38.33	91.31	cassandra-001	102.12	38.33	2018-08-18T03:08:45.620281632Z	0.0	71.5	116	0.0
91.31	38.34	123.96	cassandra-001	102.48	38.34	2018-08-18T03:08:52.627178023Z	0.342	72.35	117	0.282
123.96	38.34	146.4	cassandra-001	108.46	38.34	2018-08-18T03:08:59.642498483Z	0.0	74.36	118	0.0
146.4	38.34	126.27	cassandra-001	117.03	38.34	2018-08-18T03:09:06.649500564Z	0.0	76.35	119	0.0
126.27	38.34	135.37	cassandra-001	114.16	38.34	2018-08-18T03:09:13.656485416Z	0.0	78.77	120	0.0
135.37	38.33	88.59	cassandra-001	120.02	38.33	2018-08-18T03:09:20.663271615Z	0.342	74.29	122	0.282
88.59	38.37	91.77	cassandra-001	118.65	38.37	2018-08-18T03:09:27.671886614Z	0.0	74.78	123	0.0
91.77	38.45	93.53	cassandra-001	118.73	38.45	2018-08-18T03:09:34.681324423Z	0.0	75.49	124	0.0
93.53	38.43	104.82	cassandra-001	113.65	38.43	2018-08-18T03:09:41.688922811Z	0.0	75.82	125	0.0
104.82	38.44	94.79	cassandra-001	106.72	38.44	2018-08-18T03:09:48.697384573Z	0.342	76.45	126	0.282
94.79	38.44	94.37	cassandra-001	101.48	38.44	2018-08-18T03:09:55.704569311Z	0.0	77.08	127	0.0
94.37	38.44	103.07	cassandra-001	94.64	38.44	2018-08-18T03:10:02.712371079Z	0.0	77.84	128	0.0
103.07	38.44	99.74	cassandra-001	97.06	38.44	2018-08-18T03:10:09.718342533Z	0.0	78.49	129	0.0
99.74	38.44	95.53	cassandra-001	98.39	38.44	2018-08-18T03:10:16.725342966Z	0.342	79.14	130	0.282
95.53	38.49	126.07	cassandra-001	98.72	38.49	2018-08-18T03:10:23.735744213Z	0.0	80.58	131	0.0
126.07	38.48	126.33	cassandra-001	102.26	38.48	2018-08-18T03:10:30.742806339Z	0.0	82.64	132	0.0
126.33	38.48	131.68	cassandra-001	107.52	38.48	2018-08-18T03:10:37.748922275Z	0.0	84.71	133	0.0
131.68	38.48	142.31	cassandra-001	113.74	38.48	2018-08-18T03:10:44.755676854Z	0.0	86.49	134	0.0
142.31	38.47	91.75	cassandra-001	120.28	38.47	2018-08-18T03:10:51.762094382Z	0.342	82.29	135	0.282
91.75	38.48	96.7	cassandra-001	118.94	38.48	2018-08-18T03:10:58.771493763Z	0.0	82.98	136	0.0
96.7	38.48	98.33	cassandra-001	119.14	38.48	2018-08-18T03:11:05.782925922Z	0.0	83.76	137	0.0
98.33	38.48	102.92	cassandra-001	114.52	38.48	2018-08-18T03:11:12.79196736Z	0.0	84.46	138	0.0
102.92	38.48	130.23	cassandra-001	110.62	38.48	2018-08-18T03:11:19.798599663Z	0.342	85.16	139	0.282
130.23	38.48	108.08	cassandra-001	110.37	38.48	2018-08-18T03:11:26.805307536Z	0.0	85.57	140	0.0
108.08	38.48	107.72	cassandra-001	104.67	38.48	2018-08-18T03:11:33.812796808Z	0.0	86.29	141	0.0
107.72	38.48	163.57	cassandra-001	107.33	38.46	2018-08-18T03:11:40.820946173Z	0.0	87.58	141	0.0
163.57	38.48	133.31	cassandra-001	118.47	38.48	2018-08-18T03:11:47.826842569Z	0.342	88.59	141	0.282
133.31	38.48	163.72	cassandra-001	124.3	38.48	2018-08-18T03:11:54.83495574Z	0.0	90.71	141	0.0
163.72	38.48	204.09	cassandra-001	134.44	38.48	2018-08-18T03:12:01.841180246Z	0.0	92.2	141	0.0
204.09	38.48	109.58	cassandra-001	146.75	38.48	2018-08-18T03:12:08.848628729Z	0.0	91.87	141	0.0
109.58	38.47	136.2	cassandra-001	147.0	38.47	2018-08-18T03:12:15.854611489Z	0.0	88.54	141	0.0
136.2	38.46	134.78	cassandra-001	151.74	38.46	2018-08-18T03:12:22.860399268Z	0.342	90.75	141	0.282
134.78	38.46	144.22	cassandra-001	146.95	38.46	2018-08-18T03:12:29.866731128Z	0.0	92.38	141	0.0
144.22	38.46	137.06	cassandra-001	148.76	38.46	2018-08-18T03:12:36.872434738Z	0.0	92.48	141	0.0
137.06	38.46	146.44	cassandra-001	144.32	38.46	2018-08-18T03:12:43.88031125Z	0.0	92.36	141	0.0
146.44	38.46	133.58	cassandra-001	134.71	38.46	2018-08-18T03:12:50.888438804Z	0.342	92.2	141	0.282
133.58	38.46	151.05	cassandra-001	138.71	38.46	2018-08-18T03:12:57.896267357Z	0.0	92.46	141	0.0
