host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
1.55	15.95	2.57	kafka-001	1.76	15.95	2018-08-18T03:36:28.687040467Z	1.052	89.13	101	1.865
2.57	15.95	1.72	kafka-001	1.92	15.95	2018-08-18T03:36:35.700939816Z	1.682	89.13	103	2.922
1.72	15.95	1.62	kafka-001	1.79	15.95	2018-08-18T03:36:42.713900763Z	1.36	89.13	104	2.251
1.62	15.95	1.37	kafka-001	1.71	15.95	2018-08-18T03:36:49.726846752Z	1.138	89.13	105	2.009
1.37	15.95	1.59	kafka-001	1.71	15.95	2018-08-18T03:36:56.737551174Z	1.51	89.13	106	2.634
1.59	15.95	2.36	kafka-001	1.74	15.95	2018-08-18T03:37:03.748352586Z	1.49	89.13	107	2.497
2.36	15.95	2.07	kafka-001	1.87	15.95	2018-08-18T03:37:10.761708279Z	1.416	89.13	108	2.346
2.07	15.95	1.55	kafka-001	1.79	15.95	2018-08-18T03:37:17.772314186Z	1.53	89.13	109	2.459
1.55	15.95	1.55	kafka-001	1.76	15.95	2018-08-18T03:37:24.785392981Z	1.8	89.13	111	2.749
1.55	15.95	1.71	kafka-001	1.75	15.95	2018-08-18T03:37:31.797359649Z	1.906	89.13	112	3.03
1.71	15.95	2.4	kafka-001	1.81	15.95	2018-08-18T03:37:38.809564387Z	0.966	89.13	113	1.721
2.4	15.95	1.89	kafka-001	1.94	15.95	2018-08-18T03:37:45.822537654Z	1.768	89.13	114	3.066
1.89	15.95	1.63	kafka-001	1.86	15.95	2018-08-18T03:37:52.834723028Z	1.36	89.13	115	2.251
1.63	15.95	1.43	kafka-001	1.79	15.95	2018-08-18T03:37:59.846001125Z	1.052	89.13	116	1.865
1.43	15.95	1.66	kafka-001	1.77	15.95	2018-08-18T03:38:06.857799047Z	1.51	89.13	117	2.634
1.66	15.95	2.38	kafka-001	1.79	15.95	2018-08-18T03:38:13.869099096Z	1.49	89.13	119	2.497
2.38	15.95	2.06	kafka-001	1.9	15.95	2018-08-18T03:38:20.885354681Z	1.338	89.13	120	2.346
2.06	15.95	1.46	kafka-001	1.84	15.95	2018-08-18T03:38:27.896891131Z	1.266	89.13	121	2.195
1.46	15.95	1.5	kafka-001	1.77	15.95	2018-08-18T03:38:34.908209877Z	1.82	89.13	122	2.827
1.5	15.95	1.6	kafka-001	1.75	15.95	2018-08-18T03:38:41.92102517Z	1.886	89.13	123	2.952
1.6	15.95	2.46	kafka-001	1.78	15.95	2018-08-18T03:38:48.934010978Z	1.23	89.13	124	1.985
2.46	15.95	1.83	kafka-001	1.91	15.95	2018-08-18T03:38:55.94478277Z	1.768	89.13	125	3.066
1.83	15.95	1.68	kafka-001	1.82	15.95	2018-08-18T03:39:02.955192513Z	1.553	89.13	126	2.385
1.68	15.95	1.48	kafka-001	1.76	15.95	2018-08-18T03:39:09.965578495Z	1.094	89.13	127	1.907
1.48	15.95	1.67	kafka-001	1.76	15.95	2018-08-18T03:39:16.976832497Z	2.27	89.13	128	4.062
1.67	15.95	2.32	kafka-001	1.79	15.95	2018-08-18T03:39:23.987646933Z	1.612	89.13	129	2.895
2.32	15.95	2.31	kafka-001	1.91	15.95	2018-08-18T03:39:30.998987585Z	2.02	89.13	130	3.774
2.31	15.95	1.49	kafka-001	1.88	15.95	2018-08-18T03:39:38.009773563Z	1.526	89.13	131	2.751
1.49	15.95	1.78	kafka-001	1.83	15.95	2018-08-18T03:39:45.021819916Z	1.932	89.13	132	3.506
1.78	15.95	1.59	kafka-001	1.84	15.95	2018-08-18T03:39:52.033344644Z	1.694	89.13	133	2.527
1.59	15.95	2.43	kafka-001	1.86	15.95	2018-08-18T03:39:59.044839685Z	1.514	89.13	134	2.327
2.43	15.95	1.37	kafka-001	1.99	15.95	2018-08-18T03:40:06.057692885Z	1.814	89.13	135	3.054
1.37	15.95	1.79	kafka-001	1.83	15.95	2018-08-18T03:40:13.067476472Z	1.318	89.13	136	2.209
1.79	15.95	1.88	kafka-001	1.74	15.95	2018-08-18T03:40:20.078278626Z	1.552	89.13	137	2.676
1.88	15.95	1.65	kafka-001	1.81	15.95	2018-08-18T03:40:27.089528054Z	1.138	89.13	138	2.009
1.65	15.95	2.2	kafka-001	1.79	15.95	2018-08-18T03:40:34.100606707Z	1.49	89.13	139	2.497
2.2	15.95	1.73	kafka-001	1.89	15.95	2018-08-18T03:40:41.111098973Z	1.338	89.13	140	2.346
1.73	15.95	1.9	kafka-001	1.77	15.95	2018-08-18T03:40:48.124291691Z	1.138	89.13	141	2.009
1.9	15.95	1.82	kafka-001	1.86	15.95	2018-08-18T03:40:55.137035381Z	1.802	89.13	141	2.964
1.82	15.95	1.75	kafka-001	1.86	15.95	2018-08-18T03:41:02.148599091Z	1.802	89.13	141	2.817
1.75	15.95	2.11	kafka-001	1.84	15.95	2018-08-18T03:41:09.160991376Z	1.428	89.13	141	2.249
2.11	15.95	1.56	kafka-001	1.92	15.95	2018-08-18T03:41:16.172883814Z	2.676	89.13	141	4.126
1.56	15.95	2.07	kafka-001	1.81	15.95	2018-08-18T03:41:23.185415029Z	1.612	89.13	141	2.895
2.07	15.95	1.85	kafka-001	1.87	15.95	2018-08-18T03:41:30.196845183Z	1.632	89.13	141	3.032
1.85	15.95	1.63	kafka-001	1.86	15.95	2018-08-18T03:41:37.207699487Z	1.36	89.13	141	2.251
1.63	15.95	1.7	kafka-001	1.83	15.95	2018-08-18T03:41:44.21819576Z	1.31	89.13	141	2.297
1.7	15.95	1.7	kafka-001	1.82	15.95	2018-08-18T03:41:51.229199027Z	1.338	89.13	141	2.346
1.7	15.95	2.32	kafka-001	1.75	15.95	2018-08-18T03:41:58.239896933Z	1.318	89.13	141	2.209
2.32	15.95	1.83	kafka-001	1.88	15.95	2018-08-18T03:42:05.250762616Z	1.682	89.13	141	2.922
1.83	15.95	1.59	kafka-001	1.84	15.95	2018-08-18T03:42:12.261450936Z	1.18	89.13	141	2.051
