host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
0	15.95	2.39	kafka-001	nan	15.95	2018-08-18T03:30:24.057440245Z	18680651.985	89.13	1	18157228.218
2.39	15.95	1.7	kafka-001	nan	15.95	2018-08-18T03:30:31.072827267Z	1.776	89.13	4	3.032
1.7	15.95	1.72	kafka-001	nan	15.95	2018-08-18T03:30:38.084779142Z	1.232	89.13	7	2.065
1.72	15.95	1.85	kafka-001	nan	15.95	2018-08-18T03:30:45.096425194Z	1.724	89.13	11	2.964
1.85	15.95	6.93	kafka-001	nan	15.95	2018-08-18T03:30:52.107370931Z	1.138	89.13	15	2.009
6.93	15.95	2.13	kafka-001	2.43	15.95	2018-08-18T03:30:59.119272025Z	1.298	89.13	19	2.131
2.13	15.95	1.74	kafka-001	2.79	15.95	2018-08-18T03:31:06.130036609Z	2.058	89.13	22	3.24
1.74	15.95	1.8	kafka-001	2.68	15.95	2018-08-18T03:31:13.141220559Z	1.866	89.13	25	2.815
1.8	15.95	1.83	kafka-001	2.7	15.95	2018-08-18T03:31:20.152273629Z	1.49	89.13	28	2.556
1.83	15.95	1.6	kafka-001	2.71	15.95	2018-08-18T03:31:27.164134806Z	1.36	89.13	30	2.251
1.6	15.95	2.12	kafka-001	2.67	15.95	2018-08-18T03:31:34.175125806Z	1.31	89.13	33	2.297
2.12	15.95	1.6	kafka-001	1.87	15.95	2018-08-18T03:31:41.188268737Z	2.02	89.13	35	3.774
1.6	15.95	2.1	kafka-001	1.78	15.95	2018-08-18T03:31:48.2007701Z	1.44	89.13	38	2.607
2.1	15.95	1.81	kafka-001	1.84	15.95	2018-08-18T03:31:55.211763347Z	1.682	89.13	40	2.922
1.81	15.95	1.61	kafka-001	1.84	15.95	2018-08-18T03:32:02.223169088Z	1.138	89.13	42	2.009
1.61	15.95	1.68	kafka-001	1.81	15.95	2018-08-18T03:32:09.235065052Z	1.232	89.13	44	2.065
1.68	15.95	1.7	kafka-001	1.82	15.95	2018-08-18T03:32:16.246143511Z	1.836	89.13	47	3.018
1.7	15.95	2.36	kafka-001	1.75	15.95	2018-08-18T03:32:23.2601581Z	1.686	89.13	49	2.615
2.36	15.95	1.84	kafka-001	1.88	15.95	2018-08-18T03:32:30.273450615Z	1.82	89.13	51	2.886
1.84	15.95	1.46	kafka-001	1.83	15.95	2018-08-18T03:32:37.287093183Z	1.318	89.13	53	2.209
1.46	15.95	1.55	kafka-001	1.78	15.95	2018-08-18T03:32:44.297758773Z	1.31	89.13	55	2.297
1.55	15.95	1.36	kafka-001	1.77	15.95	2018-08-18T03:32:51.313417832Z	1.424	89.13	57	2.49
1.36	15.95	2.82	kafka-001	1.71	15.95	2018-08-18T03:32:58.325346231Z	1.44	89.13	59	2.607
2.82	15.95	2.08	kafka-001	1.9	15.95	2018-08-18T03:33:05.337905355Z	2.32	89.13	60	4.248
2.08	15.95	1.66	kafka-001	1.85	15.95	2018-08-18T03:33:12.34998403Z	1.748	89.13	62	2.751
1.66	15.95	1.43	kafka-001	1.82	15.95	2018-08-18T03:33:19.363822944Z	1.052	89.13	64	1.865
1.43	15.95	1.74	kafka-001	1.82	15.95	2018-08-18T03:33:26.372154486Z	1.674	89.13	66	2.778
1.74	15.95	2.26	kafka-001	1.85	15.95	2018-08-18T03:33:33.387502893Z	1.734	89.13	67	2.683
2.26	15.95	2.03	kafka-001	2.0	15.95	2018-08-18T03:33:40.398631211Z	1.886	89.13	69	2.952
2.03	15.95	1.51	kafka-001	1.87	15.95	2018-08-18T03:33:47.410784555Z	1.444	89.13	71	2.315
1.51	15.95	1.74	kafka-001	1.77	15.95	2018-08-18T03:33:54.425336705Z	1.49	89.13	72	2.497
1.74	15.95	1.65	kafka-001	1.78	15.95	2018-08-18T03:34:01.437374013Z	1.515	89.13	74	2.666
1.65	15.95	2.6	kafka-001	1.82	15.95	2018-08-18T03:34:08.450293981Z	1.052	89.13	75	1.865
2.6	15.95	1.87	kafka-001	1.96	15.95	2018-08-18T03:34:15.463481276Z	1.682	89.13	77	2.922
1.87	15.95	1.64	kafka-001	1.9	15.95	2018-08-18T03:34:22.474220154Z	1.318	89.13	78	2.209
1.64	15.95	1.29	kafka-001	1.84	15.95	2018-08-18T03:34:29.486141773Z	1.052	89.13	80	1.865
1.29	15.95	1.54	kafka-001	1.8	15.95	2018-08-18T03:34:36.495313939Z	1.638	89.13	81	2.82
1.54	15.95	2.2	kafka-001	1.77	15.95	2018-08-18T03:34:43.507380515Z	1.404	89.13	82	2.353
2.2	15.95	2.03	kafka-001	1.86	15.95	2018-08-18T03:34:50.522244636Z	1.886	89.13	84	2.952
2.03	15.95	1.43	kafka-001	1.76	15.95	2018-08-18T03:34:57.53355276Z	1.6	89.13	85	2.471
1.43	15.95	1.27	kafka-001	1.69	15.95	2018-08-18T03:35:04.5442008Z	1.622	89.13	87	2.629
1.27	15.95	1.54	kafka-001	1.63	15.95	2018-08-18T03:35:11.555593961Z	1.424	89.13	88	2.49
1.54	15.95	2.53	kafka-001	1.67	15.95	2018-08-18T03:35:18.56805985Z	1.052	89.13	89	1.865
2.53	15.95	1.79	kafka-001	1.83	15.95	2018-08-18T03:35:25.580703966Z	1.724	89.13	91	2.964
1.79	15.95	1.46	kafka-001	1.76	15.95	2018-08-18T03:35:32.592822297Z	1.318	89.13	92	2.209
1.46	15.95	1.31	kafka-001	1.67	15.95	2018-08-18T03:35:39.605049839Z	1.052	89.13	93	1.865
1.31	15.95	1.61	kafka-001	1.65	15.95	2018-08-18T03:35:46.616372107Z	1.596	89.13	94	2.778
1.61	15.95	2.5	kafka-001	1.71	15.95	2018-08-18T03:35:53.627328067Z	1.49	89.13	96	2.497
2.5	15.95	2.1	kafka-001	1.87	15.95	2018-08-18T03:36:00.639810353Z	1.47	89.13	97	2.478
2.1	15.95	1.4	kafka-001	1.8	15.95	2018-08-18T03:36:07.651343582Z	1.642	89.13	98	2.513
1.4	15.95	1.42	kafka-001	1.73	15.95	2018-08-18T03:36:14.663956278Z	1.952	89.13	99	2.959
1.42	15.95	1.55	kafka-001	1.72	15.95	2018-08-18T03:36:21.674956612Z	1.424	89.13	100	2.49
