host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
0	38.26	1.14	cassandra-001	nan	38.26	2018-08-18T02:30:32.473467631Z	737375.931	71.45	1	4699065.823
1.14	38.26	1.02	cassandra-001	nan	38.26	2018-08-18T02:30:39.479763896Z	0.0	71.45	4	0.0
1.02	38.26	15.06	cassandra-001	nan	38.26	2018-08-18T02:30:46.488600578Z	0.0	71.46	7	0.0
15.06	38.32	15.68	cassandra-001	nan	38.32	2018-08-18T02:30:53.495696215Z	0.0	71.56	11	0.0
15.68	38.37	26.6	cassandra-001	nan	38.37	2018-08-18T02:31:00.504586234Z	0.342	71.68	15	0.282
26.6	38.37	31.92	cassandra-001	9.92	38.37	2018-08-18T02:31:07.514022469Z	0.0	71.77	19	0.0
31.92	38.37	31.26	cassandra-001	15.24	38.37	2018-08-18T02:31:14.52050791Z	0.0	71.88	22	0.0
31.26	38.37	35.71	cassandra-001	20.26	38.37	2018-08-18T02:31:21.527302686Z	0.0	72.01	25	0.0
35.71	38.37	40.26	cassandra-001	26.04	38.37	2018-08-18T02:31:28.535114974Z	0.342	72.15	28	0.282
40.26	38.37	38.47	cassandra-001	30.24	38.37	2018-08-18T02:31:35.542202007Z	0.0	72.3	31	0.0
38.47	38.43	45.32	cassandra-001	34.04	38.43	2018-08-18T02:31:42.549132158Z	0.0	72.53	34	0.0
45.32	38.43	45.46	cassandra-001	37.16	38.43	2018-08-18T02:31:49.55656646Z	0.0	72.71	36	0.0
45.46	38.47	46.15	cassandra-001	39.41	38.47	2018-08-18T02:31:56.56345281Z	0.0	73.44	38	0.0
46.15	38.47	41.59	cassandra-001	41.89	38.47	2018-08-18T02:32:03.571401435Z	0.342	73.65	41	0.282
41.59	38.47	48.98	cassandra-001	42.87	38.47	2018-08-18T02:32:10.578440928Z	0.0	73.87	43	0.0
48.98	38.47	50.82	cassandra-001	44.33	38.47	2018-08-18T02:32:17.585377259Z	0.0	74.09	45	0.0
50.82	38.47	55.86	cassandra-001	46.39	38.47	2018-08-18T02:32:24.5912665Z	0.0	74.34	47	0.0
55.86	38.5	62.56	cassandra-001	48.14	38.5	2018-08-18T02:32:31.597101681Z	0.342	74.62	49	0.282
62.56	38.5	63.05	cassandra-001	50.99	38.5	2018-08-18T02:32:38.604251596Z	0.0	74.88	51	0.0
63.05	38.5	67.81	cassandra-001	53.81	38.5	2018-08-18T02:32:45.61249704Z	0.0	75.16	53	0.0
67.81	38.51	143.16	cassandra-001	58.18	38.51	2018-08-18T02:32:52.621223464Z	0.0	76.74	55	0.0
143.16	38.48	60.76	cassandra-001	73.88	38.48	2018-08-18T02:32:59.628789199Z	0.342	75.8	57	0.282
60.76	38.48	57.26	cassandra-001	75.53	38.48	2018-08-18T02:33:06.635355972Z	0.0	76.1	59	0.0
