net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
7826247.398	4.86	33.19	nan	3	8615184.501	15.93	0	15.93	kafka-001	2018-08-16T23:49:30.62645818Z
43.675	3.59	33.19	nan	7	45.153	15.93	4.86	15.93	kafka-001	2018-08-16T23:49:37.638597659Z
64.751	4.99	33.19	nan	12	56.855	15.93	3.59	15.93	kafka-001	2018-08-16T23:49:44.650151685Z
88.266	5.78	33.19	nan	16	101.135	15.93	4.99	15.93	kafka-001	2018-08-16T23:49:51.66234614Z
94.511	7.31	33.19	nan	19	81.316	15.93	5.78	15.93	kafka-001	2018-08-16T23:49:58.681517514Z
118.806	8.61	33.19	4.42	22	143.602	15.93	7.31	15.93	kafka-001	2018-08-16T23:50:05.692807099Z
126.423	8.05	33.19	5.86	26	109.804	15.93	8.61	15.93	kafka-001	2018-08-16T23:50:12.708109532Z
138.673	8.3	33.19	6.39	29	116.451	15.93	8.05	15.93	kafka-001	2018-08-16T23:50:19.722819021Z
149.234	8.88	33.2	7.17	32	179.917	15.93	8.3	15.93	kafka-001	2018-08-16T23:50:26.736012743Z
163.619	10.83	33.2	7.82	34	143.221	15.93	8.88	15.93	kafka-001	2018-08-16T23:50:33.748112843Z
177.228	11.74	33.2	8.66	37	212.861	15.93	10.83	15.93	kafka-001	2018-08-16T23:50:40.760633056Z
181.599	10.95	33.2	9.4	39	156.346	15.93	11.74	15.93	kafka-001	2018-08-16T23:50:47.771324818Z
190.891	11.63	33.2	9.79	42	162.61	15.93	10.95	15.93	kafka-001	2018-08-16T23:50:54.784267552Z
190.064	11.35	33.2	10.39	44	240.457	15.93	11.63	15.93	kafka-001	2018-08-16T23:51:01.795960477Z
210.789	13.62	33.2	10.9	46	183.696	15.93	11.35	15.93	kafka-001	2018-08-16T23:51:08.807830656Z
218.276	13.52	33.2	11.69	48	266.395	15.93	13.62	15.93	kafka-001	2018-08-16T23:51:15.820277672Z
222.915	14.17	33.2	12.13	51	193.631	15.93	13.52	15.93	kafka-001	2018-08-16T23:51:22.835257859Z
237.533	12.73	33.21	12.54	53	203.733	15.93	14.17	15.93	kafka-001	2018-08-16T23:51:29.847142701Z
246.232	15.08	33.21	12.84	55	302.636	15.93	12.73	15.93	kafka-001	2018-08-16T23:51:36.859230837Z
243.691	16.2	33.21	13.41	56	210.089	15.93	15.08	15.93	kafka-001	2018-08-16T23:51:43.870211809Z
262.486	15.9	33.21	14.22	58	325.506	15.93	16.2	15.93	kafka-001	2018-08-16T23:51:50.882522478Z
257.155	14.5	33.21	14.6	60	218.068	15.93	15.9	15.93	kafka-001	2018-08-16T23:51:57.895457354Z
275.713	16.33	33.22	14.76	62	231.49	15.93	14.5	15.93	kafka-001	2018-08-16T23:52:04.907590892Z
292.228	14.11	33.22	15.12	64	348.828	15.93	16.33	15.93	kafka-001	2018-08-16T23:52:11.920473561Z
294.025	18.23	33.22	15.35	66	244.882	15.93	14.11	15.93	kafka-001	2018-08-16T23:52:18.931223103Z
303.214	18.41	33.22	15.88	68	369.902	15.93	18.23	15.93	kafka-001	2018-08-16T23:52:25.942646071Z
308.125	18.1	33.22	16.25	69	253.199	15.93	18.41	15.93	kafka-001	2018-08-16T23:52:32.953233113Z
316.943	16.56	33.22	16.61	71	263.988	15.93	18.1	15.93	kafka-001	2018-08-16T23:52:39.964267749Z
325.562	18.44	33.23	16.96	73	395.57	15.93	16.56	15.93	kafka-001	2018-08-16T23:52:46.97691027Z
323.619	20.17	33.23	17.31	74	271.838	15.93	18.44	15.93	kafka-001	2018-08-16T23:52:53.989078191Z
338.908	21.43	33.23	18.32	76	410.684	15.93	20.17	15.93	kafka-001	2018-08-16T23:53:00.999269356Z
333.715	18.98	33.23	18.85	77	274.418	15.93	21.43	15.93	kafka-001	2018-08-16T23:53:08.008562038Z
347.196	21.15	33.24	18.95	79	290.222	15.93	18.98	15.93	kafka-001	2018-08-16T23:53:15.019218824Z
350.467	25.37	33.24	19.46	80	432.108	15.93	21.15	15.93	kafka-001	2018-08-16T23:53:22.031897477Z
353.225	21.97	33.24	20.92	82	287.916	15.93	25.37	15.93	kafka-001	2018-08-16T23:53:29.043696902Z
367.074	19.15	33.24	21.51	83	447.982	15.93	21.97	15.93	kafka-001	2018-08-16T23:53:36.05424392Z
371.223	21.48	33.25	21.34	85	308.288	15.93	19.15	15.93	kafka-001	2018-08-16T23:53:43.066617642Z
380.962	22.4	33.25	21.35	86	466.384	15.93	21.48	15.93	kafka-001	2018-08-16T23:53:50.078331688Z
384.199	21.89	33.25	21.92	88	321.692	15.93	22.4	15.93	kafka-001	2018-08-16T23:53:57.091525466Z
384.097	22.02	33.25	22.04	89	318.058	15.93	21.89	15.93	kafka-001	2018-08-16T23:54:04.102876748Z
395.776	22.43	33.26	21.49	90	485.266	15.93	22.02	15.93	kafka-001	2018-08-16T23:54:11.114947926Z
392.845	21.89	33.26	21.56	92	328.133	15.93	22.43	15.93	kafka-001	2018-08-16T23:54:18.126556554Z
407.644	30.3	33.26	22.02	93	497.706	15.93	21.89	15.93	kafka-001	2018-08-16T23:54:25.139019343Z
399.681	23.45	33.26	23.49	94	336.65	15.93	30.3	15.93	kafka-001	2018-08-16T23:54:32.151628944Z
415.867	23.18	33.27	23.66	96	341.822	15.93	23.45	15.93	kafka-001	2018-08-16T23:54:39.164966717Z
423.908	24.58	33.27	23.88	97	525.174	15.93	23.18	15.93	kafka-001	2018-08-16T23:54:46.176211512Z
424.763	24.74	33.27	24.31	98	354.364	15.93	24.58	15.93	kafka-001	2018-08-16T23:54:53.191022279Z
432.803	25.94	33.27	24.69	100	529.902	15.93	24.74	15.93	kafka-001	2018-08-16T23:55:00.200934179Z
436.05	25.78	33.28	25.36	101	363.195	15.93	25.94	15.93	kafka-001	2018-08-16T23:55:07.212002546Z
430.671	23.92	33.28	24.61	102	364.334	15.93	25.78	15.93	kafka-001	2018-08-16T23:55:14.226533602Z
448.668	25.37	33.28	24.69	104	547.184	15.93	23.92	15.93	kafka-001	2018-08-16T23:55:21.236918397Z
445.861	25.06	33.29	25.05	105	373.094	15.93	25.37	15.93	kafka-001	2018-08-16T23:55:28.249557205Z
457.732	27.96	33.29	25.14	106	563.824	15.93	25.06	15.93	kafka-001	2018-08-16T23:55:35.262598418Z
462.273	25.61	33.29	25.67	107	383.082	15.93	27.96	15.93	kafka-001	2018-08-16T23:55:42.27720483Z
469.33	27.11	33.3	25.62	109	385.646	15.93	25.61	15.93	kafka-001	2018-08-16T23:55:49.288755327Z
471.441	23.8	33.3	25.84	110	581.288	15.93	27.11	15.93	kafka-001	2018-08-16T23:55:56.299461552Z
474.861	29.33	33.3	25.82	111	394.95	15.93	23.8	15.93	kafka-001	2018-08-16T23:56:03.312555245Z
489.238	27.72	33.31	26.48	112	596.331	15.93	29.33	15.93	kafka-001	2018-08-16T23:56:10.322873065Z
487.813	28.91	33.31	26.92	114	399.314	15.93	27.72	15.93	kafka-001	2018-08-16T23:56:17.335086412Z
499.321	27.51	33.31	27.08	115	409.19	15.93	28.91	15.93	kafka-001	2018-08-16T23:56:24.345606398Z
495.56	26.7	33.32	27.4	116	616.323	15.93	27.51	15.93	kafka-001	2018-08-16T23:56:31.358358393Z
499.555	27.61	33.32	27.33	117	404.246	15.93	26.7	15.93	kafka-001	2018-08-16T23:56:38.370911756Z
510.472	29.43	33.32	27.96	118	633.866	15.93	27.61	15.93	kafka-001	2018-08-16T23:56:45.381913924Z
514.631	27.94	33.33	27.98	120	420.733	15.93	29.43	15.93	kafka-001	2018-08-16T23:56:52.392426304Z
518.025	29.48	33.33	28.02	121	426.644	15.93	27.94	15.93	kafka-001	2018-08-16T23:56:59.402701231Z
526.393	28.32	33.33	28.11	122	647.52	15.93	29.48	15.93	kafka-001	2018-08-16T23:57:06.41160582Z
517.33	31.12	33.34	28.25	123	420.29	15.93	28.32	15.93	kafka-001	2018-08-16T23:57:13.424665652Z
537.524	32.31	33.34	28.98	124	662.665	15.93	31.12	15.93	kafka-001	2018-08-16T23:57:20.434982712Z
533.405	31.98	33.34	29.77	125	440.401	15.93	32.31	15.93	kafka-001	2018-08-16T23:57:27.445982244Z
541.937	35.45	33.35	30.19	126	443.873	15.93	31.98	15.93	kafka-001	2018-08-16T23:57:34.456971466Z
547.93	30.38	33.35	31.44	127	667.839	15.93	35.45	15.93	kafka-001	2018-08-16T23:57:41.470474123Z
551.079	32.71	33.36	31.59	128	447.141	15.93	30.38	15.93	kafka-001	2018-08-16T23:57:48.488483764Z
555.364	33.29	33.36	32.33	130	676.47	15.93	32.71	15.93	kafka-001	2018-08-16T23:57:55.5006003Z
