net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
793568.215	3.02	74.82	nan	2	346749.437	38.06	0	38.08	cassandra-001	2018-08-17T02:10:46.115138339Z
4.904	1.2	74.82	nan	7	0.79	38.08	3.02	38.08	cassandra-001	2018-08-17T02:10:53.126304007Z
23.255	4.6	74.83	nan	12	3.291	38.08	1.2	38.08	cassandra-001	2018-08-17T02:11:00.132448623Z
16.219	1.24	74.83	nan	16	1.776	38.08	4.6	38.08	cassandra-001	2018-08-17T02:11:07.138673946Z
20.772	2.78	74.83	nan	19	2.448	38.08	1.24	38.08	cassandra-001	2018-08-17T02:11:14.153428163Z
50.937	1.29	74.83	2.14	23	5.316	38.08	2.78	38.08	cassandra-001	2018-08-17T02:11:21.16157274Z
30.286	1.14	74.83	2.36	26	3.329	38.08	1.29	38.08	cassandra-001	2018-08-17T02:11:28.171161395Z
69.998	6.64	74.83	2.04	29	8.188	38.08	1.14	38.08	cassandra-001	2018-08-17T02:11:35.178022676Z
39.403	1.28	74.83	2.95	32	4.832	38.09	6.64	38.09	cassandra-001	2018-08-17T02:11:42.186256526Z
40.25	1.16	74.83	2.4	34	4.026	38.09	1.28	38.09	cassandra-001	2018-08-17T02:11:49.192882624Z
88.005	1.16	74.83	2.38	37	9.897	38.09	1.16	38.09	cassandra-001	2018-08-17T02:11:56.202459787Z
47.886	1.41	74.84	2.11	39	4.446	38.09	1.16	38.09	cassandra-001	2018-08-17T02:12:03.21061417Z
100.908	6.71	74.83	2.13	42	9.788	38.09	1.41	38.09	cassandra-001	2018-08-17T02:12:10.219416333Z
51.603	1.11	74.84	3.06	44	6.622	38.09	6.71	38.09	cassandra-001	2018-08-17T02:12:17.227285004Z
56.709	1.17	74.83	2.14	46	6.516	38.09	1.11	38.09	cassandra-001	2018-08-17T02:12:24.233771775Z
118.766	1.15	74.84	2.12	48	12.277	38.09	1.17	38.09	cassandra-001	2018-08-17T02:12:31.240889711Z
61.957	1.29	74.84	2.12	50	6.316	38.09	1.15	38.09	cassandra-001	2018-08-17T02:12:38.248525976Z
130.816	7.42	74.84	2.14	53	14.584	38.09	1.29	38.09	cassandra-001	2018-08-17T02:12:45.256308851Z
68.793	1.21	74.84	3.14	55	8.136	38.09	7.42	38.09	cassandra-001	2018-08-17T02:12:52.267043368Z
65.704	1.21	74.84	2.23	57	6.907	38.09	1.21	38.09	cassandra-001	2018-08-17T02:12:59.274387188Z
138.068	1.08	74.84	2.24	59	14.17	38.09	1.21	38.09	cassandra-001	2018-08-17T02:13:06.28250693Z
75.699	1.44	74.84	2.23	61	9.216	38.09	1.08	38.09	cassandra-001	2018-08-17T02:13:13.289916707Z
154.241	8.45	74.84	2.28	63	14.272	38.09	1.44	38.09	cassandra-001	2018-08-17T02:13:20.298298925Z
79.429	1.14	74.84	3.47	64	7.247	38.09	8.45	38.09	cassandra-001	2018-08-17T02:13:27.305802314Z
81.041	1.28	74.84	2.42	66	7.234	38.09	1.14	38.09	cassandra-001	2018-08-17T02:13:34.313853987Z
165.054	1.09	74.84	2.43	68	13.674	38.09	1.28	38.09	cassandra-001	2018-08-17T02:13:41.32336226Z
84.918	1.19	74.84	2.41	70	6.942	38.09	1.09	38.09	cassandra-001	2018-08-17T02:13:48.3322556Z
172.704	11.26	74.84	2.43	71	16.535	38.09	1.19	38.09	cassandra-001	2018-08-17T02:13:55.342416907Z
89.928	1.16	74.84	4.07	73	7.244	38.09	11.26	38.09	cassandra-001	2018-08-17T02:14:02.353995164Z
90.723	1.16	74.84	2.85	75	6.874	38.09	1.16	38.09	cassandra-001	2018-08-17T02:14:09.362114482Z
182.611	1.21	74.84	2.86	76	14.288	38.09	1.16	38.09	cassandra-001	2018-08-17T02:14:16.37009382Z
94.497	1.26	74.84	2.84	78	9.394	38.09	1.21	38.09	cassandra-001	2018-08-17T02:14:23.379952516Z
197.073	9.48	74.84	2.87	79	19.221	38.09	1.26	38.09	cassandra-001	2018-08-17T02:14:30.388323092Z
100.263	1.25	74.84	4.26	81	8.838	38.09	9.48	38.09	cassandra-001	2018-08-17T02:14:37.398220118Z
98.606	3.01	74.84	2.59	82	9.128	38.09	1.25	38.09	cassandra-001	2018-08-17T02:14:44.408534708Z
206.605	1.35	74.84	2.9	84	20.644	38.09	3.01	38.09	cassandra-001	2018-08-17T02:14:51.419501561Z
106.276	1.09	74.84	2.93	85	10.433	38.09	1.35	38.09	cassandra-001	2018-08-17T02:14:58.426121778Z
210.379	13.82	74.85	2.91	87	22.054	38.09	1.09	38.09	cassandra-001	2018-08-17T02:15:05.433714349Z
110.385	1.22	74.85	5.0	88	11.594	38.09	13.82	38.09	cassandra-001	2018-08-17T02:15:12.443000755Z
109.993	1.26	74.85	3.62	90	10.168	38.09	1.22	38.09	cassandra-001	2018-08-17T02:15:19.450299259Z
224.935	1.07	74.85	3.62	91	21.047	38.09	1.26	38.09	cassandra-001	2018-08-17T02:15:26.457909554Z
113.288	1.23	74.85	3.3	93	9.19	38.09	1.07	38.09	cassandra-001	2018-08-17T02:15:33.470501001Z
230.98	11.64	74.85	3.28	94	19.844	38.09	1.23	38.09	cassandra-001	2018-08-17T02:15:40.481592085Z
117.547	1.3	74.85	5.04	95	13.162	38.09	11.64	38.09	cassandra-001	2018-08-17T02:15:47.490023973Z
111.88	1.15	74.85	2.95	97	10.812	38.09	1.3	38.09	cassandra-001	2018-08-17T02:15:54.497827793Z
238.271	1.1	74.85	2.94	98	18.639	38.09	1.15	38.09	cassandra-001	2018-08-17T02:16:01.506260224Z
121.896	1.17	74.85	2.92	100	9.504	38.09	1.1	38.09	cassandra-001	2018-08-17T02:16:08.514903638Z
253.933	11.05	74.86	2.93	101	29.316	38.09	1.17	38.09	cassandra-001	2018-08-17T02:16:15.522025317Z
128.473	1.04	74.86	4.57	102	14.796	38.09	11.05	38.09	cassandra-001	2018-08-17T02:16:22.5285637Z
129.753	1.43	74.85	2.8	103	14.663	38.09	1.04	38.09	cassandra-001	2018-08-17T02:16:29.537479214Z
263.23	1.14	74.86	2.82	105	29.59	38.09	1.43	38.09	cassandra-001	2018-08-17T02:16:36.546728018Z
126.471	1.32	74.86	2.82	106	15.164	38.09	1.14	38.09	cassandra-001	2018-08-17T02:16:43.55568193Z
271.852	11.78	74.86	2.86	107	31.66	38.09	1.32	38.09	cassandra-001	2018-08-17T02:16:50.5640184Z
136.569	1.19	74.86	4.63	109	15.611	38.09	11.78	38.09	cassandra-001	2018-08-17T02:16:57.57621586Z
140.144	1.17	74.86	2.98	110	16.258	38.09	1.19	38.09	cassandra-001	2018-08-17T02:17:04.584946216Z
277.037	1.1	74.86	3.01	111	30.958	38.09	1.17	38.09	cassandra-001	2018-08-17T02:17:11.593114903Z
139.403	1.15	74.86	2.95	112	16.508	38.09	1.1	38.09	cassandra-001	2018-08-17T02:17:18.598880236Z
278.919	33.33	74.87	2.95	113	33.067	38.09	1.15	38.09	cassandra-001	2018-08-17T02:17:25.606047306Z
143.245	1.1	74.86	8.29	115	16.322	38.09	33.33	38.09	cassandra-001	2018-08-17T02:17:32.614101794Z
142.77	1.18	74.86	6.51	116	16.256	38.09	1.1	38.09	cassandra-001	2018-08-17T02:17:39.623027856Z
295.854	1.11	74.87	6.5	117	34.702	38.09	1.18	38.09	cassandra-001	2018-08-17T02:17:46.631411214Z
150.031	1.12	74.87	6.5	118	17.72	38.09	1.11	38.09	cassandra-001	2018-08-17T02:17:53.638904251Z
294.87	13.61	74.87	6.5	119	33.683	38.09	1.12	38.09	cassandra-001	2018-08-17T02:18:00.648447249Z
150.58	1.22	74.87	8.57	120	17.112	38.09	13.61	38.09	cassandra-001	2018-08-17T02:18:07.654842127Z
152.063	2.92	74.87	3.22	121	17.93	38.09	1.22	38.09	cassandra-001	2018-08-17T02:18:14.661301655Z
307.009	1.18	74.87	3.53	122	31.714	38.09	2.92	38.09	cassandra-001	2018-08-17T02:18:21.671500774Z
156.262	1.2	74.87	3.53	124	17.849	38.09	1.18	38.09	cassandra-001	2018-08-17T02:18:28.680455555Z
307.047	16.1	74.87	3.54	125	28.782	38.09	1.2	38.09	cassandra-001	2018-08-17T02:18:35.690414686Z
154.316	1.07	74.87	6.04	126	15.024	38.09	16.1	38.09	cassandra-001	2018-08-17T02:18:42.697270139Z
157.127	1.21	74.87	3.95	127	14.984	38.09	1.07	38.09	cassandra-001	2018-08-17T02:18:49.706828567Z
314.863	1.21	74.87	3.95	128	26.667	38.09	1.21	38.09	cassandra-001	2018-08-17T02:18:56.715153159Z
154.921	1.57	74.87	3.66	129	13.188	38.09	1.21	38.09	cassandra-001	2018-08-17T02:19:03.724843341Z
321.443	13.52	74.88	3.73	130	27.378	38.09	1.57	38.09	cassandra-001	2018-08-17T02:19:10.73368491Z
162.129	1.07	74.88	5.78	131	13.966	38.09	13.52	38.09	cassandra-001	2018-08-17T02:19:17.74137561Z
165.92	1.1	74.88	3.27	132	16.566	38.09	1.07	38.09	cassandra-001	2018-08-17T02:19:24.748394049Z
331.564	1.17	74.88	3.28	133	28.365	38.09	1.1	38.09	cassandra-001	2018-08-17T02:19:31.755913535Z
166.717	1.08	74.88	3.27	134	13.912	38.09	1.17	38.09	cassandra-001	2018-08-17T02:19:38.76634481Z
337.139	14.76	74.88	3.25	136	30.08	38.09	1.08	38.09	cassandra-001	2018-08-17T02:19:45.776458972Z
169.419	1.15	74.88	5.45	137	14.98	38.09	14.76	38.09	cassandra-001	2018-08-17T02:19:52.783147236Z
171.418	1.2	74.88	3.39	138	18.477	38.09	1.15	38.09	cassandra-001	2018-08-17T02:19:59.789688259Z
344.595	1.12	74.88	3.41	139	35.912	38.09	1.2	38.09	cassandra-001	2018-08-17T02:20:06.797212347Z
172.316	1.11	74.88	3.41	140	18.556	38.09	1.12	38.09	cassandra-001	2018-08-17T02:20:13.804057044Z
348.845	13.19	74.89	3.4	141	36.887	38.09	1.11	38.09	cassandra-001	2018-08-17T02:20:20.811516679Z
179.999	1.23	74.89	5.42	142	18.581	38.09	13.19	38.09	cassandra-001	2018-08-17T02:20:27.81849877Z
179.662	1.27	74.89	3.17	143	21.67	38.09	1.23	38.09	cassandra-001	2018-08-17T02:20:34.825230752Z
359.476	1.09	74.89	3.19	144	38.35	38.09	1.27	38.09	cassandra-001	2018-08-17T02:20:41.834111286Z
182.962	1.12	74.89	3.17	145	20.534	38.09	1.09	38.09	cassandra-001	2018-08-17T02:20:48.840567688Z
365.648	17.66	74.89	3.17	146	41.357	38.09	1.12	38.09	cassandra-001	2018-08-17T02:20:55.849314982Z
181.109	1.72	74.89	5.93	147	21.378	38.09	17.66	38.09	cassandra-001	2018-08-17T02:21:02.85716723Z
185.494	1.1	74.89	4.01	148	21.272	38.09	1.72	38.09	cassandra-001	2018-08-17T02:21:09.866512094Z
370.073	1.12	74.9	3.99	149	41.184	38.09	1.1	38.09	cassandra-001	2018-08-17T02:21:16.876644095Z
183.575	1.18	74.89	3.97	150	18.42	38.09	1.12	38.09	cassandra-001	2018-08-17T02:21:23.883513236Z
374.491	17.31	74.9	3.98	151	37.829	38.09	1.18	38.09	cassandra-001	2018-08-17T02:21:30.890075163Z
184.931	1.11	74.9	6.68	152	14.182	38.09	17.31	38.09	cassandra-001	2018-08-17T02:21:37.898717304Z
187.009	3.94	74.9	3.92	153	13.984	38.09	1.11	38.09	cassandra-001	2018-08-17T02:21:44.907919729Z
383.383	1.17	74.9	4.29	154	36.164	38.09	3.94	38.09	cassandra-001	2018-08-17T02:21:51.923478652Z
194.865	1.17	74.9	4.3	155	19.975	38.09	1.17	38.09	cassandra-001	2018-08-17T02:21:58.932088928Z
385.109	15.08	74.9	4.31	155	35.872	38.09	1.17	38.09	cassandra-001	2018-08-17T02:22:05.93917126Z
195.524	1.11	74.9	6.63	156	18.972	38.09	15.08	38.09	cassandra-001	2018-08-17T02:22:12.946387047Z
193.305	1.18	74.9	3.93	157	15.17	38.09	1.11	38.09	cassandra-001	2018-08-17T02:22:19.954881732Z
387.773	1.11	74.91	3.94	158	35.513	38.09	1.18	38.09	cassandra-001	2018-08-17T02:22:26.963880633Z
198.286	1.1	74.9	3.47	159	17.268	38.09	1.11	38.09	cassandra-001	2018-08-17T02:22:33.975237286Z
398.721	16.78	74.91	3.46	160	35.05	38.09	1.1	38.09	cassandra-001	2018-08-17T02:22:40.983421724Z
201.413	1.17	74.91	6.06	161	17.716	38.09	16.78	38.09	cassandra-001	2018-08-17T02:22:47.991948869Z
201.491	1.07	74.91	3.74	162	20.712	38.09	1.17	38.09	cassandra-001	2018-08-17T02:22:55.002603091Z
408.221	1.09	74.91	3.74	163	37.067	38.09	1.07	38.09	cassandra-001	2018-08-17T02:23:02.00912928Z
203.849	1.13	74.91	3.72	164	18.982	38.09	1.09	38.09	cassandra-001	2018-08-17T02:23:09.019398156Z
414.479	17.0	74.91	3.72	165	44.392	38.09	1.13	38.09	cassandra-001	2018-08-17T02:23:16.026606014Z
203.133	1.18	74.91	6.37	165	16.526	38.09	17.0	38.09	cassandra-001	2018-08-17T02:23:23.033340499Z
206.653	1.13	74.91	3.77	166	18.809	38.09	1.18	38.09	cassandra-001	2018-08-17T02:23:30.040516779Z
413.945	1.09	74.92	3.77	167	40.232	38.09	1.13	38.09	cassandra-001	2018-08-17T02:23:37.049508833Z
209.17	1.08	74.91	3.77	168	22.465	38.09	1.09	38.09	cassandra-001	2018-08-17T02:23:44.058040147Z
418.327	18.7	74.92	3.77	169	40.666	38.09	1.08	38.09	cassandra-001	2018-08-17T02:23:51.0679311Z
207.508	1.16	74.92	6.7	170	21.817	38.09	18.7	38.09	cassandra-001	2018-08-17T02:23:58.076058672Z
227.679	2.34	74.92	4.06	170	21.232	38.09	1.16	38.09	cassandra-001	2018-08-17T02:24:05.082586965Z
412.132	1.12	74.92	4.25	171	37.382	38.09	2.34	38.09	cassandra-001	2018-08-17T02:24:12.089056605Z
213.866	1.12	74.92	4.25	172	17.078	38.09	1.12	38.09	cassandra-001	2018-08-17T02:24:19.096795102Z
423.917	12.39	74.92	4.25	173	41.837	38.09	1.12	38.09	cassandra-001	2018-08-17T02:24:26.103710528Z
216.713	1.07	74.92	6.14	174	23.928	38.09	12.39	38.09	cassandra-001	2018-08-17T02:24:33.110564335Z
423.481	14.95	74.93	3.2	175	40.984	38.09	1.07	38.09	cassandra-001	2018-08-17T02:24:40.11692554Z
231.276	1.19	74.93	5.5	175	20.014	38.09	14.95	38.09	cassandra-001	2018-08-17T02:24:47.12467879Z
214.396	1.17	74.93	5.31	176	16.126	38.09	1.19	38.09	cassandra-001	2018-08-17T02:24:54.132373713Z
438.051	5.4	74.93	5.32	177	35.537	38.09	1.17	38.09	cassandra-001	2018-08-17T02:25:01.140464753Z
217.833	1.13	74.93	6.03	178	20.996	38.09	5.4	38.09	cassandra-001	2018-08-17T02:25:08.147511729Z
442.687	18.41	74.93	4.15	179	44.486	38.09	1.13	38.09	cassandra-001	2018-08-17T02:25:15.154754014Z
222.271	1.14	74.93	7.04	180	18.21	38.09	18.41	38.09	cassandra-001	2018-08-17T02:25:22.161856588Z
221.815	1.07	74.94	4.74	180	20.427	38.09	1.14	38.09	cassandra-001	2018-08-17T02:25:29.168446377Z
453.339	1.16	74.94	4.72	181	43.428	38.09	1.07	38.09	cassandra-001	2018-08-17T02:25:36.176689837Z
231.56	1.08	74.94	4.72	182	24.994	38.09	1.16	38.09	cassandra-001	2018-08-17T02:25:43.18648415Z
463.876	19.92	74.94	4.0	183	46.462	38.09	1.08	38.09	cassandra-001	2018-08-17T02:25:50.195393224Z
