net_receive	container_cpu%	memory%	host_moving_avg_cpu	sensor_count	net_send	memory_active_anon%	host_cpu	memory_rss%	name	timestamp
7353440.99	3.77	29.95	nan	1	8152436.351	15.93	0	15.93	kafka-001	2018-08-16T22:38:42.613400385Z
38.37	3.22	29.95	nan	6	38.319	15.93	3.77	15.93	kafka-001	2018-08-16T22:38:49.627556364Z
62.712	4.93	29.95	nan	11	72.006	15.93	3.22	15.93	kafka-001	2018-08-16T22:38:56.638945651Z
76.713	5.67	29.95	nan	15	68.415	15.93	4.93	15.93	kafka-001	2018-08-16T22:39:03.650412068Z
99.3	8.28	29.95	nan	18	118.776	15.93	5.67	15.93	kafka-001	2018-08-16T22:39:10.661327197Z
108.963	6.46	29.95	4.31	22	93.944	15.93	8.28	15.93	kafka-001	2018-08-16T22:39:17.672730432Z
119.461	7.94	29.95	5.39	25	100.805	15.93	6.46	15.93	kafka-001	2018-08-16T22:39:24.684990654Z
138.454	16.79	29.95	6.08	28	167.113	15.93	7.94	15.93	kafka-001	2018-08-16T22:39:31.696988692Z
146.649	10.52	29.95	8.34	31	126.554	15.93	16.79	15.93	kafka-001	2018-08-16T22:39:38.70718525Z
160.54	11.07	29.95	9.28	34	196.474	15.93	10.52	15.93	kafka-001	2018-08-16T22:39:45.718849424Z
159.843	9.29	29.96	10.18	36	142.664	15.93	11.07	15.93	kafka-001	2018-08-16T22:39:52.73025815Z
179.187	10.33	29.96	10.34	39	154.618	15.93	9.29	15.93	kafka-001	2018-08-16T22:39:59.742654783Z
193.672	9.18	29.96	10.99	41	233.448	15.93	10.33	15.93	kafka-001	2018-08-16T22:40:06.753229525Z
198.437	11.41	29.96	11.2	43	164.927	15.93	9.18	15.93	kafka-001	2018-08-16T22:40:13.765336328Z
208.504	12.65	29.96	10.3	45	257.055	15.93	11.41	15.93	kafka-001	2018-08-16T22:40:20.776787354Z
209.165	11.53	29.96	10.66	48	179.19	15.93	12.65	15.93	kafka-001	2018-08-16T22:40:27.787864607Z
221.327	13.09	29.96	10.73	50	194.616	15.93	11.53	15.93	kafka-001	2018-08-16T22:40:34.798880293Z
233.71	12.51	29.97	11.37	52	288.694	15.93	13.09	15.93	kafka-001	2018-08-16T22:40:41.811889056Z
235.867	15.67	29.97	11.73	54	204.544	15.93	12.51	15.93	kafka-001	2018-08-16T22:40:48.82279583Z
254.604	15.93	29.97	12.81	56	308.654	15.93	15.67	15.93	kafka-001	2018-08-16T22:40:55.834785782Z
254.095	15.14	29.97	13.56	58	213.942	15.93	15.93	15.93	kafka-001	2018-08-16T22:41:02.847214435Z
261.929	14.94	29.97	13.98	60	218.9	15.93	15.14	15.93	kafka-001	2018-08-16T22:41:09.861458972Z
277.04	15.57	29.97	14.55	61	337.07	15.93	14.94	15.93	kafka-001	2018-08-16T22:41:16.872292012Z
283.856	16.03	29.98	14.96	63	235.322	15.93	15.57	15.93	kafka-001	2018-08-16T22:41:23.883983207Z
294.571	19.29	29.98	15.55	65	362.586	15.93	16.03	15.93	kafka-001	2018-08-16T22:41:30.896592565Z
295.103	16.39	29.98	16.15	67	245.546	15.93	19.29	15.93	kafka-001	2018-08-16T22:41:37.908003176Z
304.007	17.77	29.98	16.23	68	255.371	15.93	16.39	15.93	kafka-001	2018-08-16T22:41:44.919555909Z
314.372	16.96	29.99	16.67	70	382.164	15.93	17.77	15.93	kafka-001	2018-08-16T22:41:51.93137437Z
315.111	19.22	29.99	17.0	71	262.008	15.93	16.96	15.93	kafka-001	2018-08-16T22:41:58.942215885Z
328.724	20.69	29.99	17.61	73	401.686	15.93	19.22	15.93	kafka-001	2018-08-16T22:42:05.953612107Z
333.407	19.15	29.99	18.39	75	274.314	15.93	20.69	15.93	kafka-001	2018-08-16T22:42:12.963917314Z
