container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
37.65	73	29.25	83.15	37.65	27.44	37.65	2018-08-07T16:25:39.336946925Z	61.539	cassandra-001	7.293
37.41	75	31.09	83.3	37.67	37.65	37.67	2018-08-07T16:25:46.344947919Z	125.905	cassandra-001	14.15
32.9	77	31.66	83.42	37.67	37.41	37.67	2018-08-07T16:25:53.353952901Z	63.988	cassandra-001	7.332
41.61	79	32.49	84.38	37.67	32.9	37.67	2018-08-07T16:26:00.360967317Z	128.58	cassandra-001	15.27
31.82	81	35.18	84.51	37.67	41.61	37.67	2018-08-07T16:26:07.367823408Z	66.833	cassandra-001	7.911
30.94	82	34.81	84.65	37.67	31.82	37.67	2018-08-07T16:26:14.374833678Z	68.761	cassandra-001	7.502
33.86	83	35.39	84.79	37.67	30.94	37.67	2018-08-07T16:26:21.383141845Z	140.133	cassandra-001	14.396
36.68	85	34.76	84.93	37.67	33.86	37.67	2018-08-07T16:26:28.391084083Z	68.903	cassandra-001	5.086
41.57	86	34.64	85.07	37.67	36.68	37.67	2018-08-07T16:26:35.397955302Z	144.088	cassandra-001	14.447
47.81	87	36.08	85.22	37.66	41.57	37.66	2018-08-07T16:26:42.409057153Z	73.122	cassandra-001	8.504
38.72	89	37.11	85.37	37.66	47.81	37.66	2018-08-07T16:26:49.419738564Z	73.775	cassandra-001	7.408
75.71	90	38.26	86.52	37.67	38.72	37.67	2018-08-07T16:26:56.428108698Z	148.413	cassandra-001	17.442
82.81	92	45.73	88.14	37.67	75.71	37.67	2018-08-07T16:27:03.434838756Z	76.417	cassandra-001	8.027
85.47	94	53.88	89.69	37.64	82.81	37.64	2018-08-07T16:27:10.444881015Z	157.28	cassandra-001	16.054
50.02	95	62.02	86.78	37.65	85.47	37.65	2018-08-07T16:27:17.454299198Z	79.712	cassandra-001	9.452
44.26	97	63.42	86.93	37.64	50.02	37.64	2018-08-07T16:27:24.464523081Z	78.667	cassandra-001	6.548
48.91	99	62.83	87.1	37.64	44.26	37.64	2018-08-07T16:27:31.479657365Z	163.722	cassandra-001	17.358
48.97	101	64.53	87.28	37.64	48.91	37.64	2018-08-07T16:27:38.490470256Z	77.853	cassandra-001	8.183
35.92	102	60.07	87.44	37.64	48.97	37.64	2018-08-07T16:27:45.501512737Z	171.791	cassandra-001	18.016
48.31	104	52.26	88.41	37.64	35.92	37.64	2018-08-07T16:27:52.510436443Z	87.778	cassandra-001	9.08
46.98	106	46.07	88.58	37.64	48.31	37.64	2018-08-07T16:27:59.517638631Z	89.907	cassandra-001	11.588
50.51	108	45.56	88.76	37.64	46.98	37.64	2018-08-07T16:28:06.524267566Z	180.133	cassandra-001	18.013
45.35	109	46.6	88.95	37.64	50.51	37.64	2018-08-07T16:28:13.536827213Z	92.837	cassandra-001	11.072
60.0	111	46.01	89.14	37.64	45.35	37.64	2018-08-07T16:28:20.545976785Z	183.983	cassandra-001	18.17
52.75	113	47.85	89.33	37.64	60.0	37.64	2018-08-07T16:28:27.555790614Z	94.404	cassandra-001	10.398
44.64	114	50.65	90.3	37.64	52.75	37.64	2018-08-07T16:28:34.563439299Z	94.234	cassandra-001	7.955
45.77	116	50.04	90.49	37.64	44.64	37.64	2018-08-07T16:28:41.573465998Z	193.528	cassandra-001	20.464
55.83	117	49.84	90.69	37.63	45.77	37.63	2018-08-07T16:28:48.580787521Z	97.476	cassandra-001	9.684
63.4	119	50.72	90.89	37.64	55.83	37.64	2018-08-07T16:28:55.590827368Z	201.369	cassandra-001	24.0
57.64	121	53.73	91.09	37.63	63.4	37.63	2018-08-07T16:29:02.596833358Z	99.372	cassandra-001	11.188
55.59	122	53.34	91.3	37.63	57.64	37.63	2018-08-07T16:29:09.602966373Z	100.01	cassandra-001	8.547
51.23	124	53.81	92.28	37.64	55.59	37.64	2018-08-07T16:29:16.610644151Z	208.674	cassandra-001	24.882
49.34	125	54.91	92.49	37.63	51.23	37.63	2018-08-07T16:29:23.616699858Z	104.794	cassandra-001	11.292
61.44	126	55.51	92.71	37.64	49.34	37.64	2018-08-07T16:29:30.625668351Z	213.675	cassandra-001	23.732
51.35	128	56.44	92.59	37.63	61.44	37.63	2018-08-07T16:29:37.63566897Z	106.862	cassandra-001	11.053
58.21	129	54.43	92.82	37.63	51.35	37.63	2018-08-07T16:29:44.642644394Z	107.609	cassandra-001	13.192
121.47	131	54.53	92.66	37.63	58.21	37.63	2018-08-07T16:29:51.652628269Z	218.665	cassandra-001	22.502
110.89	132	65.51	92.61	37.64	121.47	37.64	2018-08-07T16:29:58.661742734Z	111.721	cassandra-001	13.31
110.92	132	75.45	92.65	37.64	110.89	37.64	2018-08-07T16:30:05.668133094Z	221.237	cassandra-001	20.653
54.56	132	85.71	89.64	37.64	110.92	37.64	2018-08-07T16:30:12.675657638Z	112.699	cassandra-001	13.442
53.22	132	84.57	89.87	37.64	54.56	37.64	2018-08-07T16:30:19.685700068Z	110.428	cassandra-001	10.736
111.67	132	84.88	90.84	37.64	53.22	37.64	2018-08-07T16:30:26.693030544Z	219.521	cassandra-001	20.878
54.89	133	93.79	91.06	37.63	111.67	37.63	2018-08-07T16:30:33.702723028Z	112.016	cassandra-001	12.451
60.75	135	82.69	91.3	37.64	54.89	37.64	2018-08-07T16:30:40.710033892Z	226.487	cassandra-001	26.394
54.34	136	74.33	91.53	37.64	60.75	37.64	2018-08-07T16:30:47.717845676Z	112.936	cassandra-001	11.012
66.53	137	64.9	91.76	37.64	54.34	37.64	2018-08-07T16:30:54.726597021Z	115.216	cassandra-001	12.688
58.93	139	66.9	92.72	37.64	66.53	37.64	2018-08-07T16:31:01.734751011Z	226.976	cassandra-001	20.65
56.4	140	67.85	92.64	37.64	58.93	37.64	2018-08-07T16:31:08.743294236Z	117.556	cassandra-001	14.231
56.21	141	58.64	92.56	37.64	56.4	37.64	2018-08-07T16:31:15.749159531Z	234.117	cassandra-001	22.444
57.0	142	58.86	92.8	37.64	56.21	37.64	2018-08-07T16:31:22.756829135Z	118.43	cassandra-001	12.304
55.67	144	58.23	92.71	37.63	57.0	37.63	2018-08-07T16:31:29.764794126Z	118.919	cassandra-001	11.274
55.74	145	58.46	92.57	37.64	55.67	37.64	2018-08-07T16:31:36.773005241Z	241.867	cassandra-001	23.735
76.64	146	56.66	92.82	37.64	55.74	37.64	2018-08-07T16:31:43.783800519Z	123.156	cassandra-001	12.052
82.59	147	59.61	92.75	37.64	76.64	37.64	2018-08-07T16:31:50.792640653Z	249.089	cassandra-001	26.638
58.38	149	63.97	92.68	37.64	82.59	37.64	2018-08-07T16:31:57.801351552Z	122.156	cassandra-001	9.9
108.69	150	64.34	92.84	37.63	58.38	37.63	2018-08-07T16:32:04.809787476Z	124.473	cassandra-001	12.407
103.01	151	72.95	92.59	37.63	108.69	37.63	2018-08-07T16:32:11.816718153Z	253.269	cassandra-001	27.864
54.53	152	80.84	92.64	37.62	103.01	37.62	2018-08-07T16:32:18.825666249Z	124.44	cassandra-001	9.45
104.35	153	80.64	91.58	37.62	54.53	37.62	2018-08-07T16:32:25.833198923Z	256.938	cassandra-001	27.348
127.03	154	85.26	92.83	37.62	104.35	37.62	2018-08-07T16:32:32.841456655Z	130.457	cassandra-001	14.228
117.09	155	92.66	92.6	37.62	127.03	37.62	2018-08-07T16:32:39.849413023Z	129.744	cassandra-001	14.293
112.0	156	102.45	92.71	37.62	117.09	37.62	2018-08-07T16:32:46.858508288Z	260.091	cassandra-001	26.528
96.55	156	103.0	92.8	37.62	112.0	37.62	2018-08-07T16:32:53.869049939Z	129.956	cassandra-001	14.32
107.91	156	101.92	92.69	37.62	96.55	37.62	2018-08-07T16:33:00.876260942Z	259.626	cassandra-001	26.792
111.29	156	110.82	92.81	37.62	107.91	37.62	2018-08-07T16:33:07.884263154Z	131.192	cassandra-001	13.831
88.84	156	111.98	92.62	37.62	111.29	37.62	2018-08-07T16:33:14.892092334Z	128.558	cassandra-001	12.406
70.7	156	105.61	92.75	37.62	88.84	37.62	2018-08-07T16:33:21.901183555Z	259.459	cassandra-001	23.492
66.1	156	97.88	81.18	37.62	70.7	37.62	2018-08-07T16:33:28.909959361Z	129.18	cassandra-001	13.132
76.7	156	90.23	81.45	37.62	66.1	37.62	2018-08-07T16:33:35.91901338Z	262.808	cassandra-001	26.039
