container_cpu%	timestamp	memory%	net_send	host_moving_avg_cpu	net_receive	host_cpu	memory_active_anon%	name	memory_rss%	sensor_count
103.3	2019-04-23T20:36:43.342432644Z	88.63	1144.503	99.9	125604.865	105.03	29.89	kafka-001	29.89	242
106.89	2019-04-23T20:36:50.355312001Z	89.04	1562.21	100.82	138517.055	103.3	29.89	kafka-001	29.89	242
99.86	2019-04-23T20:36:57.367935149Z	88.8	1154.256	101.01	134706.814	106.89	29.89	kafka-001	29.89	242
105.43	2019-04-23T20:37:04.378382822Z	88.33	1158.377	102.15	133571.855	99.86	29.89	kafka-001	29.89	242
99.09	2019-04-23T20:37:11.390844047Z	88.83	1561.476	102.74	137919.899	105.43	29.89	kafka-001	29.89	242
105.96	2019-04-23T20:37:18.403299701Z	88.72	1163.793	103.27	134377.141	99.09	29.89	kafka-001	29.89	242
102.68	2019-04-23T20:37:25.41269507Z	88.42	1547.901	103.42	137717.083	105.96	29.89	kafka-001	29.89	242
110.13	2019-04-23T20:37:32.424639181Z	88.45	1166.418	103.32	138129.656	102.68	29.89	kafka-001	29.89	242
99.06	2019-04-23T20:37:39.436352164Z	88.1	1163.465	103.86	135570.252	110.13	29.89	kafka-001	29.89	242
102.8	2019-04-23T20:37:46.446404979Z	88.98	1552.317	103.72	138355.883	99.06	29.9	kafka-001	29.9	242
94.24	2019-04-23T20:37:53.456634178Z	88.78	1163.823	103.29	135561.659	102.8	29.9	kafka-001	29.9	242
106.76	2019-04-23T20:38:00.46615564Z	89.08	1522.237	102.48	121636.826	94.24	29.91	kafka-001	29.91	242
101.72	2019-04-23T20:38:07.47624351Z	88.96	1170.965	102.61	137188.772	106.76	29.9	kafka-001	29.9	242
