memory_rss%	host_moving_avg_cpu	name	sensor_count	host_cpu	container_cpu%	net_receive	memory%	timestamp	net_send	memory_active_anon%
30.33	nan	kafka-001	2	0	3.28	141704899.373	88.15	2019-04-23T09:30:38.596659835Z	1249001.487	30.33
30.33	nan	kafka-001	6	3.28	7.92	48.222	88.15	2019-04-23T09:30:45.61175612Z	56.816	30.33
30.33	nan	kafka-001	10	7.92	5.42	57.035	88.15	2019-04-23T09:30:52.622768617Z	52.825	30.33
30.33	nan	kafka-001	13	5.42	13.53	7986.367	87.45	2019-04-23T09:30:59.633999339Z	90.346	30.33
30.33	nan	kafka-001	16	13.53	12.86	12423.63	87.75	2019-04-23T09:31:06.646982758Z	142.563	30.33
30.33	7.17	kafka-001	20	12.86	14.73	12184.249	88.03	2019-04-23T09:31:13.659955202Z	120.771	30.33
30.33	9.62	kafka-001	23	14.73	25.98	15073.791	87.49	2019-04-23T09:31:20.672195364Z	184.541	30.33
30.33	13.41	kafka-001	25	25.98	19.54	23545.338	88.06	2019-04-23T09:31:27.684217209Z	176.117	30.33
30.33	15.34	kafka-001	28	19.54	24.17	23988.791	87.73	2019-04-23T09:31:34.698192732Z	184.373	30.33
30.33	18.47	kafka-001	31	24.17	20.04	24694.776	87.42	2019-04-23T09:31:41.709267344Z	249.804	30.33
30.33	19.55	kafka-001	33	20.04	24.7	25189.236	88.02	2019-04-23T09:31:48.71904212Z	205.613	30.33
30.33	21.53	kafka-001	35	24.7	35.04	35229.088	87.97	2019-04-23T09:31:55.735842241Z	302.875	30.33
30.33	24.91	kafka-001	38	35.04	31.32	33940.066	87.88	2019-04-23T09:32:02.748795616Z	245.821	30.33
30.33	25.8	kafka-001	40	31.32	33.69	35593.735	87.83	2019-04-23T09:32:09.760217409Z	252.104	30.33
30.33	28.16	kafka-001	42	33.69	31.36	33913.333	87.75	2019-04-23T09:32:16.775615331Z	329.373	30.33
30.33	29.36	kafka-001	44	31.36	35.99	37977.853	87.76	2019-04-23T09:32:23.788001944Z	275.636	30.33
30.33	32.02	kafka-001	46	35.99	48.82	42919.261	87.67	2019-04-23T09:32:30.800940383Z	380.28	30.33
30.33	36.04	kafka-001	48	48.82	36.13	45940.873	87.87	2019-04-23T09:32:37.816456765Z	317.931	30.33
30.33	36.22	kafka-001	50	36.13	38.84	44408.207	87.93	2019-04-23T09:32:44.830525397Z	314.629	30.33
30.33	37.47	kafka-001	52	38.84	38.75	43339.566	88.07	2019-04-23T09:32:51.855276425Z	410.158	30.33
30.33	38.32	kafka-001	54	38.75	35.9	45624.203	87.36	2019-04-23T09:32:58.87417569Z	322.631	30.33
30.33	39.07	kafka-001	56	35.9	41.94	53247.799	87.51	2019-04-23T09:33:05.889088942Z	451.413	30.33
30.33	40.06	kafka-001	58	41.94	44.13	54524.241	87.92	2019-04-23T09:33:12.902728172Z	366.647	30.33
30.33	39.28	kafka-001	60	44.13	50.56	55030.397	87.33	2019-04-23T09:33:19.915666715Z	371.478	30.33
30.33	41.69	kafka-001	61	50.56	44.36	54382.844	87.69	2019-04-23T09:33:26.928318943Z	478.228	30.33
30.33	42.61	kafka-001	63	44.36	40.93	54746.96	88.1	2019-04-23T09:33:33.941580553Z	383.499	30.33
30.33	42.97	kafka-001	65	40.93	42.65	55035.191	87.3	2019-04-23T09:33:40.952798536Z	499.605	30.33
30.33	44.09	kafka-001	66	42.65	47.52	58146.843	87.79	2019-04-23T09:33:47.96613849Z	403.377	30.33
30.33	45.02	kafka-001	68	47.52	48.5	60280.936	87.32	2019-04-23T09:33:54.981241641Z	412.88	30.33
30.33	45.75	kafka-001	70	48.5	60.57	64314.537	87.74	2019-04-23T09:34:01.996316759Z	551.814	30.33
30.33	47.42	kafka-001	71	60.57	58.43	67215.66	87.44	2019-04-23T09:34:09.008130374Z	447.212	30.33
30.33	49.77	kafka-001	73	58.43	58.15	66612.695	88.14	2019-04-23T09:34:16.020879209Z	570.372	30.33
