----------------------------------------------------------------
container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
3.87	3	nan	89.6	37.89	0	37.89	2018-08-07T18:58:15.552923886Z	355962.861	cassandra-001	38595.153
6.23	8	nan	89.61	37.89	3.87	37.89	2018-08-07T18:58:22.562650447Z	4.644	cassandra-001	0.803
9.56	14	nan	89.63	37.89	6.23	37.89	2018-08-07T18:58:29.56865879Z	8.489	cassandra-001	1.304
14.26	18	nan	89.65	37.89	9.56	37.89	2018-08-07T18:58:36.580561085Z	26.9	cassandra-001	3.938
9.87	23	nan	89.69	37.89	14.26	37.89	2018-08-07T18:58:43.588209907Z	16.658	cassandra-001	1.75
27.98	27	7.3	89.73	37.89	9.87	37.89	2018-08-07T18:58:50.596520212Z	42.016	cassandra-001	5.279
18.09	31	11.96	89.77	37.88	27.98	37.88	2018-08-07T18:58:57.602691578Z	24.094	cassandra-001	2.962
15.61	35	14.33	89.83	37.88	18.09	37.88	2018-08-07T18:59:04.610353029Z	25.935	cassandra-001	2.75
20.2	38	15.89	89.89	37.88	15.61	37.88	2018-08-07T18:59:11.618615777Z	62.035	cassandra-001	7.306
22.84	41	17.67	89.96	37.89	20.2	37.89	2018-08-07T18:59:18.626971381Z	34.389	cassandra-001	4.53
31.46	44	19.1	90.04	37.89	22.84	37.89	2018-08-07T18:59:25.63409268Z	72.034	cassandra-001	8.147
25.08	47	22.7	90.11	37.89	31.46	37.89	2018-08-07T18:59:32.642950657Z	38.706	cassandra-001	4.238
27.12	50	22.21	90.19	37.88	25.08	37.88	2018-08-07T18:59:39.654038729Z	40.193	cassandra-001	4.528
26.26	53	23.72	90.28	37.88	27.12	37.88	2018-08-07T18:59:46.66667088Z	85.876	cassandra-001	8.486
28.19	56	25.49	90.37	37.88	26.26	37.88	2018-08-07T18:59:53.674004706Z	45.792	cassandra-001	5.225
35.4	58	26.82	90.47	37.88	28.19	37.88	2018-08-07T19:00:00.683889525Z	96.759	cassandra-001	10.582
30.64	61	28.92	90.58	37.89	35.4	37.89	2018-08-07T19:00:07.691320468Z	49.666	cassandra-001	4.67
29.44	63	28.78	90.68	37.89	30.64	37.89	2018-08-07T19:00:14.702214534Z	51.481	cassandra-001	6.174
31.43	66	29.51	90.8	37.89	29.44	37.89	2018-08-07T19:00:21.71042186Z	109.689	cassandra-001	11.871
77.31	68	30.23	92.48	37.89	31.43	37.89	2018-08-07T19:00:28.720544102Z	55.979	cassandra-001	5.592
80.08	71	38.73	92.74	37.89	77.31	37.89	2018-08-07T19:00:35.728694303Z	117.22	cassandra-001	12.476
76.35	73	47.38	92.68	37.88	80.08	37.88	2018-08-07T19:00:42.736129187Z	61.107	cassandra-001	6.528
74.44	75	54.21	92.63	37.89	76.35	37.89	2018-08-07T19:00:49.742678213Z	60.476	cassandra-001	4.732
41.02	77	61.51	87.55	37.89	74.44	37.89	2018-08-07T19:00:56.75079188Z	128.994	cassandra-001	16.221
40.19	79	63.44	87.69	37.89	41.02	37.89	2018-08-07T19:01:03.757335961Z	66.656	cassandra-001	8.242
47.33	82	64.9	87.82	37.88	40.19	37.88	2018-08-07T19:01:10.764338753Z	134.965	cassandra-001	12.404
40.32	84	59.9	87.96	37.89	47.33	37.89	2018-08-07T19:01:17.771022676Z	68.983	cassandra-001	6.208
42.18	86	53.28	88.11	37.89	40.32	37.89	2018-08-07T19:01:24.779579528Z	68.27	cassandra-001	6.933
48.85	88	47.58	88.25	37.88	42.18	37.88	2018-08-07T19:01:31.786049057Z	145.615	cassandra-001	15.714
37.02	90	43.32	88.4	37.89	48.85	37.89	2018-08-07T19:01:38.794732553Z	74.577	cassandra-001	6.378
48.52	92	42.65	88.56	37.89	37.02	37.89	2018-08-07T19:01:45.806571094Z	152.512	cassandra-001	17.692
41.61	93	44.04	88.72	37.89	48.52	37.89	2018-08-07T19:01:52.818713534Z	77.588	cassandra-001	8.647
40.97	95	43.08	88.88	37.89	41.61	37.89	2018-08-07T19:01:59.824871185Z	78.812	cassandra-001	8.304
42.0	97	43.19	90.29	37.89	40.97	37.89	2018-08-07T19:02:06.833983723Z	161.743	cassandra-001	17.082
40.32	99	43.16	90.45	37.89	42.0	37.89	2018-08-07T19:02:13.841146763Z	82.422	cassandra-001	7.986
