memory_rss%	host_moving_avg_cpu	name	sensor_count	host_cpu	container_cpu%	net_receive	memory%	timestamp	net_send	memory_active_anon%
30.17	nan	kafka-001	2	0	2.96	47070098.641	87.69	2019-04-23T07:21:38.104836483Z	396338.993	30.17
30.17	nan	kafka-001	6	2.96	7.18	47.076	87.68	2019-04-23T07:21:45.11434427Z	56.784	30.17
30.17	nan	kafka-001	10	7.18	4.68	59.831	87.68	2019-04-23T07:21:52.123269916Z	57.061	30.17
30.17	nan	kafka-001	14	4.68	18.95	9199.515	87.9	2019-04-23T07:21:59.130800963Z	94.545	30.17
30.17	nan	kafka-001	17	18.95	12.5	12184.282	88.19	2019-04-23T07:22:06.141352064Z	142.985	30.17
30.17	7.71	kafka-001	20	12.5	13.39	12488.529	88.49	2019-04-23T07:22:13.150234991Z	124.736	30.17
30.17	9.94	kafka-001	23	13.39	21.35	15967.367	87.97	2019-04-23T07:22:20.162570664Z	191.024	30.17
30.17	13.01	kafka-001	26	21.35	18.71	24365.02	87.65	2019-04-23T07:22:27.173580985Z	174.098	30.17
30.17	14.93	kafka-001	28	18.71	19.85	23942.567	88.22	2019-04-23T07:22:34.185718543Z	184.29	30.17
30.17	17.46	kafka-001	31	19.85	21.63	24854.888	87.91	2019-04-23T07:22:41.19772473Z	248.948	30.17
30.17	17.9	kafka-001	33	21.63	22.36	25998.517	87.63	2019-04-23T07:22:48.207724484Z	207.52	30.17
30.17	19.55	kafka-001	36	22.36	24.67	35626.348	88.47	2019-04-23T07:22:55.217978727Z	299.332	30.17
30.17	21.43	kafka-001	38	24.67	31.37	34356.541	88.39	2019-04-23T07:23:02.228012983Z	245.242	30.17
30.17	23.1	kafka-001	40	31.37	24.96	34855.963	88.32	2019-04-23T07:23:09.235114513Z	250.734	30.17
30.17	24.14	kafka-001	42	24.96	25.62	34068.354	88.23	2019-04-23T07:23:16.245879994Z	332.968	30.17
30.17	25.1	kafka-001	44	25.62	32.09	38099.433	88.13	2019-04-23T07:23:23.256228054Z	281.625	30.17
