----------------------------------------------------------------
container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
52.42	126	59.79	80.66	37.89	52.77	37.89	2018-08-07T18:19:23.375256141Z	106.533	cassandra-001	12.255
66.38	126	60.48	80.88	37.89	52.42	37.89	2018-08-07T18:19:30.386890987Z	211.662	cassandra-001	22.386
68.52	126	63.7	81.1	37.89	66.38	37.89	2018-08-07T18:19:37.394805838Z	105.111	cassandra-001	10.17
60.67	126	64.79	81.31	37.89	68.52	37.89	2018-08-07T18:19:44.406158177Z	105.189	cassandra-001	10.434
45.68	128	66.88	81.53	37.89	60.67	37.89	2018-08-07T18:19:51.415969033Z	213.977	cassandra-001	23.427
54.21	129	57.74	81.75	37.89	45.68	37.89	2018-08-07T18:19:58.423699485Z	108.245	cassandra-001	10.486
73.91	131	57.98	81.95	37.87	54.21	37.87	2018-08-07T18:20:05.434421885Z	220.315	cassandra-001	24.086
82.27	132	61.56	83.41	37.87	73.91	37.87	2018-08-07T18:20:12.44373979Z	109.673	cassandra-001	10.736
55.66	133	64.21	83.64	37.87	82.27	37.87	2018-08-07T18:20:19.452135276Z	110.99	cassandra-001	12.121
51.5	135	62.07	83.84	37.84	55.66	37.84	2018-08-07T18:20:26.467213886Z	225.896	cassandra-001	23.688
67.46	136	60.54	84.07	37.84	51.5	37.84	2018-08-07T18:20:33.477956844Z	115.723	cassandra-001	12.53
58.39	138	64.17	84.31	37.84	67.46	37.84	2018-08-07T18:20:40.48704128Z	228.634	cassandra-001	21.614
63.44	139	64.87	84.55	37.84	58.39	37.84	2018-08-07T18:20:47.496369959Z	116.108	cassandra-001	11.394
64.88	140	63.12	84.79	37.84	63.44	37.84	2018-08-07T18:20:54.504067452Z	117.044	cassandra-001	13.901
49.09	142	60.22	85.03	37.85	64.88	37.85	2018-08-07T18:21:01.511436137Z	234.391	cassandra-001	20.292
114.57	143	59.13	86.49	37.85	49.09	37.85	2018-08-07T18:21:08.521805761Z	117.722	cassandra-001	10.086
106.39	144	69.64	88.25	37.84	114.57	37.84	2018-08-07T18:21:15.535080627Z	244.038	cassandra-001	29.874
102.79	144	76.13	89.91	37.84	106.39	37.84	2018-08-07T18:21:22.542685037Z	120.372	cassandra-001	12.369
111.72	144	83.53	91.57	37.84	102.79	37.84	2018-08-07T18:21:29.550140713Z	118.647	cassandra-001	9.624
59.53	144	91.57	87.48	37.84	111.72	37.84	2018-08-07T18:21:36.556824466Z	245.175	cassandra-001	28.62
52.17	144	90.68	87.71	37.83	59.53	37.83	2018-08-07T18:21:43.563735509Z	122.013	cassandra-001	14.112
63.85	145	91.2	87.95	37.82	52.17	37.82	2018-08-07T18:21:50.570851583Z	244.479	cassandra-001	29.015
65.45	146	82.74	88.19	37.81	63.85	37.81	2018-08-07T18:21:57.580683729Z	121.175	cassandra-001	11.524
68.71	148	75.92	89.65	37.82	65.45	37.82	2018-08-07T18:22:04.589469521Z	123.551	cassandra-001	13.108
68.05	149	70.24	89.9	37.82	68.71	37.82	2018-08-07T18:22:11.599932463Z	249.586	cassandra-001	26.306
53.95	150	62.96	90.16	37.82	68.05	37.82	2018-08-07T18:22:18.607515559Z	126.11	cassandra-001	14.255
68.3	151	62.03	90.41	37.82	53.95	37.82	2018-08-07T18:22:25.615077285Z	254.54	cassandra-001	26.768
62.69	152	64.72	90.67	37.82	68.3	37.82	2018-08-07T18:22:32.62537083Z	126.52	cassandra-001	10.704
58.25	153	64.53	90.93	37.82	62.69	37.82	2018-08-07T18:22:39.633527571Z	126.031	cassandra-001	13.08
55.87	155	63.33	91.19	37.82	58.25	37.82	2018-08-07T18:22:46.641399624Z	261.615	cassandra-001	29.406
77.7	156	61.19	92.64	37.82	55.87	37.82	2018-08-07T18:22:53.648103628Z	129.022	cassandra-001	12.181
73.46	157	62.79	92.58	37.82	77.7	37.82	2018-08-07T18:23:00.65682129Z	261.654	cassandra-001	26.884
60.59	158	66.05	92.53	37.81	73.46	37.81	2018-08-07T18:23:07.665611681Z	133.737	cassandra-001	14.9
77.78	159	64.76	92.48	37.82	60.59	37.82	2018-08-07T18:23:14.676323147Z	133.856	cassandra-001	14.306
69.72	160	67.28	92.76	37.82	77.78	37.82	2018-08-07T18:23:21.684031449Z	268.826	cassandra-001	27.871
69.31	162	69.19	92.71	37.82	69.72	37.82	2018-08-07T18:23:28.690350872Z	135.855	cassandra-001	13.5
126.42	163	71.43	92.53	37.82	69.31	37.82	2018-08-07T18:23:35.70173279Z	275.244	cassandra-001	29.468
67.12	164	79.55	92.75	37.82	126.42	37.82	2018-08-07T18:23:42.710885148Z	138.154	cassandra-001	14.014
89.2	165	78.49	92.71	37.82	67.12	37.82	2018-08-07T18:23:49.719599627Z	139.153	cassandra-001	15.703
59.06	166	83.26	92.68	37.82	89.2	37.82	2018-08-07T18:23:56.7299237Z	276.364	cassandra-001	28.318
67.07	167	80.14	92.64	37.82	59.06	37.82	2018-08-07T18:24:03.737476543Z	142.18	cassandra-001	16.442
78.97	168	79.7	92.61	37.82	67.07	37.82	2018-08-07T18:24:10.74372843Z	282.31	cassandra-001	27.366
72.01	169	81.31	92.58	37.82	78.97	37.82	2018-08-07T18:24:17.7501243Z	140.801	cassandra-001	15.016
127.57	170	72.24	85.72	37.83	72.01	37.83	2018-08-07T18:24:24.756907609Z	142.192	cassandra-001	12.441
108.28	171	82.31	87.41	37.83	127.57	37.83	2018-08-07T18:24:31.767465607Z	285.325	cassandra-001	27.048
98.23	171	85.49	89.11	37.83	108.28	37.83	2018-08-07T18:24:38.777380516Z	144.575	cassandra-001	16.758
75.97	171	92.02	85.51	37.83	98.23	37.83	2018-08-07T18:24:45.785436477Z	288.185	cassandra-001	31.206
58.51	171	93.51	85.79	37.83	75.97	37.83	2018-08-07T18:24:52.7921374Z	142.64	cassandra-001	12.903
65.98	171	90.1	86.08	37.83	58.51	37.83	2018-08-07T18:24:59.803295298Z	145.489	cassandra-001	16.89
63.68	172	89.09	87.53	37.83	65.98	37.83	2018-08-07T18:25:06.81037205Z	287.864	cassandra-001	29.938
81.73	173	78.44	87.81	37.83	63.68	37.83	2018-08-07T18:25:13.819394233Z	143.17	cassandra-001	13.642
76.37	174	74.02	88.11	37.83	81.73	37.83	2018-08-07T18:25:20.829709533Z	290.537	cassandra-001	30.095
82.02	175	70.37	88.4	37.82	76.37	37.82	2018-08-07T18:25:27.836945492Z	146.083	cassandra-001	14.196
73.77	176	71.38	88.71	37.82	82.02	37.82	2018-08-07T18:25:34.843982634Z	147.94	cassandra-001	13.43
84.79	177	73.93	89.01	37.82	73.77	37.82	2018-08-07T18:25:41.8530598Z	295.201	cassandra-001	32.602
69.72	178	77.06	90.43	37.83	84.79	37.83	2018-08-07T18:25:48.860737685Z	147.565	cassandra-001	14.287
81.89	179	78.07	90.73	37.82	69.72	37.82	2018-08-07T18:25:55.867704889Z	303.423	cassandra-001	32.574
81.52	180	78.09	91.04	37.83	81.89	37.83	2018-08-07T18:26:02.877787743Z	149.761	cassandra-001	15.0
91.78	181	78.95	91.36	37.83	81.52	37.83	2018-08-07T18:26:09.884622701Z	151.834	cassandra-001	16.016
71.87	182	80.58	91.66	37.83	91.78	37.83	2018-08-07T18:26:16.892058577Z	307.955	cassandra-001	32.216
71.98	183	80.26	92.61	37.83	71.87	37.83	2018-08-07T18:26:23.899383593Z	152.829	cassandra-001	15.817
90.1	184	78.13	92.61	37.83	71.98	37.83	2018-08-07T18:26:30.913727054Z	309.363	cassandra-001	31.74
68.88	185	81.52	92.6	37.83	90.1	37.83	2018-08-07T18:26:37.921296717Z	157.433	cassandra-001	18.932
65.8	186	79.36	92.59	37.83	68.88	37.83	2018-08-07T18:26:44.93217696Z	157.097	cassandra-001	17.216
73.39	187	76.74	92.59	37.82	65.8	37.82	2018-08-07T18:26:51.942967134Z	313.428	cassandra-001	32.979
97.56	188	73.67	92.65	37.83	73.39	37.83	2018-08-07T18:26:58.952762318Z	157.856	cassandra-001	15.486
116.52	189	77.95	92.64	37.83	97.56	37.83	2018-08-07T18:27:05.960527148Z	317.307	cassandra-001	32.688
129.8	190	85.37	92.82	37.83	116.52	37.83	2018-08-07T18:27:12.967434583Z	160.483	cassandra-001	18.218
108.68	191	91.99	92.68	37.83	129.8	37.83	2018-08-07T18:27:19.976052828Z	159.95	cassandra-001	15.419
75.63	192	98.62	88.26	37.83	108.68	37.83	2018-08-07T18:27:26.98266521Z	324.007	cassandra-001	36.488
62.97	192	100.26	88.59	37.83	75.63	37.83	2018-08-07T18:27:33.989053704Z	161.265	cassandra-001	16.0
83.66	192	98.53	89.98	37.83	62.97	37.83	2018-08-07T18:27:40.995641306Z	320.357	cassandra-001	33.188
72.62	192	96.21	90.31	37.83	83.66	37.83	2018-08-07T18:27:48.003302166Z	161.082	cassandra-001	16.528
77.56	192	88.89	90.63	37.83	72.62	37.83	2018-08-07T18:27:55.010716456Z	161.248	cassandra-001	16.039
78.71	192	80.19	90.97	37.83	77.56	37.83	2018-08-07T18:28:02.024954838Z	325.727	cassandra-001	38.468
105.72	193	75.19	91.76	37.83	78.71	37.83	2018-08-07T18:28:09.031950236Z	160.702	cassandra-001	14.64
101.8	194	80.21	92.67	37.83	105.72	37.83	2018-08-07T18:28:16.040850324Z	324.413	cassandra-001	32.566
75.85	195	86.68	92.69	37.83	101.8	37.83	2018-08-07T18:28:23.047254271Z	162.408	cassandra-001	15.629
81.99	195	85.38	92.71	37.83	75.85	37.83	2018-08-07T18:28:30.056516744Z	192.03	cassandra-001	16.928
74.82	195	86.94	92.72	37.82	81.99	37.82	2018-08-07T18:28:37.063735601Z	292.911	cassandra-001	31.492
68.25	195	86.48	92.63	37.82	74.82	37.82	2018-08-07T18:28:44.070180371Z	162.101	cassandra-001	16.778
77.39	195	84.74	92.65	37.83	68.25	37.83	2018-08-07T18:28:51.077158396Z	327.573	cassandra-001	32.737
76.93	196	80.02	92.68	37.83	77.39	37.83	2018-08-07T18:28:58.085709363Z	160.507	cassandra-001	13.108
68.77	197	75.87	92.69	37.83	76.93	37.83	2018-08-07T18:29:05.093688737Z	214.831	cassandra-001	20.511
76.9	198	74.69	92.71	37.83	68.77	37.83	2018-08-07T18:29:12.100974642Z	282.762	cassandra-001	26.587
102.27	198	73.84	92.79	37.83	76.9	37.83	2018-08-07T18:29:19.108719433Z	165.816	cassandra-001	14.889
116.72	199	78.42	92.67	37.83	102.27	37.83	2018-08-07T18:29:26.119769845Z	337.715	cassandra-001	36.972
135.64	200	86.5	92.88	37.83	116.72	37.83	2018-08-07T18:29:33.128487544Z	170.683	cassandra-001	19.192
122.33	201	96.21	89.38	37.83	135.64	37.83	2018-08-07T18:29:40.138762517Z	332.527	cassandra-001	35.558
143.59	201	103.77	91.76	37.83	122.33	37.83	2018-08-07T18:29:47.145460195Z	167.625	cassandra-001	18.928
112.95	201	116.24	92.58	37.83	143.59	37.83	2018-08-07T18:29:54.153291763Z	171.815	cassandra-001	19.825
123.66	201	122.25	92.8	37.82	112.95	37.82	2018-08-07T18:30:01.159996061Z	336.639	cassandra-001	36.47
102.77	201	125.82	92.56	37.82	123.66	37.82	2018-08-07T18:30:08.178005159Z	164.761	cassandra-001	13.582
123.67	201	123.49	92.78	37.81	102.77	37.81	2018-08-07T18:30:15.184550823Z	336.435	cassandra-001	34.094
106.55	201	121.5	92.69	37.82	123.67	37.82	2018-08-07T18:30:22.192440665Z	166.221	cassandra-001	15.337
109.83	201	118.86	92.67	37.82	106.55	37.82	2018-08-07T18:30:29.199197767Z	166.333	cassandra-001	13.12
