----------------------------------------------------------------
container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
93.5	87	66.4	92.7	37.6	92.22	37.6	2018-08-07T16:45:30.359683393Z	146.123	cassandra-001	15.424
40.5	87	75.73	87.88	37.59	93.5	37.59	2018-08-07T16:45:37.369643909Z	72.169	cassandra-001	8.477
35.9	87	73.53	88.03	37.59	40.5	37.59	2018-08-07T16:45:44.377700618Z	73.887	cassandra-001	9.23
36.91	90	72.87	88.18	37.6	35.9	37.6	2018-08-07T16:45:51.386112264Z	148.706	cassandra-001	17.548
37.36	92	62.26	88.34	37.6	36.91	37.6	2018-08-07T16:45:58.39750755Z	74.067	cassandra-001	8.384
52.87	94	56.06	88.5	37.59	37.36	37.59	2018-08-07T16:46:05.40777916Z	158.516	cassandra-001	17.413
44.4	95	49.51	88.66	37.59	52.87	37.59	2018-08-07T16:46:12.417057278Z	80.302	cassandra-001	9.716
42.38	97	41.32	88.82	37.59	44.4	37.59	2018-08-07T16:46:19.429803024Z	79.21	cassandra-001	7.774
33.37	99	41.64	88.99	37.59	42.38	37.59	2018-08-07T16:46:26.438289234Z	167.075	cassandra-001	20.13
46.01	101	41.21	90.36	37.6	33.37	37.6	2018-08-07T16:46:33.448948499Z	83.273	cassandra-001	8.777
48.75	102	42.73	90.52	37.59	46.01	37.59	2018-08-07T16:46:40.460262118Z	170.787	cassandra-001	20.458
42.89	104	44.63	90.69	37.59	48.75	37.59	2018-08-07T16:46:47.469763261Z	87.899	cassandra-001	9.74
43.89	106	42.97	90.87	37.58	42.89	37.58	2018-08-07T16:46:54.477857742Z	89.272	cassandra-001	10.334
48.52	108	42.88	91.05	37.58	43.89	37.58	2018-08-07T16:47:01.487650289Z	181.289	cassandra-001	19.426
39.59	109	43.9	91.24	37.59	48.52	37.59	2018-08-07T16:47:08.494596901Z	90.679	cassandra-001	9.329
43.18	111	44.94	91.43	37.59	39.59	37.59	2018-08-07T16:47:15.501271625Z	186.314	cassandra-001	20.48
42.18	113	44.47	91.62	37.59	43.18	37.59	2018-08-07T16:47:22.512273453Z	93.315	cassandra-001	8.682
52.63	114	43.38	91.81	37.59	42.18	37.59	2018-08-07T16:47:29.520155879Z	96.933	cassandra-001	11.216
57.5	116	45.0	92.01	37.59	52.63	37.59	2018-08-07T16:47:36.5267644Z	193.672	cassandra-001	20.107
53.52	117	47.27	92.78	37.59	57.5	37.59	2018-08-07T16:47:43.534192623Z	97.782	cassandra-001	8.694
65.52	119	48.1	92.66	37.59	53.52	37.59	2018-08-07T16:47:50.541585222Z	195.258	cassandra-001	18.588
57.98	120	52.42	92.57	37.59	65.52	37.59	2018-08-07T16:47:57.552861921Z	100.389	cassandra-001	10.726
70.09	122	54.89	92.77	37.59	57.98	37.59	2018-08-07T16:48:04.560366838Z	99.044	cassandra-001	8.943
67.06	123	59.54	92.68	37.6	70.09	37.6	2018-08-07T16:48:11.570658429Z	204.322	cassandra-001	21.424
62.07	125	61.94	92.58	37.59	67.06	37.59	2018-08-07T16:48:18.579771794Z	104.333	cassandra-001	12.454
67.53	126	62.71	92.8	37.6	62.07	37.6	2018-08-07T16:48:25.589398508Z	212.71	cassandra-001	24.326
45.66	128	65.04	92.7	37.59	67.53	37.59	2018-08-07T16:48:32.594481698Z	107.435	cassandra-001	12.4
116.82	129	61.73	92.62	37.6	45.66	37.6	2018-08-07T16:48:39.601499361Z	109.19	cassandra-001	13.231
62.93	131	71.54	92.74	37.59	116.82	37.59	2018-08-07T16:48:46.613163759Z	216.642	cassandra-001	22.898
50.3	132	70.34	92.64	37.58	62.93	37.58	2018-08-07T16:48:53.621782576Z	112.528	cassandra-001	12.518
63.53	133	67.55	92.57	37.59	50.3	37.59	2018-08-07T16:49:00.629370499Z	222.584	cassandra-001	20.956
58.66	135	67.79	92.8	37.59	63.53	37.59	2018-08-07T16:49:07.636519566Z	112.432	cassandra-001	13.533
55.75	136	66.32	92.72	37.59	58.66	37.59	2018-08-07T16:49:14.645401081Z	112.06	cassandra-001	11.778
64.74	137	68.0	92.65	37.59	55.75	37.59	2018-08-07T16:49:21.653099205Z	229.197	cassandra-001	22.116
59.39	139	59.32	92.25	37.58	64.74	37.58	2018-08-07T16:49:28.662329358Z	115.636	cassandra-001	13.018
118.9	140	58.73	92.69	37.59	59.39	37.59	2018-08-07T16:49:35.670923941Z	235.61	cassandra-001	23.843
109.82	141	70.16	92.81	37.59	118.9	37.59	2018-08-07T16:49:42.677626776Z	118.007	cassandra-001	12.014
101.95	141	77.88	92.63	37.59	109.82	37.59	2018-08-07T16:49:49.687059117Z	116.018	cassandra-001	8.582
99.67	141	85.09	92.76	37.6	101.95	37.6	2018-08-07T16:49:56.693914742Z	234.562	cassandra-001	24.358
59.2	141	92.41	88.06	37.59	99.67	37.59	2018-08-07T16:50:03.702163032Z	117.465	cassandra-001	10.997
56.47	141	91.49	88.29	37.59	59.2	37.59	2018-08-07T16:50:10.709920116Z	235.833	cassandra-001	24.226
59.0	142	91.0	88.54	37.59	56.47	37.59	2018-08-07T16:50:17.715453777Z	119.656	cassandra-001	12.568
78.38	143	81.02	89.91	37.6	59.0	37.6	2018-08-07T16:50:24.722677081Z	118.392	cassandra-001	11.34
54.43	144	75.78	90.16	37.6	78.38	37.6	2018-08-07T16:50:31.734358453Z	241.248	cassandra-001	24.224
56.99	146	67.86	90.41	37.6	54.43	37.6	2018-08-07T16:50:38.740850771Z	120.934	cassandra-001	11.801
67.93	147	60.75	90.65	37.6	56.99	37.6	2018-08-07T16:50:45.747587891Z	243.952	cassandra-001	26.018
67.78	148	62.2	90.91	37.6	67.93	37.6	2018-08-07T16:50:52.754064282Z	124.361	cassandra-001	13.464
65.5	149	64.09	91.16	37.59	67.78	37.59	2018-08-07T16:50:59.761411695Z	125.066	cassandra-001	14.348
64.01	150	65.17	91.41	37.6	65.5	37.6	2018-08-07T16:51:06.767893607Z	250.825	cassandra-001	23.917
55.66	152	62.77	92.78	37.6	64.01	37.6	2018-08-07T16:51:13.775035885Z	124.627	cassandra-001	10.942
78.11	153	62.98	92.73	37.6	55.66	37.6	2018-08-07T16:51:20.782029291Z	259.63	cassandra-001	28.206
59.0	154	66.5	92.67	37.59	78.11	37.59	2018-08-07T16:51:27.789594426Z	128.002	cassandra-001	11.39
66.59	155	65.01	92.63	37.59	59.0	37.59	2018-08-07T16:51:34.796491899Z	129.521	cassandra-001	12.485
73.15	156	64.81	92.59	37.59	66.59	37.59	2018-08-07T16:51:41.802709856Z	262.797	cassandra-001	29.498
67.34	157	66.09	92.86	37.59	73.15	37.59	2018-08-07T16:51:48.808814968Z	131.341	cassandra-001	15.006
146.95	158	66.64	92.61	37.59	67.34	37.59	2018-08-07T16:51:55.816543494Z	264.118	cassandra-001	27.292
55.05	159	81.86	92.86	37.59	146.95	37.59	2018-08-07T16:52:02.822624273Z	132.957	cassandra-001	14.108
59.66	159	78.01	92.83	37.6	55.05	37.6	2018-08-07T16:52:09.834267355Z	133.397	cassandra-001	14.279
66.93	159	78.12	92.8	37.6	59.66	37.6	2018-08-07T16:52:16.841746292Z	264.891	cassandra-001	26.698
64.22	159	78.18	92.77	37.6	66.93	37.6	2018-08-07T16:52:23.853043907Z	134.203	cassandra-001	15.56
90.95	159	76.69	92.74	37.59	64.22	37.59	2018-08-07T16:52:30.86307941Z	263.48	cassandra-001	24.982
136.46	160	80.63	92.66	37.6	90.95	37.6	2018-08-07T16:52:37.872215565Z	135.301	cassandra-001	13.381
112.51	161	78.88	92.74	37.6	136.46	37.6	2018-08-07T16:52:44.878304669Z	136.759	cassandra-001	15.216
100.97	162	88.46	92.79	37.6	112.51	37.6	2018-08-07T16:52:51.886143597Z	269.934	cassandra-001	25.284
94.76	162	95.34	92.66	37.6	100.97	37.6	2018-08-07T16:52:58.894771853Z	133.461	cassandra-001	10.728
119.36	162	99.98	89.51	37.6	94.76	37.6	2018-08-07T16:53:05.902289219Z	273.805	cassandra-001	31.923
115.78	162	109.17	91.53	37.61	119.36	37.61	2018-08-07T16:53:12.911330997Z	135.485	cassandra-001	13.104
115.3	162	113.31	92.54	37.6	115.78	37.6	2018-08-07T16:53:19.917956775Z	135.004	cassandra-001	14.16
91.39	162	109.78	92.76	37.6	115.3	37.6	2018-08-07T16:53:26.924628272Z	274.288	cassandra-001	30.828
75.39	162	106.26	92.7	37.62	91.39	37.62	2018-08-07T16:53:33.933384031Z	134.625	cassandra-001	12.747
107.07	162	102.0	92.84	37.49	75.39	37.49	2018-08-07T16:53:40.942742903Z	272.548	cassandra-001	25.68
